Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Hobgoblin Warrior,5195079-hobgoblin-warrior,MM (2024),170.0,Fey,Medium,generic,N,0.5,2,75.0,1.0,1.0,1.0,0.0,0.0,-1.0,1,1,1,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,18.0,18.0,11.0,11.0,0.3,0.3,3.0,4.0,13.0,13.0,
Homunculus,5195080-homunculus,MM (2024),172.0,Construct,Tiny,generic,N,0.0,2,7.0,-3.0,2.0,2.0,0.0,0.0,-2.0,-3,2,2,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,14.0,4.5,4.5,0.5,0.5,4.0,4.0,1.0,1.0,12.0
Hook Horror,5195081-hook-horror,MM (2024),173.0,Monstrosity,Large,generic,N,3.0,2,600.0,4.0,0.0,2.0,-2.0,1.0,-2.0,4,0,4,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,75.0,75.0,0.8,0.8,6.0,6.0,22.0,22.0,
Horned Devil,5195082-horned-devil,MM (2024),174.0,Fiend,Large,generic,N,11.0,4,6800.0,6.0,3.0,5.0,1.0,3.0,4.0,10,7,5,1,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,18.0,18.0,199.5,199.5,6.3,10.3,10.0,10.0,79.5,79.5,17.0
Hunter Shark,5195083-hunter-shark,MM (2024),363.0,Beast,Large,generic,N,2.0,2,300.0,4.0,2.0,2.0,-5.0,0.0,-3.0,4,2,2,-5,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,45.0,45.0,0.0,0.0,6.0,9.0,14.5,14.5,
Hydra,5195084-hydra,MM (2024),175.0,Monstrosity,Huge,generic,N,8.0,3,3500.0,5.0,1.0,5.0,-4.0,0.0,-2.0,5,1,5,-4,0,-2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0,15.0,184.0,184.0,0.8,0.8,8.0,8.0,52.5,52.5,
Hyena,5195085-hyena,MM (2024),363.0,Beast,Medium,generic,N,0.0,2,7.0,0.0,1.0,1.0,-4.0,1.0,-3.0,0,1,1,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,5.5,5.5,-0.7,-0.7,2.0,3.0,3.5,3.5,
Ice Devil,5195086-ice-devil,MM (2024),176.0,Fiend,Large,generic,N,14.0,5,11500.0,5.0,2.0,4.0,4.0,2.0,4.0,5,7,9,4,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.5,18.0,18.0,228.0,342.0,6.8,10.8,10.0,10.0,81.5,81.5,17.0
Ice Mephit,5195087-ice-mephit,MM (2024),206.0,Elemental,Small,generic,N,0.5,2,75.0,-2.0,1.0,0.0,-1.0,0.0,1.0,-2,1,0,-1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,21.0,21.0,-0.2,-0.2,3.0,3.0,9.0,10.666667,10.0
Illusionist Archmage,6719576-illusionist-archmage,AU,138.0,Humanoid,Medium,generic,N,15.0,5,13000.0,0.0,3.0,1.0,5.0,2.0,3.0,0,3,6,10,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,16.0,21.0,220.0,220.0,4.8,8.8,10.0,10.0,86.0,120.4,18.0
Imp,4775825-imp,MM (2024),177.0,Fiend,Tiny,generic,N,1.0,2,150.0,-2.0,3.0,1.0,0.0,1.0,2.0,-2,3,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,13.0,15.0,21.0,21.0,0.8,0.8,5.0,5.0,13.5,13.5,
Incubus,4904793-incubus,MM (2024),178.0,Fiend,Medium,generic,N,4.0,2,1000.0,-1.0,3.0,1.0,2.0,1.0,5.0,-1,3,1,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3.0,1.0,15.0,15.0,66.0,66.0,1.8,1.8,7.0,7.0,37.0,37.0,15.0
Inquisitor of the Mind Fire,6491362-inquisitor-of-the-mind-fire,RTHW,272.0,Humanoid,Medium,generic,N,8.0,3,3500.0,0.0,2.0,2.0,3.0,3.0,5.0,0,2,2,6,6,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,19.0,104.0,159.5,4.0,4.0,8.0,8.0,55.5,55.5,16.0
Inquisitor of the Sword,6491363-inquisitor-of-the-sword,RTHW,273.0,Humanoid,Medium,generic,N,8.0,3,3500.0,1.0,2.0,3.0,2.0,4.0,3.0,1,2,3,5,7,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,120.0,150.0,4.0,4.0,7.0,7.0,52.5,52.5,15.0
Inquisitor of the Tome,6491364-inquisitor-of-the-tome,RTHW,273.0,Humanoid,Medium,generic,N,8.0,3,3500.0,0.0,1.0,1.0,4.0,3.0,2.0,0,1,1,7,6,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,88.0,88.0,3.3,3.3,7.0,7.0,84.0,102.0,15.0
Intellect Devourer,5195088-intellect-devourer,MM (2024),179.0,Aberration,Tiny,generic,N,2.0,2,300.0,-2.0,2.0,1.0,2.0,0.0,0.0,-2,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,12.0,12.0,28.0,33.6,0.5,0.5,4.0,6.0,18.0,18.0,12.0
Invisible Stalker,5195089-invisible-stalker,MM (2024),180.0,Elemental,Large,generic,N,6.0,3,2000.0,3.0,4.0,2.0,0.0,2.0,0.0,3,4,2,0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.5,14.0,18.0,97.5,146.3,1.8,5.8,7.0,11.0,36.5,36.5,14.0
Iron Golem,5195090-iron-golem,MM (2024),181.0,Construct,Large,generic,N,16.0,5,15000.0,7.0,-1.0,5.0,-4.0,0.0,-5.0,7,-1,5,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.5,20.0,20.0,252.0,378.0,0.3,4.3,12.0,12.0,78.0,78.0,18.0
Ivan Dilisnya,6491365-ivan-dilisnya,RTHW,54.0,Humanoid,Medium,unique,L,5.0,3,1400.0,4.0,2.0,3.0,4.0,1.0,2.0,4,5,3,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,90.0,130.0,3.7,3.7,7.0,7.0,58.0,58.0,15.0
Ivan Dilisnya,6491365-ivan-dilisnya,RTHW,54.0,Humanoid,Medium,unique,LD,6.0,3,2000.0,4.0,2.0,3.0,4.0,1.0,2.0,4,5,3,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,90.0,150.0,3.7,3.7,7.0,7.0,69.0,69.0,15.0
Ivana Boritsi,6491366-ivana-boritsi,RTHW,52.0,Humanoid,Medium,unique,L,5.0,3,1400.0,0.0,3.0,2.0,4.0,2.0,2.0,0,6,5,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,17.0,17.0,104.0,144.0,3.2,3.2,7.0,7.0,37.333332,37.333332,15.0
Ivana Boritsi,6491366-ivana-boritsi,RTHW,52.0,Humanoid,Medium,unique,LD,6.0,3,2000.0,0.0,3.0,2.0,4.0,2.0,2.0,0,6,5,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,17.0,17.0,104.0,164.0,3.2,3.2,7.0,7.0,45.833332,45.833332,15.0
Jackal,5195091-jackal,MM (2024),364.0,Beast,Small,generic,N,0.0,2,7.0,-1.0,2.0,0.0,-4.0,1.0,-2.0,-1,2,0,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,3.5,3.5,-0.7,-0.7,1.0,1.0,1.5,1.5,
Jackalwere,5195092-jackalwere,MM (2024),182.0,Fiend,Small,generic,N,0.5,2,75.0,0.0,2.0,1.0,1.0,0.0,0.0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,18.0,18.0,0.7,0.7,4.0,5.0,5.5,5.5,
Jiangshi,6491367-jiangshi,RTHW,251.0,Undead,Medium,generic,N,9.0,4,4500.0,4.0,-4.0,4.0,3.0,2.0,1.0,4,-4,8,7,6,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-4.0,1.0,16.0,16.0,119.0,173.0,4.3,4.3,8.0,8.0,57.0,57.0,16.0
Jorasco Medic,5976753-jorasco-medic,EFotA,81.0,Humanoid,Small,generic,N,4.0,2,1000.0,1.0,2.0,3.0,2.0,3.0,2.0,1,2,5,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,16.0,16.0,58.5,82.5,2.8,2.8,5.0,7.0,14.0,14.0,
Juvenile Shadow Dragon,5195093-juvenile-shadow-dragon,MM (2024),275.0,Dragon,Medium,generic,N,4.0,2,1000.0,3.0,2.0,3.0,1.0,0.0,2.0,3,4,3,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0,19.0,45.0,90.0,2.2,6.2,5.0,7.0,26.333334,26.333334,13.0
Kenku,5195094-kenku,MM (2024),183.0,Monstrosity,Medium,generic,N,0.25,2,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,13.0,13.5,13.5,0.5,0.5,5.0,8.0,6.5,6.5,10.0
Killer Whale,5195095-killer-whale,MM (2024),364.0,Beast,Huge,generic,N,3.0,2,600.0,4.0,2.0,1.0,-4.0,1.0,-2.0,4,2,1,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,90.0,90.0,0.3,0.3,6.0,6.0,21.5,21.5,
Knight,4904816-knight,MM (2024),184.0,Humanoid,Medium,generic,N,3.0,2,600.0,3.0,0.0,2.0,0.0,0.0,2.0,3,0,4,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,19.0,52.0,52.0,1.8,1.8,6.0,6.0,29.0,29.0,
Kobold Warrior,5195096-kobold-warrior,MM (2024),185.0,Dragon,Small,generic,N,0.125,2,19.0,-2.0,2.0,-1.0,-1.0,-2.0,-1.0,-2,2,-1,-1,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,7.5,7.5,-0.8,-0.8,4.0,5.0,4.5,4.5,
Kraken,5195097-kraken,MM (2024),187.0,Monstrosity,Gargantuan,generic,L,23.0,7,50000.0,10.0,0.0,8.0,6.0,4.0,5.0,17,7,15,6,11,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,18.0,18.0,481.0,601.0,10.2,10.2,17.0,17.0,206.33333,206.33333,23.0
Kraken,5195097-kraken,MM (2024),187.0,Monstrosity,Gargantuan,generic,LL,24.0,7,62000.0,10.0,0.0,8.0,6.0,4.0,5.0,17,7,15,6,11,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,18.0,18.0,481.0,631.0,10.2,10.2,17.0,17.0,239.33333,239.33333,23.0
Kundarak Warden,5976754-kundarak-warden,EFotA,81.0,Humanoid,Medium,generic,N,5.0,3,1400.0,2.0,1.0,3.0,3.0,1.0,0.0,2,1,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,19.0,82.5,82.5,2.2,6.2,6.0,8.0,27.0,34.0,14.0
Kuo-toa,5195101-kuo-toa,MM (2024),189.0,Aberration,Medium,generic,N,0.25,2,37.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,18.0,18.0,0.0,0.0,3.0,3.0,5.5,5.5,11.0
Kuo-toa Archpriest,5195098-kuo-toa-archpriest,MM (2024),191.0,Aberration,Medium,generic,N,6.0,3,2000.0,3.0,2.0,3.0,1.0,3.0,2.0,3,2,3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,15.0,105.0,105.0,2.3,2.3,6.0,6.0,64.333336,64.333336,14.0
Kuo-toa Monitor,5195099-kuo-toa-monitor,MM (2024),190.0,Aberration,Medium,generic,N,3.0,2,600.0,3.0,0.0,2.0,1.0,2.0,0.0,3,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,65.0,65.0,1.3,1.3,5.0,5.0,27.0,27.0,
Kuo-toa Whip,5195100-kuo-toa-whip,MM (2024),190.0,Aberration,Medium,generic,N,1.0,2,150.0,2.0,0.0,2.0,1.0,2.0,0.0,2,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,13.0,45.5,45.5,1.2,1.2,4.0,4.0,9.5,9.5,
Lacedon Ghoul,5195102-lacedon-ghoul,MM (2024),132.0,Undead,Medium,generic,N,1.0,2,150.0,1.0,2.0,0.0,-2.0,0.0,-2.0,1,2,0,-2,0,-2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,22.5,22.5,-0.2,-0.2,4.0,4.0,18.0,18.0,
Lamia,5195103-lamia,MM (2024),192.0,Fiend,Large,generic,N,4.0,2,1000.0,3.0,1.0,2.0,2.0,2.0,3.0,3,1,2,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,97.5,117.0,2.2,2.2,5.0,5.0,28.0,28.0,13.0
Larva,5195104-larva,MM (2024),193.0,Fiend,Medium,generic,N,0.0,2,7.0,-1.0,-1.0,0.0,-2.0,0.0,-4.0,-1,-1,0,-2,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,9.0,9.0,9.0,9.0,-1.3,-1.3,1.0,1.0,1.5,1.5,
Laurie Weathermay-Foxgrove,6491368-laurie-weathermay-foxgrove,RTHW,279.0,Humanoid,Medium,unique,N,3.0,2,600.0,3.0,1.0,2.0,0.0,2.0,0.0,3,1,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,65.0,81.5,1.3,1.3,6.0,6.0,24.0,24.0,
Lemure,5195105-lemure,MM (2024),194.0,Fiend,Medium,generic,N,0.0,2,7.0,0.0,-3.0,0.0,-5.0,0.0,-4.0,0,-3,0,-5,0,-4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-3.0,1.0,9.0,9.0,9.0,9.0,-2.0,-2.0,2.0,2.0,2.5,2.5,
Lesser Star Spawn Emissary,6491369-lesser-star-spawn-emissary,RTHW,267.0,Aberration,Medium,generic,L,19.0,6,22000.0,5.0,4.0,7.0,7.0,5.0,6.0,5,4,7,13,11,12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,10.0,1.0,19.0,19.0,241.5,331.5,8.7,8.7,11.0,11.0,174.5,209.40001,21.0
Lesser Star Spawn Emissary,6491369-lesser-star-spawn-emissary,RTHW,267.0,Aberration,Medium,generic,LL,20.0,6,25000.0,5.0,4.0,7.0,7.0,5.0,6.0,5,4,7,13,11,12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,10.0,1.0,19.0,19.0,241.5,361.5,8.7,8.7,11.0,11.0,204.0,244.8,21.0
Lich,5195106-lich,MM (2024),196.0,Undead,Medium,generic,L,21.0,7,33000.0,0.0,3.0,3.0,5.0,2.0,3.0,0,10,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,17.0,1.0,20.0,20.0,315.0,480.0,7.3,7.3,12.0,12.0,214.0,214.0,20.0
Lich,5195106-lich,MM (2024),196.0,Undead,Medium,generic,LL,22.0,7,41000.0,0.0,3.0,3.0,5.0,2.0,3.0,0,10,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,17.0,1.0,20.0,20.0,315.0,510.0,7.3,7.3,12.0,12.0,236.0,236.0,20.0
Lion,4775826-lion,MM (2024),364.0,Beast,Large,generic,N,1.0,2,150.0,3.0,2.0,0.0,-4.0,1.0,-1.0,3,2,0,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,22.0,22.0,0.2,0.2,5.0,6.0,15.0,15.0,
Living Cone of Cold,6719577-living-cone-of-cold,AU,146.0,Construct,Large,generic,N,7.0,3,2600.0,0.0,2.0,5.0,-4.0,0.0,-2.0,0,2,5,-4,0,-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,17.0,105.0,105.0,0.2,4.2,8.0,8.0,60.666668,60.666668,16.0
Living Thunderwave,6719578-living-thunderwave,AU,146.0,Construct,Medium,generic,N,1.0,2,150.0,0.0,1.0,3.0,-4.0,-2.0,-2.0,0,1,3,-4,-2,-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,15.0,30.0,30.0,-0.7,3.3,5.0,5.0,10.333333,10.333333,13.0
Living Vitriolic Sphere,6719579-living-vitriolic-sphere,AU,146.0,Construct,Large,generic,N,5.0,3,1400.0,0.0,2.0,4.0,-4.0,0.0,-2.0,0,2,4,-4,0,-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,17.0,76.0,76.0,0.0,4.0,7.0,7.0,53.666668,53.666668,15.0
Lizard,4775827-lizard,MM (2024),364.0,Beast,Tiny,generic,N,0.0,2,7.0,-4.0,0.0,0.0,-5.0,-1.0,-4.0,-4,0,0,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,2.5,2.5,-2.3,-2.3,2.0,2.0,1.0,1.0,
Lizardfolk Geomancer,5195107-lizardfolk-geomancer,MM (2024),197.0,Elemental,Medium,generic,N,2.0,2,300.0,2.0,0.0,1.0,0.0,2.0,-1.0,2,0,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,33.0,33.0,0.7,0.7,4.0,4.0,22.0,22.0,12.0
