Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Helmed Horror,17159-helmed-horror,MM (2014),183.0,construct,medium,generic,N,4.0,2,1100.0,4.0,1.0,3.0,0.0,0.0,0.0,4,1,3,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,20.0,20.0,60.0,120.0,1.3,5.3,6.0,6.0,16.0,16.0,
Heralds of Dust Remnant,3883544-heralds-of-dust-remnant,PAitM:MPP,59.0,humanoid,medium,generic,N,4.0,2,1100.0,-1.0,2.0,2.0,3.0,2.0,0.0,-1,2,2,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,45.5,91.0,1.3,1.3,5.0,5.0,28.0,28.0,
Hertilod,4468328-hertilod,VEoR,223.0,monstrosity,huge,legendary,L,17.0,6,18000.0,6.0,4.0,5.0,-4.0,2.0,0.0,12,10,5,-4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,4.0,1.0,14.0,14.0,241.5,331.5,4.2,8.2,12.0,12.0,76.0,93.333336,
Hexton Modron,3883545-hexton-modron,PAitM:MPP,37.0,construct,huge,legendary,L,13.0,5,10000.0,4.0,3.0,3.0,4.0,3.0,2.0,4,3,3,9,8,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,3.0,1.0,17.0,17.0,209.0,329.0,4.8,4.8,9.0,9.0,86.5,103.833336,17.0
Hezrou,16922-hezrou,MM (2014),60.0,fiend,large,generic,N,8.0,3,3900.0,4.0,3.0,5.0,-3.0,1.0,1.0,7,3,8,-3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,3.0,1.5,16.0,18.0,136.5,204.8,3.3,7.3,7.0,7.0,37.0,37.0,14.0
Hierophant Medusa,3960616-hierophant-medusa,TBoMT,179.0,monstrosity,large,legendary,LL,17.0,6,18000.0,6.0,5.0,4.0,2.0,6.0,6.0,6,5,10,2,12,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,17.0,17.0,237.5,357.5,6.8,6.8,12.0,12.0,115.5,115.5,18.0
Hierophant of the Comet,3960617-hierophant-of-the-comet,TBoMT,92.0,humanoid,medium,generic,N,11.0,4,7200.0,1.0,1.0,4.0,2.0,3.0,5.0,1,1,4,2,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,15.0,15.0,153.0,153.0,4.0,8.0,9.0,9.0,77.0,104.0,17.0
Hill Giant,16923-hill-giant,MM (2014),155.0,giant,huge,generic,N,5.0,3,1800.0,5.0,-1.0,4.0,-3.0,-1.0,-2.0,5,-1,4,-3,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,13.0,13.0,105.0,105.0,0.3,0.3,8.0,8.0,36.0,36.0,
Hill Giant Avalancher,3731033-hill-giant-avalancher,BPGotG,157.0,giant,huge,legendary,L,12.0,4,8400.0,5.0,-1.0,4.0,-1.0,4.0,0.0,9,-1,8,-1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,15.0,15.0,220.5,310.5,3.8,3.8,9.0,9.0,66.0,66.0,16.0
Hippocamp,909486-hippocamp,MOoT,227.0,monstrosity,large,generic,N,0.5,2,100.0,2.0,2.0,0.0,-3.0,0.0,-2.0,2,2,0,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,22.0,22.0,-0.2,-0.2,4.0,4.0,10.166667,10.166667,
Hippogriff,16924-hippogriff,MM (2014),184.0,monstrosity,large,generic,N,1.0,2,200.0,3.0,1.0,1.0,-4.0,1.0,-1.0,3,1,1,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,19.5,19.5,0.2,0.2,5.0,5.0,18.0,18.0,
Hlam,149786-hlam,WDH,204.0,humanoid,medium,unique,L,16.0,5,15000.0,0.0,7.0,1.0,2.0,5.0,2.0,5,12,1,2,5,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,22.0,24.0,137.5,249.5,4.5,6.5,12.0,12.0,72.666664,72.666664,18.0
Hoard Mimic,2059745-hoard-mimic,FToD,204.0,monstrosity,huge,generic,N,8.0,3,3900.0,5.0,1.0,3.0,0.0,3.0,0.0,5,1,6,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,15.0,123.5,123.5,3.0,3.0,8.0,9.0,49.333332,49.333332,14.0
Hoard Scarab,2059746-hoard-scarab,FToD,204.0,monstrosity,tiny,generic,N,0.125,2,25.0,-3.0,3.0,0.0,-4.0,-1.0,-2.0,-3,3,0,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,15.0,7.5,7.5,-1.2,-1.2,5.0,5.0,5.5,5.5,
Hobgoblin,16925-hobgoblin,MM (2014),186.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,0.0,0.0,-1.0,1,1,1,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,11.0,11.0,0.3,0.3,3.0,3.0,12.0,12.0,
Hobgoblin Captain,17160-hobgoblin-captain,MM (2014),186.0,humanoid,medium,generic,N,3.0,2,700.0,2.0,2.0,2.0,1.0,0.0,1.0,2,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,17.0,39.0,39.0,1.3,1.3,4.0,4.0,28.0,28.0,
Hobgoblin Devastator,17273-hobgoblin-devastator,VGtM,161.0,humanoid,medium,legacy,N,4.0,2,1100.0,1.0,1.0,2.0,3.0,1.0,0.0,1,1,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,45.5,45.5,1.3,1.3,5.0,5.0,58.333332,58.333332,13.0
Hobgoblin Devastator,2560846-hobgoblin-devastator,MPMotM,153.0,fey,medium,generic,N,4.0,2,1100.0,1.0,1.0,2.0,3.0,1.0,0.0,1,1,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,45.5,45.5,1.3,1.3,5.0,5.0,56.0,56.0,13.0
Hobgoblin Iron Shadow,17274-hobgoblin-iron-shadow,VGtM,162.0,humanoid,medium,legacy,N,2.0,2,450.0,2.0,3.0,2.0,2.0,2.0,0.0,2,3,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,15.0,32.5,32.5,1.8,1.8,5.0,5.0,22.0,22.0,
Hobgoblin Iron Shadow,2560847-hobgoblin-iron-shadow,MPMotM,154.0,fey,medium,generic,N,2.0,2,450.0,2.0,3.0,2.0,2.0,2.0,0.0,2,3,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,15.0,32.5,32.5,1.8,1.8,5.0,5.0,22.0,22.0,
Hobgoblin Warlord,17161-hobgoblin-warlord,MM (2014),187.0,humanoid,medium,generic,N,6.0,3,2300.0,3.0,2.0,3.0,2.0,0.0,2.0,3,2,3,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,20.0,22.0,97.5,97.5,3.5,3.5,9.0,9.0,36.5,36.5,
Hollow Dragon,2059747-hollow-dragon,FToD,206.0,undead,huge,legendary,L,18.0,6,20000.0,6.0,1.0,5.0,3.0,1.0,5.0,6,1,11,9,7,11,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,19.0,19.0,241.5,331.5,7.5,7.5,12.0,12.0,109.666664,109.666664,19.0
Hollyphant,417848-hollyphant,BGDiA,237.0,celestial,small,generic,N,5.0,3,1800.0,0.0,0.0,1.0,3.0,4.0,3.0,0,3,4,3,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,18.0,20.0,36.0,108.0,3.3,3.3,6.0,6.0,34.0,34.0,14.0
Homunculus,16926-homunculus,MM (2014),188.0,construct,tiny,generic,N,0.0,2,10.0,-3.0,2.0,0.0,0.0,0.0,-2.0,-3,2,0,0,0,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,5.0,5.0,-0.5,-0.5,4.0,4.0,1.0,1.0,
Hook Horror,17162-hook-horror,MM (2014),189.0,monstrosity,large,generic,N,3.0,2,700.0,4.0,0.0,2.0,-2.0,1.0,-2.0,4,0,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,75.0,75.0,0.5,0.5,6.0,6.0,22.0,22.0,
Hook Horror Spore Servant,17396-hook-horror-spore-servant,OotA,229.0,plant,medium,generic,N,3.0,2,700.0,4.0,0.0,2.0,-4.0,-2.0,-5.0,4,0,2,-4,-2,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,65.0,75.0,-0.8,-0.8,6.0,6.0,22.0,22.0,
Horizonback Tortoise,744315-horizonback-tortoise,EGtW,292.0,monstrosity,gargantuan,generic,N,8.0,3,3900.0,9.0,-4.0,7.0,-3.0,0.0,-3.0,12,-4,10,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-4.0,1.0,22.0,22.0,227.5,227.5,2.0,2.0,12.0,12.0,28.5,28.5,
Horncaller,176264-horncaller,GGtR,253.0,humanoid,medium,generic,N,1.0,2,200.0,1.0,1.0,2.0,0.0,2.0,1.0,1,1,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,39.0,39.0,1.2,1.2,3.0,3.0,15.0,15.0,
Horned Devil,16927-horned-devil,MM (2014),74.0,fiend,large,generic,N,11.0,4,7200.0,6.0,3.0,5.0,1.0,3.0,3.0,10,7,5,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.25,18.0,18.0,178.5,223.1,6.2,10.2,10.0,10.0,61.5,61.5,17.0
Horrid Plant,4635151-horrid-plant,QftIS,204.0,plant,large,generic,N,4.0,2,1100.0,4.0,-4.0,3.0,-5.0,0.0,-5.0,4,-4,3,-5,0,-5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.0,1.0,6.0,6.0,42.5,42.5,-1.2,-1.2,6.0,6.0,56.0,56.0,14.0
Hound Archon,3883546-hound-archon,PAitM:MPP,16.0,celestial,medium,generic,N,4.0,2,1100.0,4.0,1.0,2.0,0.0,2.0,2.0,4,1,2,2,4,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,16.0,65.0,65.0,2.5,2.5,6.0,6.0,18.5,18.5,12.0
Howler,97467-howler,MToF,210.0,fiend,large,legacy,N,8.0,3,3900.0,3.0,3.0,2.0,-3.0,5.0,-2.0,3,3,2,-3,5,-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.5,16.0,16.0,90.0,165.0,1.3,1.3,6.0,7.0,13.333333,42.666668,13.0
Howler,2560848-howler,MPMotM,155.0,fiend,large,generic,N,8.0,3,3900.0,3.0,3.0,2.0,-3.0,2.0,-2.0,3,3,2,-3,2,-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.5,16.0,16.0,90.0,165.0,0.8,0.8,6.0,7.0,24.333334,53.666668,13.0
Howling Hatred Initiate,17421-howling-hatred-initiate,PotA,190.0,humanoid,medium,generic,N,0.125,2,25.0,0.0,2.0,0.0,0.0,-1.0,0.0,0,2,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,9.0,9.0,0.2,0.2,4.0,5.0,4.0,4.0,
Howling Hatred Priest,17422-howling-hatred-priest,PotA,190.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,3.0,0.0,2.0,0.0,2.0,1,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,20.0,45.0,45.0,1.3,1.3,5.0,5.0,17.0,17.0,
Hrabbaz,149774-hrabbaz,WDH,205.0,humanoid,medium,unique,N,5.0,3,1800.0,5.0,2.0,3.0,0.0,2.0,1.0,8,2,6,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,112.5,140.5,3.2,3.2,8.0,8.0,35.0,35.0,
Huge Giant Crab,294086-huge-giant-crab,TftYP,103.0,beast,huge,unique,N,8.0,3,3900.0,5.0,2.0,5.0,-5.0,-1.0,-4.0,5,2,5,-5,-1,-4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,161.0,161.0,0.3,0.3,9.0,9.0,27.0,27.0,
Huge Gray Ooze,276567-huge-gray-ooze,WDotMM,244.0,ooze,huge,unique,N,8.0,3,3900.0,4.0,-2.0,3.0,-5.0,-2.0,-4.0,4,-2,3,-5,-2,-4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.5,8.0,8.0,152.0,152.0,-1.0,-1.0,7.0,7.0,84.0,84.0,
Hulgaz,3960618-hulgaz,TBoMT,169.0,fiend,large,unique,L,14.0,5,11500.0,3.0,0.0,4.0,2.0,2.0,5.0,3,0,4,2,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.25,17.0,17.0,190.0,350.0,4.3,8.3,8.0,8.0,106.0,106.0,17.0
Hulking Crab,17349-hulking-crab,SKT,240.0,beast,huge,generic,N,5.0,3,1800.0,4.0,-1.0,3.0,-4.0,0.0,-4.0,4,-1,3,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,17.0,17.0,76.0,76.0,-0.3,-0.3,7.0,7.0,40.0,40.0,
Humanoid Mutate,3805749-humanoid-mutate,PaBTSO,212.0,aberration,medium,generic,N,4.0,2,1100.0,1.0,4.0,2.0,0.0,1.0,2.0,1,4,2,0,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,14.0,15.0,65.0,65.0,1.7,1.7,6.0,6.0,36.0,36.0,
Hundred-Handed One,909487-hundred-handed-one,MOoT,225.0,giant,huge,generic,N,15.0,5,13000.0,8.0,2.0,7.0,2.0,3.0,3.0,8,2,12,2,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,20.0,243.0,243.0,5.8,5.8,13.0,13.0,84.0,84.0,
Hungry Sorrowsworn,2560849-hungry-sorrowsworn,MPMotM,223.0,monstrosity,medium,generic,N,11.0,4,7200.0,4.0,0.0,3.0,-2.0,0.0,-2.0,4,0,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.25,17.0,17.0,225.0,281.3,0.5,0.5,8.0,10.0,40.0,54.666668,
Hunter Shark,16928-hunter-shark,MM (2014),330.0,beast,large,generic,N,2.0,2,450.0,4.0,1.0,2.0,-5.0,0.0,-3.0,4,1,2,-5,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,45.0,45.0,-0.2,-0.2,6.0,10.0,13.0,13.0,
Hurricane,17423-hurricane,PotA,191.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,3.0,1.0,0.0,1.0,0.0,1,3,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,14.0,33.0,43.0,1.0,1.0,3.0,3.0,23.333334,23.333334,11.0
Husk Zombie,744318-husk-zombie,EGtW,293.0,undead,medium,generic,N,1.0,2,200.0,3.0,0.0,3.0,-4.0,-2.0,-3.0,3,0,5,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,37.5,44.5,0.2,0.2,5.0,5.0,13.0,13.0,
Husk Zombie Burster,744317-husk-zombie-burster,EGtW,293.0,undead,medium,generic,N,1.0,2,200.0,3.0,0.0,3.0,-4.0,-2.0,-3.0,3,0,5,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,37.5,44.5,0.2,0.2,5.0,5.0,18.0,18.0,12.0
Hutijin,96080-hutijin,MToF,174.0,fiend,large,legacy,L,21.0,7,33000.0,8.0,2.0,7.0,6.0,4.0,7.0,8,9,14,6,11,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,19.0,19.0,200.0,350.0,9.2,13.2,15.0,15.0,117.0,127.5,22.0
Hutijin,2560850-hutijin,MPMotM,157.0,fiend,large,unique,L,21.0,7,33000.0,8.0,2.0,7.0,6.0,4.0,7.0,8,9,14,6,11,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,19.0,19.0,200.0,350.0,9.2,13.2,15.0,15.0,123.0,133.5,22.0
Hybrid Brute,175386-hybrid-brute,GGtR,217.0,humanoid,medium,generic,N,2.0,2,450.0,4.0,0.0,2.0,-1.0,0.0,-1.0,4,0,2,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,52.0,52.0,0.7,0.7,6.0,6.0,14.0,14.0,
Hybrid Flier,175388-hybrid-flier,GGtR,217.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,3.0,2.0,0.0,0.0,0.0,1,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,15.0,39.0,39.0,1.0,1.0,5.0,5.0,16.0,16.0,
Hybrid Poisoner,175384-hybrid-poisoner,GGtR,217.0,humanoid,medium,generic,N,1.0,2,200.0,1.0,4.0,2.0,1.0,1.0,1.0,1,6,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,14.0,14.0,26.0,26.0,2.3,2.3,6.0,6.0,16.0,16.0,12.0
Hybrid Shocker,175380-hybrid-shocker,GGtR,218.0,humanoid,medium,generic,N,1.0,2,200.0,1.0,2.0,2.0,0.0,1.0,-1.0,1,2,2,0,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,39.0,39.0,0.8,0.8,4.0,4.0,19.0,19.0,
