Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,AC,adj AC,HP,adj HP,AC adjustments,AB,adj AB,DPR,adj DPR,Save DC
ERftLW,294.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,2.0,0.0,3.0,0.0,3.0,False,False,False,True,True,False,0,2,0,5,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,40.5,40.5,['2 saves'],4.0,4.0,34.0,34.0,13.0
MM,191.0,aberration,tiny,generic,N,2.0,2,450.0,-2.0,2.0,1.0,1.0,0.0,0.0,False,False,False,False,False,False,-2,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,21.0,21.0,[],4.0,4.0,18.0,18.0,12.0
MM,192.0,elemental,medium,generic,N,6.0,3,2300.0,3.0,4.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,3,4,2,0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,16.0,104.0,156.0,[],6.0,6.0,20.0,20.0,
BGDiA,232.0,humanoid,medium,generic,N,2.0,2,450.0,3.0,0.0,3.0,1.0,2.0,3.0,False,False,False,False,True,False,3,0,3,1,4,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,45.0,45.0,['1 saves'],5.0,5.0,14.0,14.0,
ERftLW,293.0,construct,medium,generic,N,1.0,2,200.0,3.0,2.0,3.0,-1.0,0.0,-2.0,False,False,False,False,False,False,3,2,3,-1,0,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,30.0,30.0,[],5.0,5.0,9.0,9.0,13.0
MM,170.0,construct,large,generic,N,16.0,5,15000.0,7.0,-1.0,5.0,-4.0,0.0,-5.0,False,False,False,False,False,False,7,-1,5,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,22.0,210.0,315.0,['magic resistance'],13.0,13.0,60.666668,60.666668,19.0
CRCotN,189.0,humanoid,medium,unique,N,3.0,2,700.0,-1.0,2.0,1.0,1.0,1.0,1.0,False,True,True,False,False,False,-1,4,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,66.0,71.0,['2 saves'],4.0,4.0,23.0,23.0,
CRCotN,191.0,humanoid,medium,unique,N,5.0,3,1800.0,0.0,3.0,1.0,2.0,2.0,2.0,False,True,True,False,False,False,0,6,4,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,99.0,109.0,['2 saves'],6.0,6.0,39.0,39.0,
CRCotN,194.0,humanoid,medium,unique,N,8.0,3,3900.0,0.0,5.0,2.0,3.0,3.0,3.0,False,True,True,False,False,False,0,8,5,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,123.5,133.5,['2 saves'],8.0,8.0,56.0,56.0,
IDRotF,307.0,humanoid,medium,unique,N,8.0,3,3900.0,3.0,3.0,2.0,2.0,2.0,3.0,False,False,False,False,False,False,3,3,2,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,117.0,147.0,[],6.0,10.0,54.0,54.0,
EGtW,231.0,humanoid,medium,unique,N,0.5,2,100.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,24.0,24.0,[],4.0,4.0,5.5,5.5,
GGtR,227.0,monstrosity,gargantuan,unique,L,21.0,7,33000.0,5.0,2.0,4.0,6.0,8.0,5.0,False,True,True,True,True,False,5,9,11,13,15,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,261.0,438.8,"['4 saves', 'magic resistance', 'sanctuary', 'counterspell']",12.0,12.0,119.0,119.0,23.0
DSotDQ,202.0,construct,medium,generic,N,6.0,3,2300.0,5.0,0.0,4.0,-3.0,0.0,-3.0,False,False,False,False,False,False,5,0,4,-3,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,127.5,127.5,[],,,,,
WDH,199.0,humanoid,medium,unique,N,8.0,3,3900.0,1.0,0.0,2.0,0.0,3.0,1.0,False,False,True,False,True,False,1,0,5,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,117.0,117.0,['2 saves'],6.0,6.0,62.666668,62.666668,14.0
OotA,225.0,aberration,small,generic,N,0.25,2,50.0,1.0,3.0,1.0,1.0,1.0,-2.0,False,False,False,False,False,False,1,3,1,1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,18.0,18.0,[],3.0,3.0,4.5,7.0,
OotA,226.0,aberration,medium,generic,N,2.0,2,450.0,2.0,4.0,1.0,1.0,1.0,-2.0,False,False,False,False,False,False,2,4,1,1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,44.0,83.0,[],4.0,4.0,9.0,9.0,
CoS,232.0,humanoid,medium,unique,N,5.0,3,1800.0,4.0,2.0,3.0,0.0,-1.0,2.0,False,False,False,False,False,False,4,2,3,0,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,112.5,112.5,[],7.0,7.0,30.0,30.0,
WBtW,236.0,dragon,huge,legendary,L,13.0,5,10000.0,5.0,1.0,5.0,-3.0,-2.0,0.0,True,True,True,True,True,True,10,6,10,2,3,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,22.0,115.0,293.8,['6 saves'],10.0,10.0,81.166664,81.166664,18.0
MM,193.0,humanoid,medium,generic,N,0.5,2,100.0,0.0,2.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,18.0,36.0,[],4.0,5.0,5.0,5.0,
ToA,225.0,beast,large,generic,N,0.5,2,100.0,2.0,2.0,0.0,-4.0,-1.0,-4.0,False,False,False,False,False,False,2,2,0,-4,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,16.5,16.5,[],4.0,4.0,11.333333,11.333333,
CM,166.0,humanoid,medium,unique,N,8.0,3,3900.0,4.0,2.0,2.0,0.0,3.0,0.0,True,False,True,False,False,False,7,2,5,0,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,70.5,174.0,"['2 saves', 'shield', 'nimble escape']",7.0,7.0,39.0,39.0,15.0
WDH,205.0,humanoid,medium,unique,N,4.0,2,1100.0,2.0,2.0,1.0,1.0,2.0,1.0,True,False,True,False,False,False,4,2,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,71.5,87.0,['2 saves'],4.0,4.0,25.0,25.0,
SAiS:BAM,30.0,plant,tiny,generic,N,1.0,2,200.0,0.0,-5.0,3.0,-5.0,0.0,-5.0,False,False,False,False,False,False,0,-5,3,-5,0,-5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,27.5,27.5,[],,,,,
HotDQ,91.0,humanoid,small,unique,N,1.0,2,200.0,-1.0,3.0,2.0,2.0,0.0,1.0,False,True,False,True,False,False,-1,5,2,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,22.0,22.0,"['2 saves', 'cunning action']",5.0,9.0,18.0,18.0,
GGtR,235.0,undead,medium,unique,L,22.0,7,41000.0,2.0,3.0,3.0,5.0,3.0,2.0,False,False,True,True,True,False,2,3,10,12,10,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,21.0,180.0,373.0,"['3 saves', 'magic resistance']",12.0,12.0,147.0,147.0,20.0
WDH,206.0,humanoid,medium,unique,L,15.0,5,13000.0,1.0,6.0,2.0,5.0,3.0,4.0,False,True,False,False,True,False,1,11,2,5,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,123.5,153.0,"['2 saves', 'web', 'evasion', 'shield']",14.0,14.0,100.0,100.0,
IDRotF,305.0,humanoid,medium,unique,N,5.0,3,1800.0,4.0,0.0,2.0,1.0,2.0,4.0,False,False,True,False,True,False,4,0,5,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,104.0,104.0,['2 saves'],7.0,7.0,39.0,39.0,
VRGtR,236.0,undead,medium,generic,N,9.0,4,5000.0,4.0,-4.0,4.0,3.0,2.0,1.0,False,False,True,True,True,True,4,-4,8,7,6,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,18.0,119.0,173.0,['4 saves'],8.0,8.0,57.0,57.0,16.0
JTtRC,128.0,fiend,medium,unique,N,13.0,5,10000.0,3.0,3.0,4.0,4.0,2.0,4.0,False,False,False,False,False,False,3,3,4,4,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,19.0,153.0,153.0,['magic resistance'],,,,,
MPMotM,160.0,fiend,huge,unique,L,23.0,7,50000.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7,7,13,5,12,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,22.0,350.0,625.0,"['3 saves', 'magic resistance']",14.0,14.0,126.0,126.0,21.0
MPMotM,160.0,fiend,huge,unique,LL,24.0,7,62000.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7,7,13,5,12,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,24.0,350.0,625.0,"['3 saves', 'magic resistance']",14.0,14.0,126.0,126.0,21.0
MToF,151.0,fiend,huge,legacy,LL,23.0,7,50000.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7,7,13,5,12,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,24.0,350.0,625.0,"['3 saves', 'magic resistance']",14.0,14.0,126.0,126.0,21.0
OotA,243.0,fiend,huge,unique,LL,23.0,7,50000.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7,7,13,5,12,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,24.0,350.0,625.0,"['3 saves', 'magic resistance']",14.0,14.0,126.0,126.0,
TftYP,45.0,humanoid,medium,unique,N,2.0,2,450.0,2.0,0.0,2.0,-2.0,0.0,2.0,False,False,False,False,False,False,2,0,2,-2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,39.0,39.0,"['stench', 'shield']",4.0,4.0,28.0,28.0,12.0
DSotDQ,202.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,16.5,16.5,[],,,,,
ERftLW,306.0,aberration,medium,generic,N,19.0,6,22000.0,1.0,5.0,4.0,6.0,7.0,7.0,False,False,False,True,True,True,1,5,4,12,13,13,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,22.0,161.5,322.0,"['3 saves', 'magic resistance']",13.0,13.0,68.666664,68.666664,
ERftLW,317.0,humanoid,medium,generic,N,0.25,2,50.0,1.0,2.0,1.0,1.0,2.0,2.0,False,False,False,False,False,False,1,2,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,16.5,16.5,[],4.0,4.0,11.0,11.0,12.0
TftYP,238.0,monstrosity,large,unique,N,3.0,2,700.0,3.0,1.0,3.0,2.0,3.0,1.0,False,False,False,False,False,False,3,1,3,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,85.0,85.0,[],5.0,5.0,20.0,20.0,
ToA,225.0,monstrosity,large,generic,N,4.0,2,1100.0,3.0,3.0,2.0,-4.0,2.0,0.0,False,False,False,False,False,False,3,3,2,-4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,67.5,67.5,[],5.0,5.0,44.0,44.0,12.0
DSotDQ,203.0,humanoid,medium,unique,N,11.0,4,7200.0,4.0,0.0,3.0,3.0,4.0,3.0,False,False,False,False,True,True,4,0,3,3,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,172.5,172.5,['2 saves'],,,,,
DSotDQ,198.0,monstrosity,medium,generic,N,3.0,2,700.0,0.0,3.0,2.0,1.0,1.0,0.0,False,True,False,False,False,False,0,5,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,39.0,39.0,['1 saves'],,,,,
ERftLW,295.0,undead,medium,generic,N,3.0,2,700.0,3.0,2.0,3.0,1.0,1.0,-3.0,False,False,False,False,False,False,3,2,3,1,1,-3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,52.5,59.0,['parry'],5.0,6.0,24.0,24.0,
WBtW,219.0,humanoid,medium,unique,N,5.0,3,1800.0,2.0,0.0,2.0,2.0,1.0,3.0,False,False,True,False,False,True,2,0,5,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,45.5,69.5,['2 saves'],6.0,6.0,59.666668,59.666668,14.0
TftYP,238.0,plant,medium,generic,N,4.0,2,1100.0,2.0,2.0,3.0,-2.0,1.0,0.0,False,False,False,False,False,False,2,2,3,-2,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,67.5,134.0,[],4.0,4.0,22.0,22.0,
DSotDQ,204.0,humanoid,small,generic,N,0.25,2,50.0,-1.0,3.0,0.0,1.0,-1.0,2.0,False,False,False,False,False,False,-1,3,0,1,-1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,[],,,,,
MM,194.0,humanoid,medium,generic,N,0.25,2,50.0,0.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.5,13.5,[],5.0,6.0,6.5,6.5,
WBtW,52.0,humanoid,medium,unique,N,1.0,2,200.0,0.0,3.0,0.0,0.0,0.0,3.0,False,False,False,False,True,True,0,3,0,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,22.5,22.5,['2 saves'],5.0,5.0,11.0,11.0,
MPMotM,162.0,celestial,large,legendary,LL,12.0,4,8400.0,5.0,3.0,3.0,4.0,5.0,5.0,False,False,False,False,False,False,5,3,3,4,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,22.0,153.0,243.0,['magic resistance'],9.0,9.0,94.0,94.0,17.0
VGtM,163.0,celestial,huge,legacy,L,12.0,4,8400.0,5.0,3.0,3.0,4.0,5.0,5.0,False,False,False,False,False,False,5,3,3,4,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,22.0,152.0,242.0,"['magic resistance', 'sanctuary']",9.0,9.0,76.0,76.0,17.0
CM,136.0,construct,small,generic,N,0.5,2,100.0,-2.0,2.0,4.0,-5.0,0.0,-5.0,False,False,False,False,False,False,-2,2,4,-5,0,-5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,15.0,[],4.0,4.0,11.5,11.5,
MM,331.0,beast,huge,generic,N,3.0,2,700.0,4.0,0.0,1.0,-4.0,1.0,-2.0,False,False,False,False,False,False,4,0,1,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,90.0,90.0,[],6.0,6.0,21.0,21.0,
SAiS:BAM,31.0,celestial,gargantuan,generic,N,7.0,3,2900.0,7.0,-2.0,3.0,-2.0,2.0,-2.0,False,False,False,False,False,False,7,-2,3,-2,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,202.5,202.5,[],,,,,
ToA,106.0,monstrosity,huge,unique,N,8.0,3,3900.0,7.0,0.0,4.0,-4.0,1.0,-1.0,False,False,False,False,False,False,7,0,4,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,136.5,260.0,[],10.0,10.0,53.0,53.0,
TftYP,193.0,giant,huge,unique,N,11.0,4,7200.0,7.0,-1.0,6.0,0.0,2.0,1.0,False,True,True,False,False,True,7,3,10,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,187.5,187.5,['3 saves'],11.0,11.0,70.0,70.0,
SKT,95.0,dragon,gargantuan,unique,LL,25.0,8,75000.0,10.0,0.0,9.0,4.0,2.0,6.0,False,True,True,False,True,True,10,8,17,4,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,546.0,636.0,['4 saves'],17.0,17.0,209.66667,209.66667,24.0
MM,347.0,humanoid,medium,generic,N,3.0,2,700.0,3.0,0.0,2.0,0.0,0.0,2.0,False,False,True,False,True,False,3,0,4,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,52.0,52.0,"['2 saves', 'parry']",5.0,5.0,20.0,20.0,
GoS,238.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,1,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,16.5,16.5,['1 saves'],3.0,3.0,12.0,12.0,
GoS,239.0,humanoid,medium,generic,N,2.0,2,450.0,2.0,0.0,1.0,0.0,0.0,1.0,False,True,False,False,True,False,2,2,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,33.0,33.0,['2 saves'],4.0,4.0,23.0,23.0,
MM,195.0,humanoid,small,generic,N,0.125,2,25.0,-2.0,2.0,-1.0,-1.0,-2.0,-1.0,False,False,False,False,False,False,-2,2,-1,-1,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,5.0,5.0,[],4.0,5.0,4.5,4.5,
MPMotM,163.0,dragon,small,generic,N,1.0,2,200.0,1.0,2.0,2.0,-1.0,-1.0,0.0,False,False,False,False,False,False,1,2,2,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,44.0,44.0,[],3.0,4.0,9.0,9.0,
VGtM,165.0,humanoid,small,legacy,N,1.0,2,200.0,1.0,2.0,2.0,-1.0,-1.0,0.0,False,False,False,False,False,False,1,2,2,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,44.0,44.0,[],3.0,4.0,9.0,9.0,
MPMotM,164.0,humanoid,small,generic,N,0.25,2,50.0,-2.0,2.0,1.0,2.0,0.0,-1.0,False,False,False,False,False,False,-2,2,1,2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.5,13.5,[],4.0,5.0,7.0,7.0,
VGtM,166.0,humanoid,small,legacy,N,0.25,2,50.0,-2.0,2.0,1.0,-1.0,-2.0,-1.0,False,False,False,False,False,False,-2,2,1,-1,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.5,13.5,[],4.0,5.0,7.0,7.0,
MPMotM,165.0,humanoid,small,generic,N,1.0,2,200.0,-2.0,2.0,2.0,0.0,-1.0,2.0,False,False,False,False,False,False,-2,2,2,0,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,27.5,27.5,[],4.0,5.0,18.0,18.0,
VGtM,167.0,humanoid,small,legacy,N,1.0,2,200.0,-2.0,2.0,2.0,0.0,-1.0,2.0,False,False,False,False,False,False,-2,2,2,0,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,27.5,27.5,[],4.0,5.0,18.5,18.5,12.0
EGtW,221.0,humanoid,small,generic,N,0.125,2,25.0,-2.0,3.0,-1.0,-1.0,-1.0,-1.0,False,False,False,False,False,False,-2,3,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,7.5,7.5,[],5.0,6.0,6.5,6.5,
IDRotF,297.0,undead,small,generic,N,3.0,2,700.0,0.0,4.0,3.0,-1.0,-1.0,-1.0,False,True,False,False,True,False,0,6,3,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,39.0,168.0,['2 saves'],6.0,6.0,11.0,11.0,
IDRotF,297.0,undead,small,generic,N,0.125,2,25.0,-1.0,-2.0,3.0,-4.0,-2.0,-4.0,False,False,False,False,True,False,-1,-2,3,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,19.5,26.5,['1 saves'],1.0,1.0,2.5,2.5,
IDRotF,296.0,humanoid,small,generic,N,0.125,2,25.0,-2.0,2.0,1.0,-1.0,-1.0,-1.0,False,True,True,False,False,False,-2,4,3,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,9.0,9.0,['2 saves'],4.0,4.0,4.5,4.5,
MM,195.0,humanoid,small,generic,N,0.25,2,50.0,-2.0,3.0,-1.0,-1.0,-2.0,-1.0,False,False,False,False,False,False,-2,3,-1,-1,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,7.5,7.5,[],5.0,6.0,6.5,6.5,
MPMotM,166.0,fey,small,generic,N,7.0,3,2900.0,6.0,2.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,6,2,5,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,93.5,160.3,[],9.0,11.0,39.0,39.0,
VGtM,168.0,fey,small,legacy,N,7.0,3,2900.0,6.0,2.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,6,2,5,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,102.0,173.0,[],9.0,11.0,48.0,48.0,
BGDiA,105.0,fiend,large,unique,L,25.0,8,75000.0,10.0,1.0,8.0,4.0,6.0,4.0,False,True,True,False,True,False,10,9,16,4,14,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,20.0,243.0,416.3,"['3 saves', 'magic resistance']",18.0,18.0,216.0,216.0,
MM,197.0,monstrosity,gargantuan,legendary,LL,23.0,7,50000.0,10.0,0.0,7.0,6.0,4.0,5.0,True,True,True,True,True,False,17,7,14,13,11,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,472.5,590.0,['5 saves'],15.0,15.0,284.0,284.0,23.0
MPMotM,167.0,monstrosity,medium,generic,N,5.0,3,1800.0,1.0,0.0,3.0,0.0,2.0,2.0,False,False,False,False,False,False,1,0,3,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,75.0,93.8,[],5.0,5.0,55.0,55.0,13.0
