Book,Page,Type,Category,Legendary,CR,PB,Size,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
EGtW,231.0,humanoid,unique,N,0.5,2.0,medium,10.0,14.0,10.0,11.0,11.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,0.0,2.0,0.0,0.0,0.0,1.0
GGtR,227.0,monstrosity,unique,L,21.0,7.0,gargantuan,20.0,14.0,18.0,23.0,26.0,20.0,5.0,2.0,4.0,6.0,8.0,5.0,False,True,True,True,True,False,5.0,9.0,11.0,13.0,15.0,5.0
WDH,199.0,humanoid,unique,N,8.0,3.0,medium,12.0,10.0,14.0,11.0,17.0,13.0,1.0,0.0,2.0,0.0,3.0,1.0,False,False,True,False,True,False,1.0,0.0,5.0,0.0,6.0,1.0
OotA,225.0,aberration,generic,N,0.25,2.0,small,12.0,16.0,13.0,12.0,13.0,7.0,1.0,3.0,1.0,1.0,1.0,-2.0,False,False,False,False,False,False,1.0,3.0,1.0,1.0,1.0,-2.0
OotA,226.0,aberration,generic,N,2.0,2.0,medium,14.0,18.0,13.0,12.0,13.0,7.0,2.0,4.0,1.0,1.0,1.0,-2.0,False,False,False,False,False,False,2.0,4.0,1.0,1.0,1.0,-2.0
CoS,232.0,humanoid,unique,N,5.0,3.0,medium,18.0,15.0,16.0,10.0,9.0,15.0,4.0,2.0,3.0,0.0,-1.0,2.0,False,False,False,False,False,False,4.0,2.0,3.0,0.0,-1.0,2.0
WBtW,236.0,dragon,legendary,L,13.0,5.0,huge,20.0,12.0,20.0,4.0,7.0,11.0,5.0,1.0,5.0,-3.0,-2.0,0.0,True,True,True,True,True,True,10.0,6.0,10.0,2.0,3.0,5.0
MM,193.0,humanoid,generic,N,0.5,2.0,medium,11.0,15.0,11.0,13.0,11.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,0.0,2.0,0.0,1.0,0.0,0.0
ToA,225.0,beast,generic,N,0.5,2.0,large,15.0,14.0,11.0,2.0,8.0,3.0,2.0,2.0,0.0,-4.0,-1.0,-4.0,False,False,False,False,False,False,2.0,2.0,0.0,-4.0,-1.0,-4.0
CM,166.0,humanoid,unique,N,8.0,3.0,medium,18.0,14.0,15.0,11.0,16.0,11.0,4.0,2.0,2.0,0.0,3.0,0.0,True,False,True,False,False,False,7.0,2.0,5.0,0.0,3.0,0.0
WDH,205.0,humanoid,unique,N,4.0,2.0,medium,14.0,14.0,13.0,12.0,14.0,13.0,2.0,2.0,1.0,1.0,2.0,1.0,True,False,True,False,False,False,4.0,2.0,3.0,1.0,2.0,1.0
HotDQ,91.0,humanoid,unique,N,1.0,2.0,small,8.0,17.0,14.0,15.0,10.0,12.0,-1.0,3.0,2.0,2.0,0.0,1.0,False,True,False,True,False,False,-1.0,5.0,2.0,4.0,0.0,1.0
GGtR,235.0,undead,unique,L,22.0,7.0,medium,14.0,16.0,16.0,20.0,16.0,15.0,2.0,3.0,3.0,5.0,3.0,2.0,False,False,True,True,True,False,2.0,3.0,10.0,12.0,10.0,2.0
WDH,206.0,humanoid,unique,L,15.0,5.0,medium,12.0,22.0,14.0,20.0,16.0,19.0,1.0,6.0,2.0,5.0,3.0,4.0,False,True,False,False,True,False,1.0,11.0,2.0,5.0,8.0,4.0
IDRotF,305.0,humanoid,unique,N,5.0,3.0,medium,18.0,10.0,15.0,12.0,14.0,18.0,4.0,0.0,2.0,1.0,2.0,4.0,False,False,True,False,True,False,4.0,0.0,5.0,1.0,5.0,4.0
VRGtR,236.0,undead,generic,N,9.0,4.0,medium,18.0,3.0,18.0,17.0,14.0,12.0,4.0,-4.0,4.0,3.0,2.0,1.0,False,False,True,True,True,True,4.0,-4.0,8.0,7.0,6.0,5.0
MPMotM,160.0,fiend,unique,L,23.0,7.0,huge,24.0,10.0,23.0,20.0,20.0,16.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7.0,7.0,13.0,5.0,12.0,3.0
MPMotM,160.0,fiend,unique,LL,24.0,7.0,huge,24.0,10.0,23.0,20.0,20.0,16.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7.0,7.0,13.0,5.0,12.0,3.0
MToF,151.0,fiend,legacy,LL,23.0,7.0,huge,24.0,10.0,23.0,20.0,20.0,16.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7.0,7.0,13.0,5.0,12.0,3.0
OotA,243.0,fiend,unique,LL,23.0,7.0,huge,24.0,10.0,23.0,20.0,20.0,16.0,7.0,0.0,6.0,5.0,5.0,3.0,False,True,True,False,True,False,7.0,7.0,13.0,5.0,12.0,3.0
TftYP,45.0,humanoid,unique,N,2.0,2.0,medium,14.0,10.0,14.0,6.0,10.0,15.0,2.0,0.0,2.0,-2.0,0.0,2.0,False,False,False,False,False,False,2.0,0.0,2.0,-2.0,0.0,2.0
ERftLW,306.0,aberration,generic,N,19.0,6.0,medium,12.0,21.0,18.0,23.0,24.0,25.0,1.0,5.0,4.0,6.0,7.0,7.0,False,False,False,True,True,True,1.0,5.0,4.0,12.0,13.0,13.0
ERftLW,317.0,humanoid,generic,N,0.25,2.0,medium,12.0,14.0,12.0,13.0,15.0,15.0,1.0,2.0,1.0,1.0,2.0,2.0,False,False,False,False,False,False,1.0,2.0,1.0,1.0,2.0,2.0
TftYP,238.0,monstrosity,unique,N,3.0,2.0,large,17.0,12.0,16.0,15.0,16.0,12.0,3.0,1.0,3.0,2.0,3.0,1.0,False,False,False,False,False,False,3.0,1.0,3.0,2.0,3.0,1.0
ToA,225.0,monstrosity,generic,N,4.0,2.0,large,16.0,16.0,14.0,3.0,14.0,10.0,3.0,3.0,2.0,-4.0,2.0,0.0,False,False,False,False,False,False,3.0,3.0,2.0,-4.0,2.0,0.0
ERftLW,295.0,undead,generic,N,3.0,2.0,medium,16.0,14.0,16.0,12.0,13.0,5.0,3.0,2.0,3.0,1.0,1.0,-3.0,False,False,False,False,False,False,3.0,2.0,3.0,1.0,1.0,-3.0
WBtW,219.0,humanoid,unique,N,5.0,3.0,medium,15.0,10.0,14.0,15.0,13.0,17.0,2.0,0.0,2.0,2.0,1.0,3.0,False,False,True,False,False,True,2.0,0.0,5.0,2.0,1.0,6.0
TftYP,238.0,plant,generic,N,4.0,2.0,medium,14.0,14.0,16.0,7.0,12.0,10.0,2.0,2.0,3.0,-2.0,1.0,0.0,False,False,False,False,False,False,2.0,2.0,3.0,-2.0,1.0,0.0
MM,194.0,humanoid,generic,N,0.25,2.0,medium,10.0,16.0,10.0,11.0,10.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,3.0,0.0,0.0,0.0,0.0
WBtW,52.0,humanoid,unique,N,1.0,2.0,medium,10.0,16.0,10.0,11.0,10.0,16.0,0.0,3.0,0.0,0.0,0.0,3.0,False,False,False,False,True,True,0.0,3.0,0.0,0.0,2.0,5.0
MPMotM,162.0,celestial,legendary,LL,12.0,4.0,large,21.0,16.0,16.0,19.0,20.0,20.0,5.0,3.0,3.0,4.0,5.0,5.0,False,False,False,False,False,False,5.0,3.0,3.0,4.0,5.0,5.0
VGtM,163.0,celestial,legacy,L,12.0,4.0,huge,21.0,16.0,16.0,19.0,20.0,20.0,5.0,3.0,3.0,4.0,5.0,5.0,False,False,False,False,False,False,5.0,3.0,3.0,4.0,5.0,5.0
CM,136.0,construct,generic,N,0.5,2.0,small,6.0,14.0,18.0,1.0,10.0,1.0,-2.0,2.0,4.0,-5.0,0.0,-5.0,False,False,False,False,False,False,-2.0,2.0,4.0,-5.0,0.0,-5.0
MM,331.0,beast,generic,N,3.0,2.0,huge,19.0,10.0,13.0,3.0,12.0,7.0,4.0,0.0,1.0,-4.0,1.0,-2.0,False,False,False,False,False,False,4.0,0.0,1.0,-4.0,1.0,-2.0
ToA,106.0,monstrosity,unique,N,8.0,3.0,huge,25.0,10.0,19.0,2.0,12.0,9.0,7.0,0.0,4.0,-4.0,1.0,-1.0,False,False,False,False,False,False,7.0,0.0,4.0,-4.0,1.0,-1.0
TftYP,193.0,giant,unique,N,11.0,4.0,huge,25.0,9.0,23.0,10.0,14.0,13.0,7.0,-1.0,6.0,0.0,2.0,1.0,False,True,True,False,False,True,7.0,3.0,10.0,0.0,2.0,5.0
SKT,95.0,dragon,unique,LL,25.0,8.0,gargantuan,30.0,10.0,29.0,18.0,15.0,23.0,10.0,0.0,9.0,4.0,2.0,6.0,False,True,True,False,True,True,10.0,8.0,17.0,4.0,10.0,14.0
MM,347.0,humanoid,generic,N,3.0,2.0,medium,16.0,11.0,14.0,11.0,11.0,15.0,3.0,0.0,2.0,0.0,0.0,2.0,False,False,True,False,True,False,3.0,0.0,4.0,0.0,2.0,2.0
GoS,238.0,humanoid,generic,N,0.5,2.0,medium,13.0,11.0,12.0,11.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,1.0,2.0,1.0,0.0,0.0,0.0
GoS,239.0,humanoid,generic,N,2.0,2.0,medium,14.0,11.0,12.0,11.0,10.0,12.0,2.0,0.0,1.0,0.0,0.0,1.0,False,True,False,False,True,False,2.0,2.0,1.0,0.0,2.0,1.0
MM,195.0,humanoid,generic,N,0.125,2.0,small,7.0,15.0,9.0,8.0,7.0,8.0,-2.0,2.0,-1.0,-1.0,-2.0,-1.0,False,False,False,False,False,False,-2.0,2.0,-1.0,-1.0,-2.0,-1.0
MPMotM,163.0,dragon,generic,N,1.0,2.0,small,12.0,15.0,14.0,8.0,9.0,10.0,1.0,2.0,2.0,-1.0,-1.0,0.0,False,False,False,False,False,False,1.0,2.0,2.0,-1.0,-1.0,0.0
VGtM,165.0,humanoid,legacy,N,1.0,2.0,small,12.0,15.0,14.0,8.0,9.0,10.0,1.0,2.0,2.0,-1.0,-1.0,0.0,False,False,False,False,False,False,1.0,2.0,2.0,-1.0,-1.0,0.0
MPMotM,164.0,humanoid,generic,N,0.25,2.0,small,7.0,15.0,12.0,14.0,10.0,8.0,-2.0,2.0,1.0,2.0,0.0,-1.0,False,False,False,False,False,False,-2.0,2.0,1.0,2.0,0.0,-1.0
VGtM,166.0,humanoid,legacy,N,0.25,2.0,small,7.0,15.0,12.0,8.0,7.0,8.0,-2.0,2.0,1.0,-1.0,-2.0,-1.0,False,False,False,False,False,False,-2.0,2.0,1.0,-1.0,-2.0,-1.0
MPMotM,165.0,humanoid,generic,N,1.0,2.0,small,7.0,15.0,14.0,10.0,9.0,14.0,-2.0,2.0,2.0,0.0,-1.0,2.0,False,False,False,False,False,False,-2.0,2.0,2.0,0.0,-1.0,2.0
VGtM,167.0,humanoid,legacy,N,1.0,2.0,small,7.0,15.0,14.0,10.0,9.0,14.0,-2.0,2.0,2.0,0.0,-1.0,2.0,False,False,False,False,False,False,-2.0,2.0,2.0,0.0,-1.0,2.0
EGtW,221.0,humanoid,generic,N,0.125,2.0,small,7.0,16.0,9.0,8.0,9.0,8.0,-2.0,3.0,-1.0,-1.0,-1.0,-1.0,False,False,False,False,False,False,-2.0,3.0,-1.0,-1.0,-1.0,-1.0
IDRotF,297.0,undead,generic,N,3.0,2.0,small,10.0,18.0,16.0,8.0,8.0,8.0,0.0,4.0,3.0,-1.0,-1.0,-1.0,False,True,False,False,True,False,0.0,6.0,3.0,-1.0,1.0,-1.0
IDRotF,297.0,undead,generic,N,0.125,2.0,small,8.0,6.0,16.0,3.0,6.0,3.0,-1.0,-2.0,3.0,-4.0,-2.0,-4.0,False,False,False,False,True,False,-1.0,-2.0,3.0,-4.0,0.0,-4.0
IDRotF,296.0,humanoid,generic,N,0.125,2.0,small,7.0,15.0,12.0,8.0,8.0,8.0,-2.0,2.0,1.0,-1.0,-1.0,-1.0,False,True,True,False,False,False,-2.0,4.0,3.0,-1.0,-1.0,-1.0
MM,195.0,humanoid,generic,N,0.25,2.0,small,7.0,16.0,9.0,8.0,7.0,8.0,-2.0,3.0,-1.0,-1.0,-2.0,-1.0,False,False,False,False,False,False,-2.0,3.0,-1.0,-1.0,-2.0,-1.0
MPMotM,166.0,fey,generic,N,7.0,3.0,small,23.0,14.0,20.0,10.0,15.0,9.0,6.0,2.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,6.0,2.0,5.0,0.0,2.0,-1.0
VGtM,168.0,fey,legacy,N,7.0,3.0,small,23.0,14.0,20.0,10.0,15.0,9.0,6.0,2.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,6.0,2.0,5.0,0.0,2.0,-1.0
BGDiA,105.0,fiend,unique,L,25.0,8.0,large,30.0,12.0,27.0,18.0,22.0,19.0,10.0,1.0,8.0,4.0,6.0,4.0,False,True,True,False,True,False,10.0,9.0,16.0,4.0,14.0,4.0
MM,197.0,monstrosity,legendary,LL,23.0,7.0,gargantuan,30.0,11.0,25.0,22.0,18.0,20.0,10.0,0.0,7.0,6.0,4.0,5.0,True,True,True,True,True,False,17.0,7.0,14.0,13.0,11.0,5.0
MPMotM,167.0,monstrosity,generic,N,5.0,3.0,medium,12.0,10.0,16.0,10.0,15.0,14.0,1.0,0.0,3.0,0.0,2.0,2.0,False,False,False,False,False,False,1.0,0.0,3.0,0.0,2.0,2.0
VGtM,215.0,humanoid,legacy,N,5.0,3.0,medium,12.0,10.0,16.0,10.0,15.0,14.0,1.0,0.0,3.0,0.0,2.0,2.0,False,False,False,False,False,False,1.0,0.0,3.0,0.0,2.0,2.0
GoS,238.0,monstrosity,legendary,L,14.0,5.0,huge,24.0,11.0,20.0,19.0,15.0,17.0,7.0,0.0,5.0,4.0,2.0,3.0,True,True,True,True,True,False,12.0,5.0,10.0,9.0,7.0,3.0
GGtR,210.0,monstrosity,generic,N,1.0,2.0,medium,16.0,15.0,14.0,2.0,13.0,8.0,3.0,2.0,2.0,-4.0,1.0,-1.0,False,False,False,False,False,False,3.0,2.0,2.0,-4.0,1.0,-1.0
GGtR,211.0,monstrosity,generic,N,6.0,3.0,large,18.0,14.0,16.0,2.0,13.0,8.0,4.0,2.0,3.0,-4.0,1.0,-1.0,False,False,False,False,False,False,4.0,2.0,3.0,-4.0,1.0,-1.0
GGtR,214.0,humanoid,generic,N,4.0,2.0,medium,16.0,12.0,14.0,12.0,15.0,10.0,3.0,1.0,2.0,1.0,2.0,0.0,False,False,True,False,True,False,3.0,1.0,4.0,1.0,4.0,0.0
GGtR,213.0,humanoid,generic,N,0.5,2.0,medium,15.0,12.0,13.0,10.0,11.0,8.0,2.0,1.0,1.0,0.0,0.0,-1.0,False,False,False,False,False,False,2.0,1.0,1.0,0.0,0.0,-1.0
BGDiA,110.0,humanoid,unique,N,6.0,3.0,medium,20.0,14.0,15.0,12.0,20.0,12.0,5.0,2.0,2.0,1.0,5.0,1.0,False,False,False,False,True,True,5.0,2.0,2.0,1.0,8.0,4.0
MPMotM,169.0,monstrosity,generic,N,5.0,3.0,large,19.0,16.0,17.0,10.0,14.0,10.0,4.0,3.0,3.0,0.0,2.0,0.0,False,False,False,False,False,False,4.0,3.0,3.0,0.0,2.0,0.0
MToF,212.0,monstrosity,legacy,N,5.0,3.0,large,19.0,16.0,17.0,10.0,14.0,10.0,4.0,3.0,3.0,0.0,2.0,0.0,False,False,False,False,False,False,4.0,3.0,3.0,0.0,2.0,0.0
MPMotM,169.0,monstrosity,generic,N,2.0,2.0,medium,15.0,16.0,15.0,7.0,12.0,8.0,2.0,3.0,2.0,-2.0,1.0,-1.0,False,False,False,False,False,False,2.0,3.0,2.0,-2.0,1.0,-1.0
MToF,212.0,monstrosity,legacy,N,2.0,2.0,medium,15.0,16.0,15.0,7.0,12.0,8.0,2.0,3.0,2.0,-2.0,1.0,-1.0,False,False,False,False,False,False,2.0,3.0,2.0,-2.0,1.0,-1.0
MPMotM,168.0,monstrosity,generic,N,0.125,2.0,small,13.0,16.0,13.0,4.0,10.0,6.0,1.0,3.0,1.0,-3.0,0.0,-2.0,False,False,False,False,False,False,1.0,3.0,1.0,-3.0,0.0,-2.0
MToF,211.0,monstrosity,legacy,N,0.125,2.0,small,13.0,16.0,13.0,4.0,10.0,6.0,1.0,3.0,1.0,-3.0,0.0,-2.0,False,False,False,False,False,False,1.0,3.0,1.0,-3.0,0.0,-2.0
MM,199.0,humanoid,generic,N,0.25,2.0,medium,13.0,10.0,11.0,11.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,-1.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,-1.0
MM,200.0,humanoid,generic,N,6.0,3.0,medium,16.0,14.0,16.0,13.0,16.0,14.0,3.0,2.0,3.0,1.0,3.0,2.0,False,False,False,False,False,False,3.0,2.0,3.0,1.0,3.0,2.0
MM,198.0,humanoid,generic,N,3.0,2.0,medium,14.0,10.0,14.0,12.0,14.0,11.0,2.0,0.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,2.0,0.0,2.0,1.0,2.0,0.0
MM,200.0,humanoid,generic,N,1.0,2.0,medium,14.0,10.0,14.0,12.0,14.0,11.0,2.0,0.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,2.0,0.0,2.0,1.0,2.0,0.0
GoS,240.0,humanoid,unique,N,1.0,2.0,medium,14.0,16.0,12.0,10.0,13.0,14.0,2.0,3.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,2.0,3.0,1.0,0.0,1.0,2.0
ERftLW,297.0,undead,unique,L,22.0,7.0,medium,16.0,16.0,20.0,27.0,21.0,24.0,3.0,3.0,5.0,8.0,5.0,7.0,False,False,True,True,True,False,3.0,3.0,12.0,15.0,12.0,7.0
WDH,207.0,humanoid,unique,N,17.0,6.0,medium,13.0,17.0,20.0,20.0,20.0,19.0,1.0,3.0,5.0,5.0,5.0,4.0,False,False,False,True,True,False,1.0,3.0,5.0,11.0,11.0,4.0
MM,201.0,monstrosity,generic,N,4.0,2.0,large,16.0,13.0,15.0,14.0,15.0,16.0,3.0,1.0,2.0,2.0,2.0,3.0,False,False,False,False,False,False,3.0,1.0,2.0,2.0,2.0,3.0
MOoT,235.0,fey,generic,N,3.0,2.0,medium,12.0,13.0,14.0,11.0,12.0,18.0,1.0,1.0,2.0,0.0,1.0,4.0,False,False,False,False,False,False,1.0,1.0,2.0,0.0,1.0,4.0
HotDQ,91.0,humanoid,unique,N,4.0,2.0,medium,19.0,13.0,16.0,10.0,14.0,12.0,4.0,1.0,3.0,0.0,2.0,1.0,True,False,True,False,False,False,6.0,1.0,5.0,0.0,2.0,1.0
WDotMM,313.0,humanoid,generic,N,3.0,2.0,medium,18.0,13.0,16.0,11.0,10.0,10.0,4.0,1.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,4.0,1.0,3.0,0.0,0.0,0.0
GGtR,228.0,humanoid,generic,N,6.0,3.0,medium,13.0,12.0,14.0,17.0,14.0,13.0,1.0,1.0,2.0,3.0,2.0,1.0,False,False,False,True,True,False,1.0,1.0,2.0,6.0,5.0,1.0
GGtR,232.0,monstrosity,unique,L,17.0,6.0,medium,16.0,24.0,18.0,22.0,20.0,22.0,3.0,7.0,4.0,6.0,5.0,6.0,False,True,False,True,True,True,3.0,13.0,4.0,12.0,11.0,12.0
MOoT,232.0,humanoid,generic,N,5.0,3.0,medium,14.0,18.0,16.0,13.0,17.0,10.0,2.0,4.0,3.0,1.0,3.0,0.0,False,True,False,False,True,False,2.0,7.0,3.0,1.0,6.0,0.0
MPMotM,170.0,monstrosity,generic,N,3.0,2.0,large,18.0,14.0,15.0,9.0,12.0,6.0,4.0,2.0,2.0,-1.0,1.0,-2.0,False,False,False,False,False,False,4.0,2.0,2.0,-1.0,1.0,-2.0
TftYP,239.0,monstrosity,generic,N,3.0,2.0,large,18.0,14.0,15.0,9.0,12.0,6.0,4.0,2.0,2.0,-1.0,1.0,-2.0,False,False,False,False,False,False,4.0,2.0,2.0,-1.0,1.0,-2.0
VGtM,169.0,monstrosity,legacy,N,3.0,2.0,large,18.0,14.0,15.0,9.0,12.0,6.0,4.0,2.0,2.0,-1.0,1.0,-2.0,False,False,False,False,False,False,4.0,2.0,2.0,-1.0,1.0,-2.0
MPMotM,171.0,elemental,legendary,L,20.0,6.0,gargantuan,27.0,24.0,30.0,2.0,18.0,17.0,8.0,7.0,10.0,-4.0,4.0,3.0,False,False,False,False,True,True,8.0,7.0,10.0,-4.0,10.0,9.0
MToF,198.0,elemental,legacy,L,20.0,6.0,gargantuan,30.0,24.0,30.0,2.0,18.0,17.0,10.0,7.0,10.0,-4.0,4.0,3.0,False,False,False,False,True,True,10.0,7.0,10.0,-4.0,10.0,9.0
ToA,227.0,humanoid,unique,N,4.0,2.0,medium,16.0,12.0,15.0,14.0,14.0,16.0,3.0,1.0,2.0,2.0,2.0,3.0,False,False,True,False,True,False,3.0,1.0,4.0,2.0,4.0,3.0
MM,202.0,undead,generic,N,21.0,7.0,medium,11.0,16.0,16.0,20.0,14.0,16.0,0.0,3.0,3.0,5.0,2.0,3.0,False,False,True,True,True,False,0.0,3.0,10.0,12.0,9.0,3.0
GGtR,198.0,undead,legendary,L,14.0,5.0,medium,11.0,16.0,14.0,19.0,16.0,15.0,0.0,3.0,2.0,4.0,3.0,2.0,False,False,True,True,True,False,0.0,3.0,7.0,9.0,8.0,2.0
CM,223.0,undead,legendary,LL,18.0,6.0,medium,11.0,16.0,16.0,14.0,20.0,16.0,0.0,3.0,3.0,2.0,5.0,3.0,False,False,True,True,True,True,0.0,3.0,9.0,8.0,11.0,9.0
CRCotN,200.0,aberration,generic,N,6.0,3.0,medium,18.0,18.0,18.0,2.0,10.0,3.0,4.0,4.0,4.0,-4.0,0.0,-4.0,False,False,False,False,False,False,4.0,4.0,4.0,-4.0,0.0,-4.0
MM,331.0,beast,generic,N,1.0,2.0,large,17.0,15.0,13.0,3.0,12.0,8.0,3.0,2.0,1.0,-4.0,1.0,-1.0,False,False,False,False,False,False,3.0,2.0,1.0,-4.0,1.0,-1.0
FToD,207.0,monstrosity,generic,N,7.0,3.0,large,19.0,15.0,17.0,6.0,12.0,12.0,4.0,2.0,3.0,-2.0,1.0,1.0,False,False,False,False,False,False,4.0,2.0,3.0,-2.0,1.0,1.0
IDRotF,298.0,construct,generic,N,4.0,2.0,large,26.0,10.0,20.0,1.0,10.0,1.0,8.0,0.0,5.0,-5.0,0.0,-5.0,False,True,False,False,True,False,8.0,2.0,5.0,-5.0,2.0,-5.0
IDRotF,299.0,construct,generic,N,8.0,3.0,small,10.0,16.0,19.0,6.0,10.0,3.0,0.0,3.0,4.0,-2.0,0.0,-4.0,False,False,False,False,False,False,0.0,3.0,4.0,-2.0,0.0,-4.0
ERftLW,298.0,construct,generic,N,1.0,2.0,medium,10.0,12.0,16.0,3.0,6.0,6.0,0.0,1.0,3.0,-4.0,-2.0,-2.0,False,False,False,False,False,False,0.0,1.0,3.0,-4.0,-2.0,-2.0
ERftLW,299.0,construct,generic,N,7.0,3.0,large,10.0,15.0,20.0,3.0,11.0,6.0,0.0,2.0,5.0,-4.0,0.0,-2.0,False,False,False,False,False,False,0.0,2.0,5.0,-4.0,0.0,-2.0
WBtW,238.0,construct,generic,N,2.0,2.0,tiny,3.0,11.0,13.0,10.0,10.0,7.0,-4.0,0.0,1.0,0.0,0.0,-2.0,False,False,False,True,True,True,-4.0,0.0,1.0,2.0,2.0,0.0
GoS,241.0,construct,unique,N,5.0,3.0,medium,16.0,14.0,18.0,6.0,10.0,5.0,3.0,2.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,3.0,2.0,4.0,-2.0,0.0,-3.0
ERftLW,299.0,construct,generic,N,5.0,3.0,large,10.0,15.0,18.0,3.0,10.0,6.0,0.0,2.0,4.0,-4.0,0.0,-2.0,False,False,False,False,False,False,0.0,2.0,4.0,-4.0,0.0,-2.0
MM,204.0,humanoid,generic,N,0.5,2.0,medium,15.0,10.0,13.0,7.0,12.0,7.0,2.0,0.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2.0,0.0,1.0,-2.0,1.0,-2.0
GoS,241.0,humanoid,generic,N,0.25,2.0,medium,15.0,10.0,12.0,7.0,12.0,7.0,2.0,0.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2.0,0.0,1.0,-2.0,1.0,-2.0
MM,205.0,humanoid,generic,N,4.0,2.0,medium,17.0,12.0,15.0,11.0,11.0,15.0,3.0,1.0,2.0,0.0,0.0,2.0,False,False,True,False,True,False,3.0,1.0,4.0,0.0,2.0,2.0
GoS,241.0,humanoid,generic,N,3.0,2.0,large,16.0,10.0,14.0,7.0,12.0,7.0,3.0,0.0,2.0,-2.0,1.0,-2.0,False,False,False,False,False,False,3.0,0.0,2.0,-2.0,1.0,-2.0
GoS,242.0,humanoid,generic,N,1.0,2.0,medium,15.0,10.0,14.0,7.0,12.0,7.0,2.0,0.0,2.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2.0,0.0,2.0,-2.0,1.0,-2.0
MM,205.0,humanoid,generic,N,2.0,2.0,medium,15.0,10.0,13.0,10.0,15.0,8.0,2.0,0.0,1.0,0.0,2.0,-1.0,False,False,False,False,False,False,2.0,0.0,1.0,0.0,2.0,-1.0
GoS,242.0,humanoid,generic,N,3.0,2.0,medium,14.0,10.0,14.0,10.0,16.0,12.0,2.0,0.0,2.0,0.0,3.0,1.0,False,False,False,False,True,False,2.0,0.0,2.0,0.0,5.0,1.0
GGtR,170.0,construct,generic,N,1.0,2.0,large,18.0,11.0,13.0,1.0,3.0,1.0,4.0,0.0,1.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,4.0,0.0,1.0,-5.0,-4.0,-5.0
GoS,243.0,humanoid,generic,N,0.5,2.0,medium,13.0,12.0,12.0,11.0,10.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,1.0,3.0,1.0,0.0,0.0,0.0
GoS,243.0,humanoid,generic,N,2.0,2.0,medium,13.0,14.0,12.0,11.0,14.0,11.0,1.0,2.0,1.0,0.0,2.0,0.0,False,True,False,False,True,False,1.0,4.0,1.0,0.0,4.0,0.0
MPMotM,223.0,monstrosity,generic,N,9.0,4.0,medium,16.0,12.0,17.0,6.0,11.0,6.0,3.0,1.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,3.0,1.0,3.0,-2.0,0.0,-2.0
MToF,232.0,monstrosity,legacy,N,9.0,4.0,medium,16.0,12.0,17.0,6.0,11.0,6.0,3.0,1.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,3.0,1.0,3.0,-2.0,0.0,-2.0
SaCoC,197.0,humanoid,generic,N,2.0,2.0,medium,10.0,14.0,13.0,15.0,12.0,11.0,0.0,2.0,1.0,2.0,1.0,0.0,False,False,True,True,False,False,0.0,2.0,3.0,4.0,1.0,0.0
SaCoC,197.0,humanoid,generic,N,4.0,2.0,medium,10.0,16.0,13.0,17.0,12.0,11.0,0.0,3.0,1.0,3.0,1.0,0.0,False,False,True,True,False,False,0.0,3.0,3.0,5.0,1.0,0.0
SaCoC,198.0,humanoid,generic,N,7.0,3.0,medium,11.0,14.0,14.0,19.0,15.0,13.0,0.0,2.0,2.0,4.0,2.0,1.0,False,False,True,True,True,True,0.0,2.0,5.0,7.0,5.0,4.0
SaCoC,198.0,humanoid,generic,N,7.0,3.0,medium,11.0,14.0,14.0,19.0,15.0,13.0,0.0,2.0,2.0,4.0,2.0,1.0,False,False,True,True,True,True,0.0,2.0,5.0,7.0,5.0,4.0
