Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder
Dybbuk,MPMotM,113.0,fiend,generic,N,4.0,2,1100.0,37.5,14.0,143.8,16.0,6.0,6.0,13.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5
Dybbuk,MToF,132.0,fiend,legacy,N,4.0,2,1100.0,37.5,14.0,74.0,16.0,6.0,6.0,13.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5
Earth Elemental Myrmidon,MPMotM,122.0,elemental,generic,N,7.0,3,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,25.666666,25.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Earth Elemental Myrmidon,MToF,202.0,elemental,legacy,N,7.0,3,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,23.833334,23.833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Eidolon,MPMotM,114.0,undead,generic,N,12.0,4,8400.0,63.0,9.0,246.9,19.0,8.0,8.0,86.0,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5
Eidolon,MToF,193.0,undead,legacy,N,12.0,4,8400.0,63.0,9.0,246.9,19.0,8.0,8.0,86.0,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5
"Eladrin, Autumn",MPMotM,115.0,fey,generic,N,10.0,4,5900.0,165.0,19.0,206.3,21.0,7.0,7.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
"Eladrin, Autumn",MToF,195.0,fey,legacy,N,10.0,4,5900.0,127.5,19.0,239.1,21.0,7.0,7.0,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Eladrin, Spring",MPMotM,116.0,fey,generic,N,10.0,4,5900.0,165.0,19.0,206.3,21.0,7.0,7.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
"Eladrin, Spring",MToF,196.0,fey,legacy,N,10.0,4,5900.0,127.5,19.0,239.1,21.0,7.0,7.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Eladrin, Summer",MPMotM,116.0,fey,generic,N,10.0,4,5900.0,165.0,19.0,206.3,22.0,8.0,8.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Eladrin, Summer",MToF,196.0,fey,legacy,N,10.0,4,5900.0,127.5,19.0,239.1,22.0,8.0,8.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Eladrin, Winter",MPMotM,117.0,fey,generic,N,10.0,4,5900.0,165.0,19.0,206.3,21.0,7.0,7.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Eladrin, Winter",MToF,197.0,fey,legacy,N,10.0,4,5900.0,127.5,19.0,239.1,21.0,8.0,8.0,52.166668,52.166668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Elder Brain,MPMotM,120.0,aberration,legendary,LL,14.0,5,11500.0,210.0,10.0,360.0,14.0,7.0,7.0,76.0,91.833336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Elder Brain,VGtM,174.0,aberration,legacy,LL,14.0,5,11500.0,210.0,10.0,360.0,14.0,7.0,7.0,94.666664,123.166664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Elder Tempest,MPMotM,121.0,elemental,legendary,L,23.0,7,50000.0,264.0,19.0,480.0,21.0,16.0,16.0,132.66667,132.66667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Elder Tempest,MToF,200.0,elemental,legacy,L,23.0,7,50000.0,264.0,19.0,480.0,21.0,16.0,16.0,132.66667,132.66667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Fire Elemental Myrmidon,MPMotM,123.0,elemental,generic,N,7.0,3,2900.0,123.5,18.0,185.3,18.0,7.0,7.0,29.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Fire Elemental Myrmidon,MToF,203.0,elemental,legacy,N,7.0,3,2900.0,123.5,18.0,185.3,18.0,7.0,7.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Fire Giant Dreadnought,MPMotM,124.0,giant,generic,N,14.0,5,11500.0,187.5,21.0,187.5,23.0,13.0,13.0,81.333336,81.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire Giant Dreadnought,VGtM,147.0,giant,legacy,N,14.0,5,11500.0,187.5,21.0,187.5,23.0,13.0,13.0,84.333336,84.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Firenewt Warlock of Imix,MPMotM,125.0,elemental,generic,N,1.0,2,200.0,33.0,13.0,38.0,13.0,4.0,4.0,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Firenewt Warlock of Imix,VGtM,143.0,humanoid,legacy,N,1.0,2,200.0,33.0,13.0,38.0,13.0,4.0,4.0,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Firenewt Warrior,MPMotM,125.0,elemental,generic,N,0.5,2,100.0,27.5,13.0,27.5,13.0,3.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Firenewt Warrior,VGtM,142.0,humanoid,legacy,N,0.5,2,100.0,22.0,16.0,22.0,16.0,3.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Flail Snail,MPMotM,126.0,elemental,generic,N,3.0,2,700.0,52.5,16.0,52.5,18.0,5.0,5.0,27.5,32.166668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Flail Snail,VGtM,144.0,elemental,legacy,N,3.0,2,700.0,52.5,16.0,52.5,18.0,5.0,5.0,16.25,20.916666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Flind,MPMotM,127.0,fiend,generic,N,9.0,4,5000.0,127.5,16.0,157.5,16.0,9.0,9.0,48.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Flind,VGtM,153.0,humanoid,legacy,N,9.0,4,5000.0,127.5,16.0,187.5,16.0,9.0,9.0,53.5,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fraz-Urb’luu,MPMotM,129.0,fiend,unique,L,23.0,7,50000.0,337.5,18.0,534.4,22.0,16.0,16.0,141.0,141.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Fraz-Urb’luu,MToF,146.0,fiend,legacy,L,23.0,7,50000.0,337.5,18.0,534.4,22.0,16.0,16.0,124.5,124.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Fraz-Urb’luu,MPMotM,129.0,fiend,unique,LL,24.0,7,62000.0,337.5,18.0,534.4,22.0,16.0,16.0,207.0,207.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Fraz-Urb’luu,MToF,146.0,fiend,legacy,LL,24.0,7,62000.0,337.5,18.0,534.4,22.0,16.0,16.0,190.5,190.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Froghemoth,MPMotM,130.0,monstrosity,generic,N,10.0,4,5900.0,161.0,14.0,161.0,14.0,10.0,10.0,61.5,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Froghemoth,VGtM,145.0,monstrosity,legacy,N,10.0,4,5900.0,184.0,14.0,184.0,14.0,10.0,10.0,61.5,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Frost Giant Everlasting One,MPMotM,131.0,giant,generic,N,12.0,4,8400.0,189.0,15.0,273.8,17.0,11.0,11.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Frost Giant Everlasting One,VGtM,148.0,giant,legacy,N,12.0,4,8400.0,189.0,15.0,273.8,17.0,11.0,11.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Frost Salamander,MPMotM,132.0,elemental,generic,N,9.0,4,5000.0,168.0,17.0,168.0,17.0,9.0,9.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Frost Salamander,MToF,223.0,elemental,legacy,N,9.0,4,5000.0,168.0,17.0,168.0,17.0,9.0,9.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gauth,MPMotM,133.0,aberration,generic,N,6.0,3,2300.0,52.5,15.0,73.5,23.0,6.0,6.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gauth,VGtM,125.0,aberration,legacy,N,6.0,3,2300.0,67.5,15.0,88.5,23.0,6.0,6.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gazer,MPMotM,134.0,aberration,generic,N,0.5,2,100.0,13.5,13.0,13.5,16.0,4.0,4.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gazer,VGtM,126.0,aberration,legacy,N,0.5,2,100.0,13.5,13.0,13.5,16.0,4.0,4.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Geryon,MPMotM,136.0,fiend,unique,LL,22.0,7,41000.0,300.0,19.0,510.0,23.0,16.0,16.0,114.333336,132.33333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Geryon,MToF,172.0,fiend,legacy,LL,22.0,7,41000.0,300.0,19.0,480.0,23.0,16.0,16.0,122.666664,140.66667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Giant Strider,MPMotM,137.0,elemental,generic,N,1.0,2,200.0,22.5,14.0,29.5,14.0,6.0,6.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giant Strider,VGtM,143.0,monstrosity,legacy,N,1.0,2,200.0,22.5,14.0,29.5,14.0,6.0,6.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giff,MPMotM,138.0,humanoid,generic,N,3.0,2,700.0,60.0,16.0,60.0,16.0,6.0,6.0,24.333334,26.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giff,MToF,204.0,humanoid,legacy,N,3.0,2,700.0,60.0,16.0,60.0,16.0,4.0,4.0,22.666666,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Girallon,MPMotM,139.0,monstrosity,generic,N,4.0,2,1100.0,59.5,13.0,59.5,13.0,6.0,6.0,37.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Girallon,VGtM,152.0,monstrosity,legacy,N,4.0,2,1100.0,59.5,13.0,59.5,13.0,6.0,6.0,37.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githyanki Gish,MPMotM,140.0,humanoid,generic,N,10.0,4,5900.0,130.0,17.0,130.0,19.0,7.0,7.0,91.5,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githyanki Gish,MToF,204.0,humanoid,legacy,N,10.0,4,5900.0,123.5,17.0,123.5,24.0,7.0,7.0,96.333336,96.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githyanki Supreme Commander,MPMotM,141.0,humanoid,legendary,L,14.0,5,11500.0,187.0,18.0,277.0,22.0,12.0,12.0,94.5,104.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githyanki Supreme Commander,MToF,206.0,humanoid,legacy,L,14.0,5,11500.0,187.0,18.0,187.0,22.0,12.0,12.0,94.5,104.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githzerai Anarch,MPMotM,142.0,humanoid,legendary,LL,16.0,5,15000.0,144.5,20.0,234.5,22.0,10.0,10.0,211.66667,211.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githzerai Anarch,MToF,207.0,humanoid,legacy,LL,16.0,5,15000.0,144.5,20.0,144.5,27.0,10.0,10.0,238.66667,238.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githzerai Enlightened,MPMotM,143.0,humanoid,generic,N,10.0,4,5900.0,112.5,18.0,127.5,20.0,8.0,8.0,83.666664,83.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Githzerai Enlightened,MToF,208.0,humanoid,legacy,N,10.0,4,5900.0,112.5,18.0,127.5,27.0,8.0,8.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gnoll Flesh Gnawer,MPMotM,144.0,monstrosity,generic,N,1.0,2,200.0,22.0,14.0,22.0,14.0,4.0,4.0,15.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gnoll Flesh Gnawer,VGtM,154.0,humanoid,legacy,N,1.0,2,200.0,22.0,14.0,22.0,14.0,4.0,4.0,15.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gnoll Hunter,MPMotM,144.0,monstrosity,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,4.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gnoll Hunter,VGtM,154.0,humanoid,legacy,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,4.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gnoll Witherling,MPMotM,145.0,undead,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,4.0,4.0,9.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Gnoll Witherling,VGtM,155.0,undead,legacy,N,0.25,2,50.0,11.0,12.0,11.0,12.0,4.0,4.0,9.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Gray Render,MPMotM,146.0,monstrosity,generic,N,12.0,4,8400.0,189.0,19.0,189.0,19.0,8.0,10.0,64.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gray Render,MToF,209.0,monstrosity,legacy,N,12.0,4,8400.0,189.0,19.0,189.0,19.0,8.0,10.0,57.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Grung,MPMotM,149.0,humanoid,generic,N,0.25,2,50.0,11.0,12.0,11.0,13.0,4.0,4.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Grung,VGtM,156.0,humanoid,legacy,N,0.25,2,50.0,11.0,12.0,11.0,13.0,4.0,4.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Grung Elite Warrior,MPMotM,150.0,humanoid,generic,N,2.0,2,450.0,49.5,13.0,49.5,14.0,5.0,5.0,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Grung Elite Warrior,VGtM,157.0,humanoid,legacy,N,2.0,2,450.0,49.5,13.0,49.5,14.0,5.0,5.0,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Grung Wildling,MPMotM,150.0,humanoid,generic,N,1.0,2,200.0,27.5,16.0,27.5,17.0,5.0,5.0,17.666666,17.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Grung Wildling,VGtM,157.0,humanoid,legacy,N,1.0,2,200.0,27.5,16.0,27.5,17.0,5.0,5.0,17.666666,17.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Guard Drake,MPMotM,151.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
