Book,Page,Type,Category,Legendary,CR,PB,AC,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Magic Resistance
MM,205.0,humanoid,generic,N,2.0,2,13.0,15,10,13,10,15,8,2.0,0.0,1.0,0.0,2.0,-1.0,False,False,False,False,False,False,2,0,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,242.0,humanoid,generic,N,3.0,2,14.0,14,10,14,10,16,12,2.0,0.0,2.0,0.0,3.0,1.0,False,False,False,False,True,False,2,0,2,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,170.0,construct,generic,N,1.0,2,18.0,18,11,13,1,3,1,4.0,0.0,1.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,4,0,1,-5,-4,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
GoS,243.0,humanoid,generic,N,0.5,2,13.0,13,12,12,11,10,11,1.0,1.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,243.0,humanoid,generic,N,2.0,2,14.0,13,14,12,11,14,11,1.0,2.0,1.0,0.0,2.0,0.0,False,True,False,False,True,False,1,4,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,197.0,humanoid,generic,N,2.0,2,15.0,10,14,13,15,12,11,0.0,2.0,1.0,2.0,1.0,0.0,False,False,True,True,False,False,0,2,3,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,197.0,humanoid,generic,N,4.0,2,16.0,10,16,13,17,12,11,0.0,3.0,1.0,3.0,1.0,0.0,False,False,True,True,False,False,0,3,3,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,198.0,humanoid,generic,N,7.0,3,15.0,11,14,14,19,15,13,0.0,2.0,2.0,4.0,2.0,1.0,False,False,True,True,True,True,0,2,5,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,198.0,humanoid,generic,N,7.0,3,15.0,11,14,14,19,15,13,0.0,2.0,2.0,4.0,2.0,1.0,False,False,True,True,True,True,0,2,5,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VRGtR,237.0,monstrosity,legendary,L,13.0,5,16.0,18,18,18,14,16,16,4.0,4.0,4.0,2.0,3.0,3.0,False,True,True,False,False,True,4,9,9,2,3,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CoS,233.0,humanoid,unique,N,10.0,4,10.0,8,11,12,17,20,18,-1.0,0.0,1.0,3.0,5.0,4.0,False,False,False,False,False,False,-1,0,1,3,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDotMM,96.0,construct,unique,N,2.0,2,13.0,15,15,11,10,10,7,2.0,2.0,0.0,0.0,0.0,-2.0,False,False,False,False,False,False,2,2,0,0,0,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
SKT,241.0,elemental,legendary,L,23.0,7,16.0,21,22,20,10,10,19,5.0,6.0,5.0,0.0,0.0,4.0,False,False,True,False,True,True,5,6,12,0,7,11,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True
MM,347.0,humanoid,generic,N,6.0,3,15.0,9,14,11,17,12,11,-1.0,2.0,0.0,3.0,1.0,0.0,False,False,False,True,True,False,-1,2,0,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,199.0,monstrosity,generic,N,5.0,3,15.0,19,15,16,11,17,10,4.0,2.0,3.0,0.0,3.0,0.0,False,False,False,True,True,True,4,2,3,3,6,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
IDRotF,300.0,construct,generic,N,2.0,2,16.0,14,14,18,10,10,7,2.0,2.0,4.0,0.0,0.0,-2.0,False,False,False,False,False,False,2,2,4,0,0,-2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
IDRotF,301.0,construct,generic,N,1.0,2,12.0,10,14,18,14,10,7,0.0,2.0,4.0,2.0,0.0,-2.0,False,False,False,False,False,False,0,2,4,2,0,-2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MM,212.0,elemental,generic,N,0.5,2,14.0,7,15,12,8,11,10,-2.0,2.0,1.0,-1.0,0.0,0.0,False,False,False,False,False,False,-2,2,1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,127.0,fiend,unique,N,14.0,5,17.0,14,18,18,14,18,20,2.0,4.0,4.0,2.0,4.0,5.0,False,False,False,False,True,True,2,4,4,2,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,239.0,monstrosity,unique,N,10.0,4,17.0,25,11,20,11,15,15,7.0,0.0,5.0,0.0,2.0,2.0,True,False,True,True,True,True,11,0,9,4,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,332.0,beast,generic,N,6.0,3,13.0,24,9,21,3,11,6,7.0,-1.0,5.0,-4.0,0.0,-2.0,False,False,False,False,False,False,7,-1,5,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,60.0,fiend,generic,N,0.125,2,9.0,10,9,13,3,8,4,0.0,-1.0,1.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,0,-1,1,-4,-1,-3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
WDH,209.0,humanoid,unique,N,13.0,5,19.0,10,14,12,23,15,16,0.0,2.0,1.0,6.0,2.0,3.0,False,False,False,True,True,False,0,2,1,11,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
WDH,208.0,humanoid,unique,N,8.0,3,12.0,10,14,12,23,15,16,0.0,2.0,1.0,6.0,2.0,3.0,False,False,False,True,True,False,0,2,1,9,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,213.0,monstrosity,generic,N,3.0,2,14.0,17,16,17,7,12,8,3.0,3.0,3.0,-2.0,1.0,-1.0,False,False,False,False,False,False,3,3,3,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ToA,227.0,plant,generic,N,1.0,2,12.0,15,14,12,1,10,2,2.0,2.0,1.0,-5.0,0.0,-4.0,False,False,False,False,False,False,2,2,1,-5,0,-4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,61.0,fiend,generic,N,16.0,5,18.0,18,20,20,18,16,20,4.0,5.0,5.0,4.0,3.0,5.0,True,False,True,False,True,True,9,5,10,4,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
PotA,199.0,monstrosity,unique,N,8.0,3,15.0,17,11,18,12,13,17,3.0,0.0,4.0,1.0,1.0,3.0,False,False,False,False,False,False,3,0,4,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,216.0,humanoid,generic,N,3.0,2,16.0,11,17,13,11,16,10,0.0,3.0,1.0,0.0,3.0,0.0,False,False,False,False,False,False,0,3,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,213.0,construct,generic,N,25.0,8,22.0,28,12,26,19,15,18,9.0,1.0,8.0,4.0,2.0,4.0,False,False,False,True,True,True,9,1,8,12,10,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,True
BGDiA,234.0,humanoid,generic,N,4.0,2,12.0,10,14,17,19,14,13,0.0,2.0,3.0,4.0,2.0,1.0,False,False,False,False,True,False,0,2,3,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,216.0,humanoid,generic,N,5.0,3,16.0,11,18,14,11,11,12,0.0,4.0,2.0,0.0,0.0,1.0,False,True,False,True,False,False,0,7,2,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,133.0,fiend,generic,N,7.0,3,15.0,14,17,12,11,12,15,2.0,3.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,2,3,1,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VGtM,137.0,fiend,generic,N,1.0,2,13.0,14,8,13,5,8,5,2.0,-1.0,1.0,-3.0,-1.0,-3.0,False,False,False,False,False,False,2,-1,1,-3,-1,-3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
GoS,244.0,monstrosity,unique,L,7.0,3,12.0,21,12,17,2,14,7,5.0,1.0,3.0,-4.0,2.0,-2.0,True,False,True,False,False,False,8,1,6,-4,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,214.0,monstrosity,generic,N,6.0,3,15.0,10,15,16,12,13,15,0.0,2.0,3.0,1.0,1.0,2.0,False,False,False,False,False,False,0,2,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,206.0,monstrosity,generic,N,6.0,3,15.0,10,15,16,12,13,15,0.0,2.0,3.0,1.0,1.0,2.0,False,False,False,False,False,False,0,2,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,170.0,fey,generic,N,2.0,2,15.0,6,15,12,11,10,8,-2.0,2.0,1.0,0.0,0.0,-1.0,False,False,False,False,False,False,-2,2,1,0,0,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,229.0,humanoid,generic,N,3.0,2,18.0,16,14,12,16,13,11,3.0,2.0,1.0,3.0,1.0,0.0,False,True,False,True,False,False,3,4,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDH,210.0,humanoid,unique,N,9.0,4,18.0,20,15,14,10,14,15,5.0,2.0,2.0,0.0,2.0,2.0,True,False,True,False,False,False,9,2,6,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,215.0,elemental,generic,N,0.5,2,12.0,5,14,10,9,11,10,-3.0,2.0,0.0,-1.0,0.0,0.0,False,False,False,False,False,False,-3,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,215.0,elemental,generic,N,0.5,2,11.0,7,13,10,9,11,12,-2.0,1.0,0.0,-1.0,0.0,1.0,False,False,False,False,False,False,-2,1,0,-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,216.0,elemental,generic,N,0.5,2,11.0,8,12,12,7,10,10,-1.0,1.0,1.0,-2.0,0.0,0.0,False,False,False,False,False,False,-1,1,1,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,216.0,elemental,generic,N,0.25,2,11.0,8,12,12,9,11,7,-1.0,1.0,1.0,-1.0,0.0,-2.0,False,False,False,False,False,False,-1,1,1,-1,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,217.0,elemental,generic,N,0.25,2,12.0,6,14,12,10,10,11,-2.0,2.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,-2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,217.0,elemental,generic,N,0.25,2,10.0,5,11,10,11,10,12,-3.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,-3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,218.0,humanoid,generic,N,0.125,2,11.0,10,13,12,11,11,12,0.0,1.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,244.0,humanoid,generic,N,1.0,2,12.0,12,14,12,11,10,13,1.0,2.0,1.0,0.0,0.0,1.0,False,True,False,False,False,False,1,4,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,166.0,fiend,generic,N,4.0,2,16.0,18,14,17,6,12,8,4.0,2.0,3.0,-2.0,1.0,-1.0,False,False,False,False,False,False,4,2,3,-2,1,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MToF,249.0,fiend,generic,N,3.0,2,13.0,8,17,10,17,14,11,-1.0,3.0,0.0,3.0,2.0,0.0,False,True,False,True,False,False,-1,5,0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MM,219.0,monstrosity,generic,N,2.0,2,13.0,18,10,15,8,10,9,4.0,0.0,2.0,-1.0,0.0,-1.0,False,False,False,False,False,False,4,0,2,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,294.0,monstrosity,generic,N,4.0,2,15.0,18,14,15,11,16,9,4.0,2.0,2.0,0.0,3.0,-1.0,False,False,False,False,False,False,4,2,2,0,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,313.0,fiend,generic,N,5.0,3,18.0,18,11,16,7,10,11,4.0,0.0,3.0,-2.0,0.0,0.0,False,False,False,False,False,False,4,0,3,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
CM,16.0,undead,unique,L,22.0,7,10.0,17,10,20,18,15,23,3.0,0.0,5.0,4.0,2.0,6.0,False,True,True,True,True,True,3,7,12,11,9,13,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,False
MM,220.0,monstrosity,generic,N,2.0,2,12.0,17,12,15,5,13,8,3.0,1.0,2.0,-3.0,1.0,-1.0,False,False,False,False,False,False,3,1,2,-3,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
WDH,122.0,monstrosity,generic,N,3.0,2,12.0,17,12,15,5,13,8,3.0,1.0,2.0,-3.0,1.0,-1.0,False,False,False,False,False,False,3,1,2,-3,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
GGtR,224.0,undead,generic,N,4.0,2,14.0,16,18,12,19,13,14,3.0,4.0,1.0,4.0,1.0,2.0,False,True,False,True,True,False,3,6,1,6,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,222.0,aberration,generic,N,7.0,3,15.0,11,12,12,19,17,17,0.0,1.0,1.0,4.0,3.0,3.0,False,False,False,True,True,True,0,1,1,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,222.0,aberration,generic,N,8.0,3,15.0,11,12,12,19,17,17,0.0,1.0,1.0,4.0,3.0,3.0,False,False,False,True,True,True,0,1,1,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
VGtM,172.0,undead,legendary,L,22.0,7,17.0,11,16,16,20,14,16,0.0,3.0,3.0,5.0,2.0,3.0,False,False,True,True,True,False,0,3,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VGtM,71.0,aberration,generic,N,8.0,3,15.0,11,12,12,19,17,17,0.0,1.0,1.0,4.0,3.0,3.0,False,False,False,True,True,True,0,1,1,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
VRGtR,252.0,undead,generic,N,5.0,3,15.0,18,18,18,5,15,18,4.0,4.0,4.0,-3.0,2.0,4.0,False,True,False,True,True,True,4,7,4,0,5,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,233.0,humanoid,generic,N,5.0,3,15.0,10,14,10,20,15,16,0.0,2.0,0.0,5.0,2.0,3.0,False,False,False,True,True,False,0,2,0,8,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,176.0,aberration,generic,N,5.0,3,15.0,10,14,14,15,15,10,0.0,2.0,2.0,2.0,2.0,0.0,False,False,False,True,True,False,0,2,2,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,223.0,monstrosity,generic,N,3.0,2,14.0,18,11,16,6,16,9,4.0,0.0,3.0,-2.0,3.0,-1.0,False,False,False,False,False,False,4,0,3,-2,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,245.0,construct,unique,N,6.0,3,15.0,18,9,16,6,10,5,4.0,-1.0,3.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,-1,3,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
PotA,198.0,humanoid,unique,N,6.0,3,13.0,12,10,17,13,11,18,1.0,0.0,3.0,1.0,0.0,4.0,False,False,False,False,False,False,1,0,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDH,211.0,humanoid,unique,N,9.0,4,16.0,18,18,18,15,12,15,4.0,4.0,4.0,2.0,1.0,2.0,False,True,False,False,True,False,4,8,4,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,176.0,fiend,unique,L,21.0,7,19.0,26,19,22,21,18,23,8.0,4.0,6.0,5.0,4.0,6.0,False,True,True,False,True,True,8,11,13,5,11,13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MToF,134.0,fiend,legendary,L,21.0,7,19.0,28,22,25,21,24,24,9.0,6.0,7.0,5.0,7.0,7.0,True,False,True,False,True,True,16,6,14,5,14,14,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
CoS,234.0,humanoid,generic,N,0.25,2,11.0,12,9,15,9,10,6,1.0,-1.0,2.0,-1.0,0.0,-2.0,False,False,False,False,False,False,1,-1,2,-1,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,224.0,construct,generic,N,0.125,2,15.0,10,13,12,4,10,5,0.0,1.0,1.0,-3.0,0.0,-3.0,False,False,False,False,False,False,0,1,1,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,295.0,beast,generic,N,1.0,2,13.0,18,14,14,2,13,5,4.0,2.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4,2,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,295.0,beast,generic,N,3.0,2,15.0,18,14,14,2,13,5,4.0,2.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4,2,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ERftLW,301.0,fiend,legendary,L,15.0,5,18.0,20,16,18,15,17,20,5.0,3.0,4.0,2.0,3.0,5.0,True,False,True,False,True,True,10,3,9,2,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,178.0,aberration,generic,N,11.0,4,17.0,14,14,14,20,15,13,2.0,2.0,2.0,5.0,2.0,1.0,False,True,False,True,True,False,2,6,2,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,26.0,humanoid,unique,N,3.0,2,12.0,18,14,17,10,12,13,4.0,2.0,3.0,0.0,1.0,1.0,False,False,False,False,False,False,4,2,3,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,304.0,beast,generic,N,0.125,2,11.0,14,12,14,2,10,5,2.0,1.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2,1,2,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,149.0,giant,generic,N,6.0,3,14.0,21,10,18,5,7,5,5.0,0.0,4.0,-3.0,-2.0,-3.0,False,False,False,False,False,False,5,0,4,-3,-2,-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,246.0,aberration,unique,N,10.0,4,18.0,13,20,19,14,14,16,1.0,5.0,4.0,2.0,2.0,3.0,False,False,True,False,True,False,1,5,8,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
WDotMM,314.0,monstrosity,unique,L,13.0,5,16.0,19,11,16,18,13,18,4.0,0.0,3.0,4.0,1.0,4.0,False,False,True,True,False,False,4,0,8,9,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,333.0,beast,generic,N,0.125,2,10.0,14,10,13,2,10,5,2.0,0.0,1.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2,0,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,228.0,undead,generic,N,3.0,2,11.0,16,8,15,6,10,12,3.0,-1.0,2.0,-2.0,0.0,1.0,False,False,False,False,True,False,3,-1,2,-2,2,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,229.0,undead,legendary,LL,15.0,5,17.0,18,10,17,11,18,16,4.0,0.0,3.0,0.0,4.0,3.0,False,False,True,True,True,True,4,0,8,5,9,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MM,229.0,undead,legendary,L,15.0,5,17.0,18,10,17,11,18,16,4.0,0.0,3.0,0.0,4.0,3.0,False,False,True,True,True,True,4,0,8,5,9,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
ToA,228.0,humanoid,unique,N,0.125,2,10.0,6,10,11,13,12,16,-2.0,0.0,0.0,1.0,1.0,3.0,False,False,False,False,False,False,-2,0,0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,232.0,plant,generic,N,0.5,2,12.0,10,10,12,10,13,7,0.0,0.0,1.0,0.0,1.0,-2.0,False,False,False,False,False,False,0,0,1,0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,232.0,plant,generic,N,2.0,2,13.0,12,10,14,13,15,10,1.0,0.0,2.0,1.0,2.0,0.0,False,False,False,False,False,False,1,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,135.0,fiend,generic,N,15.0,5,18.0,22,14,21,14,15,17,6.0,2.0,5.0,2.0,2.0,3.0,True,True,False,False,False,False,11,7,5,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
RoT,90.0,undead,unique,N,11.0,4,18.0,20,12,16,12,14,16,5.0,1.0,3.0,1.0,2.0,3.0,False,True,False,False,True,False,5,5,3,1,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
