Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Dermot Wurder (tier 3),CRCotN,193.0,humanoid,unique,N,8.0,3.0,3900.0,93.5,20.0,93.5,20.0,8.0,8.0,38.0,38.0
Derro,MPMotM,91.0,aberration,generic,N,0.25,2.0,50.0,13.5,13.0,13.5,15.0,4.0,4.0,6.5,6.5
Derro,OotA,224.0,humanoid,generic,N,0.25,2.0,50.0,13.5,13.0,13.5,15.0,4.0,4.0,6.0,6.0
Derro Savant,MPMotM,92.0,aberration,generic,N,3.0,2.0,700.0,36.0,13.0,36.0,15.0,4.0,4.0,42.0,42.0
Derro Savant,MToF,159.0,humanoid,legacy,N,3.0,2.0,700.0,36.0,13.0,36.0,15.0,4.0,4.0,46.666668,46.666668
Derro Savant,OotA,225.0,humanoid,generic,N,3.0,2.0,700.0,36.0,13.0,49.0,15.0,4.0,4.0,46.666668,46.666668
"Devil, Barbed",MM,70.0,fiend,generic,N,5.0,3.0,1800.0,110.5,15.0,165.0,19.0,6.0,6.0,22.0,22.0
"Devil, Bearded",MM,70.0,fiend,generic,N,3.0,2.0,700.0,52.0,13.0,104.0,17.0,5.0,5.0,19.0,19.0
"Devil, Bone",MM,71.0,fiend,generic,N,9.0,4.0,5000.0,142.5,19.0,177.5,23.0,8.0,8.0,46.0,46.0
"Devil, Chain",MM,72.0,fiend,generic,N,8.0,3.0,3900.0,85.0,16.0,106.3,20.0,8.0,8.0,70.666664,70.666664
"Devil, Horned",MM,74.0,fiend,generic,N,11.0,4.0,7200.0,178.5,18.0,222.5,22.0,10.0,10.0,53.333332,53.333332
"Devil, Ice",MM,75.0,fiend,generic,N,14.0,5.0,11500.0,180.5,18.0,270.0,22.0,10.0,10.0,77.666664,77.666664
"Devil, Spined",MM,78.0,fiend,generic,N,2.0,2.0,450.0,22.5,13.0,22.5,17.0,4.0,4.0,14.0,14.0
Devourer,MPMotM,93.0,undead,generic,N,13.0,5.0,10000.0,189.0,16.0,267.5,16.0,10.0,10.0,80.666664,80.666664
Devourer,VGtM,138.0,fiend,legacy,N,13.0,5.0,10000.0,178.5,16.0,222.5,16.0,10.0,10.0,95.333336,95.333336
Dhergoloth,MPMotM,94.0,fiend,generic,N,7.0,3.0,2900.0,119.0,15.0,178.5,17.0,6.0,6.0,31.0,31.0
Dhergoloth,MToF,248.0,fiend,legacy,N,7.0,3.0,2900.0,119.0,15.0,238.0,17.0,6.0,6.0,30.666666,30.666666
Dimetrodon,MPMotM,95.0,beast,generic,N,0.25,2.0,50.0,19.5,12.0,19.5,12.0,4.0,4.0,9.0,9.0
Dimetrodon,VGtM,139.0,beast,legacy,N,0.25,2.0,50.0,19.5,12.0,19.5,12.0,4.0,4.0,9.0,9.0
Displacer Beast,MM,81.0,monstrosity,generic,N,3.0,2.0,700.0,85.0,13.0,85.0,16.0,6.0,6.0,20.0,20.0
Displacer Beast Kitten,WBtW,108.0,monstrosity,generic,N,0.125,2.0,25.0,9.0,12.0,9.0,14.0,3.0,3.0,4.0,4.0
Dolgaunt,ERftLW,290.0,aberration,generic,N,3.0,2.0,700.0,33.0,16.0,54.0,18.0,6.0,6.0,26.0,26.0
Dolgrim,ERftLW,291.0,aberration,generic,N,0.5,2.0,100.0,13.5,15.0,13.5,15.0,4.0,4.0,19.5,19.5
Dolphin,MPMotM,97.0,beast,generic,N,0.125,2.0,25.0,11.0,12.0,11.0,12.0,4.0,4.0,5.5,6.6666665
Dolphin,VGtM,208.0,beast,legacy,N,0.125,2.0,25.0,11.0,12.0,11.0,12.0,4.0,4.0,6.3333335,6.3333335
Dolphin Delighter,MPMotM,97.0,fey,generic,N,3.0,2.0,700.0,27.5,14.0,38.5,14.0,4.0,4.0,25.0,25.0
Doomwake Giant,MOoT,224.0,giant,generic,N,11.0,4.0,7200.0,162.5,15.0,162.5,17.0,11.0,11.0,74.0,74.0
Doppelganger,MM,82.0,monstrosity,generic,N,3.0,2.0,700.0,52.0,14.0,52.0,14.0,6.0,8.0,20.666666,20.666666
Dracohydra,FToD,176.0,monstrosity,generic,N,11.0,4.0,7200.0,218.5,17.0,218.5,19.0,9.0,9.0,61.5,61.5
"Dracolich, Blue Adult",MM,84.0,undead,legendary,L,17.0,6.0,18000.0,225.0,19.0,315.0,23.0,13.0,13.0,126.0,126.0
Draconian Dreadnought,FToD,177.0,monstrosity,generic,N,4.0,2.0,1100.0,57.0,16.0,57.0,16.0,6.0,8.0,41.5,41.5
Draconian Foot Soldier,FToD,178.0,monstrosity,generic,N,0.5,2.0,100.0,22.0,14.0,22.0,14.0,3.0,3.0,9.0,9.0
Draconian Infiltrator,FToD,178.0,monstrosity,generic,N,3.0,2.0,700.0,39.0,15.0,44.0,15.0,5.0,5.0,27.333334,27.333334
Draconian Mage,FToD,179.0,monstrosity,generic,N,2.0,2.0,450.0,40.5,15.0,40.5,17.0,4.0,4.0,27.0,27.0
Draconian Mastermind,FToD,180.0,monstrosity,generic,N,6.0,3.0,2300.0,67.5,17.0,67.5,22.0,6.0,6.0,40.0,40.0
Draconic Shard,FToD,181.0,undead,legendary,L,17.0,6.0,18000.0,168.0,17.0,258.0,19.0,12.0,12.0,120.0,120.0
Draegloth,MPMotM,98.0,fiend,generic,N,7.0,3.0,2900.0,123.5,15.0,154.4,15.0,8.0,8.0,48.0,48.0
Draegloth,VGtM,141.0,fiend,legacy,N,7.0,3.0,2900.0,123.5,15.0,184.5,15.0,8.0,8.0,48.0,48.0
Dragon Blessed,FToD,188.0,humanoid,generic,N,5.0,3.0,1800.0,75.0,14.0,91.5,14.0,6.0,6.0,48.666668,48.666668
Dragon Blessed,FToD,188.0,humanoid,generic,N,5.0,3.0,1800.0,75.0,14.0,75.0,14.0,4.0,4.0,56.0,56.0
Dragon Chosen,FToD,189.0,humanoid,generic,N,3.0,2.0,700.0,45.5,17.0,45.5,19.0,6.0,7.0,22.5,30.0
Dragon Speaker,FToD,189.0,humanoid,generic,N,2.0,2.0,450.0,36.0,13.0,46.5,13.0,5.0,5.0,27.0,27.0
Dragon Speaker,FToD,189.0,humanoid,generic,N,2.0,2.0,450.0,36.0,13.0,46.5,13.0,5.0,5.0,27.0,27.0
Dragon Turtle,MM,119.0,dragon,generic,N,17.0,6.0,18000.0,341.0,20.0,341.0,22.0,13.0,13.0,73.333336,73.333336
Dragon Turtle Wyrmling,FToD,192.0,dragon,generic,N,4.0,2.0,1100.0,90.0,18.0,90.0,20.0,5.0,5.0,19.333334,19.333334
"Dragon Turtle, Ancient",FToD,191.0,dragon,legendary,L,24.0,7.0,62000.0,409.5,22.0,499.5,24.0,16.0,16.0,169.0,169.0
"Dragon Turtle, Ancient",FToD,191.0,dragon,legendary,LL,25.0,8.0,75000.0,409.5,22.0,499.5,24.0,16.0,16.0,197.0,197.0
"Dragon Turtle, Young",FToD,192.0,dragon,generic,N,10.0,4.0,5900.0,178.5,19.0,178.5,21.0,9.0,9.0,52.666668,52.666668
Dragonbait,ToA,218.0,humanoid,unique,N,5.0,3.0,1800.0,120.0,17.0,120.0,19.0,8.0,8.0,18.0,18.0
Dragonblood Ooze,FToD,182.0,ooze,generic,N,5.0,3.0,1800.0,68.0,14.0,102.0,14.0,7.0,7.0,54.0,54.0
Dragonbone Golem,FToD,183.0,construct,generic,N,11.0,4.0,7200.0,161.5,17.0,201.9,20.0,9.0,10.0,54.666668,54.666668
Dragonborn of Bahamut,FToD,184.0,humanoid,generic,N,8.0,3.0,3900.0,93.5,18.0,113.5,21.0,7.0,9.0,73.333336,73.333336
Dragonborn of Tiamat,FToD,185.0,humanoid,generic,N,7.0,3.0,2900.0,85.0,18.0,105.0,22.0,8.0,8.0,56.666668,56.666668
Dragonborn Sardior,FToD,185.0,humanoid,generic,N,6.0,3.0,2300.0,75.0,17.0,95.0,19.0,7.0,7.0,58.0,58.0
Dragonclaw,HotDQ,89.0,humanoid,generic,N,1.0,2.0,200.0,16.5,14.0,16.5,14.0,5.0,6.0,19.0,19.0
Dragonfang,RoT,89.0,humanoid,generic,N,5.0,3.0,1800.0,78.0,15.0,78.0,15.0,5.0,6.0,36.0,36.0
Dragonflesh Abomination,FToD,187.0,monstrosity,generic,N,6.0,3.0,2300.0,66.5,15.0,96.5,17.0,7.0,7.0,46.666668,46.666668
Dragonflesh Grafter,FToD,186.0,monstrosity,generic,N,3.0,2.0,700.0,52.5,14.0,52.5,14.0,5.0,5.0,26.0,26.0
Dragonnel,FToD,190.0,dragon,generic,N,2.0,2.0,450.0,58.5,13.0,58.5,15.0,5.0,5.0,20.0,20.0
Dragonsoul,RoT,89.0,humanoid,generic,N,7.0,3.0,2900.0,110.5,16.0,110.5,16.0,7.0,8.0,42.0,42.0
Dragonwing,RoT,90.0,humanoid,generic,N,2.0,2.0,450.0,33.0,14.0,33.0,14.0,5.0,6.0,25.0,25.0
"Drake, Ambush",HotDQ,88.0,dragon,generic,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,4.0,5.0,6.3333335,6.3333335
Dralmorrer Borngray,HotDQ,90.0,humanoid,unique,N,3.0,2.0,700.0,52.5,16.0,52.5,21.0,5.0,5.0,23.833334,23.833334
Drannin Splithelm,PotA,209.0,humanoid,unique,N,7.0,3.0,2900.0,93.5,18.0,109.5,18.0,7.0,7.0,68.0,68.0
Dread Warrior,TftYP,233.0,undead,generic,N,1.0,2.0,200.0,37.5,18.0,44.0,18.0,4.0,4.0,12.0,12.0
Dretch,MM,57.0,fiend,generic,N,0.25,2.0,50.0,18.0,11.0,18.0,11.0,2.0,2.0,8.5,8.5
Drider,MM,120.0,monstrosity,generic,N,6.0,3.0,2300.0,123.5,19.0,123.5,19.0,6.0,6.0,33.0,33.0
Droki,OotA,231.0,humanoid,unique,N,2.0,2.0,450.0,31.5,15.0,31.5,18.0,5.0,5.0,22.333334,22.333334
Drow,MM,128.0,humanoid,generic,N,0.25,2.0,50.0,13.5,15.0,13.5,17.0,4.0,4.0,5.5,5.5
Drow Arachnomancer,MPMotM,99.0,humanoid,generic,N,13.0,5.0,10000.0,162.5,15.0,162.5,17.0,8.0,8.0,130.5,130.5
Drow Arachnomancer,MToF,182.0,humanoid,legacy,N,13.0,5.0,10000.0,162.5,15.0,162.5,15.0,7.0,7.0,102.0,102.0
Drow Elite Warrior,MM,128.0,humanoid,generic,N,5.0,3.0,1800.0,71.5,18.0,71.5,21.0,7.0,7.0,34.0,34.0
Drow Favored Consort,MPMotM,100.0,humanoid,generic,N,18.0,6.0,20000.0,240.0,18.0,240.0,23.0,10.0,10.0,128.0,128.0
Drow Favored Consort,MToF,183.0,humanoid,legacy,N,18.0,6.0,20000.0,225.0,18.0,225.0,25.0,11.0,11.0,119.0,119.0
Drow Gunslinger,WDH,201.0,humanoid,generic,N,4.0,2.0,1100.0,84.5,18.0,84.5,18.0,6.0,6.0,20.0,20.0
Drow House Captain,MPMotM,101.0,humanoid,generic,N,9.0,4.0,5000.0,162.5,16.0,162.5,22.0,8.0,8.0,50.5,50.5
Drow House Captain,MToF,184.0,humanoid,legacy,N,9.0,4.0,5000.0,162.5,16.0,162.5,19.0,8.0,8.0,58.0,58.0
Drow Inquisitor,MPMotM,102.0,humanoid,generic,N,14.0,5.0,11500.0,149.5,16.0,149.5,18.0,10.0,10.0,89.0,89.0
Drow Inquisitor,MToF,184.0,humanoid,legacy,N,14.0,5.0,11500.0,143.0,16.0,143.0,20.0,10.0,10.0,96.0,96.0
Drow Mage,MM,129.0,humanoid,generic,N,7.0,3.0,2900.0,45.0,15.0,45.0,20.0,6.0,6.0,67.666664,67.666664
Drow Matron Mother,MPMotM,104.0,humanoid,legendary,LL,20.0,6.0,25000.0,247.5,17.0,362.5,20.0,10.0,10.0,142.83333,159.16667
Drow Matron Mother,MToF,186.0,humanoid,legacy,L,20.0,6.0,25000.0,262.5,17.0,262.5,21.0,10.0,10.0,136.0,136.0
Drow Priestess of Lolth,MM,129.0,humanoid,generic,N,8.0,3.0,3900.0,71.5,16.0,71.5,18.0,6.0,6.0,80.666664,80.666664
Drow Shadowblade,MPMotM,105.0,humanoid,generic,N,11.0,4.0,7200.0,150.0,17.0,150.0,21.0,9.0,11.0,82.5,82.5
Drow Shadowblade,MToF,187.0,humanoid,legacy,N,11.0,4.0,7200.0,150.0,17.0,150.0,19.0,9.0,10.0,73.0,73.0
Drowned Ascetic,GoS,233.0,undead,generic,N,3.0,2.0,700.0,75.0,13.0,82.0,13.0,5.0,5.0,21.0,21.0
Drowned Assassin,GoS,234.0,undead,generic,N,4.0,2.0,1100.0,67.5,14.0,74.5,18.0,5.0,9.0,28.0,28.0
Drowned Blade,GoS,235.0,undead,generic,N,2.0,2.0,450.0,45.0,10.0,52.0,10.0,5.0,5.0,14.0,14.0
Drowned Master,GoS,235.0,undead,generic,N,9.0,4.0,5000.0,157.5,14.0,171.5,14.0,7.0,7.0,50.666668,50.666668
Druid,MM,346.0,humanoid,generic,N,2.0,2.0,450.0,27.5,16.0,27.5,16.0,4.0,4.0,23.333334,23.333334
Druid of the Old Ways,GGtR,230.0,humanoid,generic,N,7.0,3.0,2900.0,90.0,14.0,90.0,16.0,8.0,8.0,57.0,57.0
Dryad,MM,121.0,fey,generic,N,1.0,2.0,200.0,22.5,16.0,22.5,18.0,6.0,6.0,8.0,8.0
Duergar,MM,122.0,humanoid,generic,N,1.0,2.0,200.0,26.0,16.0,26.0,16.0,4.0,4.0,11.0,11.0
Duergar Despot,MPMotM,107.0,humanoid,generic,N,12.0,4.0,8400.0,119.0,21.0,119.0,23.0,9.0,9.0,103.5,108.166664
Duergar Despot,MToF,188.0,humanoid,legacy,N,12.0,4.0,8400.0,119.0,21.0,119.0,23.0,8.0,8.0,144.0,144.0
Duergar Hammerer,MPMotM,112.0,construct,generic,N,2.0,2.0,450.0,33.0,17.0,33.0,17.0,5.0,5.0,26.5,26.5
Duergar Hammerer,MToF,188.0,construct,legacy,N,2.0,2.0,450.0,33.0,17.0,33.0,17.0,5.0,5.0,21.333334,21.333334
Duergar Kavalrachni,MPMotM,107.0,humanoid,generic,N,2.0,2.0,450.0,26.0,16.0,26.0,16.0,4.0,4.0,23.0,39.5
Duergar Kavalrachni,MToF,189.0,humanoid,legacy,N,2.0,2.0,450.0,26.0,16.0,26.0,18.0,4.0,4.0,28.0,28.0
Duergar Mind Master,MPMotM,108.0,humanoid,generic,N,2.0,2.0,450.0,39.0,14.0,39.0,14.0,5.0,5.0,32.0,32.0
Duergar Mind Master,MToF,189.0,humanoid,legacy,N,2.0,2.0,450.0,39.0,19.0,39.0,19.0,5.0,5.0,28.0,28.0
Duergar Screamer,MPMotM,112.0,construct,generic,N,3.0,2.0,700.0,38.5,15.0,38.5,15.0,6.0,6.0,24.5,35.0
Duergar Screamer,MToF,190.0,construct,legacy,N,3.0,2.0,700.0,38.5,15.0,38.5,15.0,6.0,6.0,22.666666,22.666666
Duergar Soulblade,MPMotM,109.0,humanoid,generic,N,1.0,2.0,200.0,27.0,14.0,27.0,14.0,5.0,5.0,17.0,17.0
Duergar Spy,TftYP,234.0,humanoid,generic,N,2.0,2.0,450.0,33.0,15.0,33.0,15.0,5.0,5.0,33.0,33.0
Duergar Stone Guard,MPMotM,110.0,humanoid,generic,N,2.0,2.0,450.0,39.0,18.0,39.0,18.0,6.0,7.0,22.0,22.0
Duergar Stone Guard,OotA,227.0,humanoid,generic,N,2.0,2.0,450.0,39.0,18.0,39.0,20.0,5.0,5.0,11.0,11.0
Duergar Warlord,MPMotM,111.0,humanoid,generic,N,6.0,3.0,2300.0,75.0,20.0,75.0,20.0,7.0,7.0,61.5,61.5
Duergar Warlord,MToF,192.0,humanoid,legacy,N,6.0,3.0,2300.0,75.0,20.0,75.0,22.0,7.0,7.0,74.0,74.0
Duergar Xarrorn,MPMotM,111.0,humanoid,generic,N,2.0,2.0,450.0,26.0,18.0,26.0,18.0,5.0,5.0,20.0,20.0
Duergar Xarrorn,OotA,228.0,humanoid,generic,N,2.0,2.0,450.0,26.0,18.0,26.0,20.0,5.0,5.0,19.333334,19.333334
Duke Thalamra Vanthampur,BGDiA,38.0,humanoid,unique,N,4.0,2.0,1100.0,78.0,10.0,78.0,10.0,6.0,6.0,23.333334,23.333334
Dullahan,VRGtR,233.0,undead,legendary,L,10.0,4.0,5900.0,135.0,16.0,175.0,16.0,8.0,8.0,102.5,102.5
Duodrone,MM,225.0,construct,generic,N,0.25,2.0,50.0,11.0,15.0,11.0,15.0,3.0,3.0,9.0,9.0
Durnan,WDH,203.0,humanoid,unique,N,9.0,4.0,5000.0,144.5,16.0,154.0,18.0,8.0,8.0,48.0,48.0
Dusk Hag,ERftLW,292.0,fey,generic,N,6.0,3.0,2300.0,82.5,17.0,82.5,20.0,7.0,7.0,46.333332,46.333332
Dybbuk,MPMotM,113.0,fiend,generic,N,4.0,2.0,1100.0,37.5,14.0,143.8,16.0,6.0,6.0,13.0,13.0
Dybbuk,MToF,132.0,fiend,legacy,N,4.0,2.0,1100.0,37.5,14.0,74.0,16.0,6.0,6.0,13.0,13.0
Dyrrn,ERftLW,288.0,aberration,unique,LL,24.0,7.0,62000.0,325.5,21.0,475.0,25.0,15.0,15.0,208.33333,208.33333
Dzaan,IDRotF,270.0,humanoid,unique,N,4.0,2.0,1100.0,49.5,10.0,49.5,10.0,5.0,5.0,84.333336,84.333336
Dzaan's Simulacrum,IDRotF,270.0,construct,unique,N,1.0,2.0,200.0,49.5,10.0,24.0,10.0,5.0,5.0,21.0,21.0
"Eagle, Giant",MM,324.0,beast,generic,N,1.0,2.0,200.0,26.0,13.0,26.0,13.0,5.0,5.0,16.5,16.5
Earth Elemental,MM,124.0,elemental,generic,N,5.0,3.0,1800.0,126.0,17.0,189.0,17.0,8.0,8.0,28.0,28.0
Earth Elemental Myrmidon,MPMotM,122.0,elemental,generic,N,7.0,3.0,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,25.666666,25.666666
Earth Elemental Myrmidon,PotA,212.0,elemental,generic,N,7.0,3.0,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,23.666666,23.666666
Eater of Hope,MOoT,220.0,fiend,generic,N,6.0,3.0,2300.0,90.0,17.0,90.0,19.0,7.0,7.0,37.333332,37.333332
Eblis,ToA,219.0,monstrosity,generic,N,1.0,2.0,200.0,26.0,13.0,26.0,15.0,5.0,5.0,10.0,10.0
Egg Hunter Adult,FToD,193.0,monstrosity,generic,N,5.0,3.0,1800.0,52.0,16.0,88.0,20.0,8.0,8.0,35.0,35.0
Egg Hunter Hatchling,FToD,193.0,monstrosity,generic,N,2.0,2.0,450.0,28.0,14.0,38.0,14.0,5.0,5.0,20.0,20.0
Eidolon,MPMotM,114.0,undead,generic,N,12.0,4.0,8400.0,63.0,9.0,98.4,9.0,,,,
Eidolon,MToF,193.0,undead,legacy,N,12.0,4.0,8400.0,63.0,9.0,237.0,19.0,8.0,8.0,86.0,86.0
"Eladrin, Autumn",MPMotM,115.0,fey,generic,N,10.0,4.0,5900.0,165.0,19.0,206.3,21.0,7.0,7.0,60.0,60.0
"Eladrin, Autumn",MToF,195.0,fey,legacy,N,10.0,4.0,5900.0,127.5,19.0,213.0,21.0,7.0,7.0,25.0,25.0
"Eladrin, Spring",MPMotM,116.0,fey,generic,N,10.0,4.0,5900.0,165.0,19.0,206.3,21.0,7.0,7.0,60.0,60.0
"Eladrin, Spring",MToF,196.0,fey,legacy,N,10.0,4.0,5900.0,127.5,19.0,213.0,21.0,7.0,7.0,22.0,22.0
"Eladrin, Summer",MPMotM,116.0,fey,generic,N,10.0,4.0,5900.0,165.0,19.0,206.3,22.0,8.0,8.0,48.0,48.0
"Eladrin, Summer",MToF,196.0,fey,legacy,N,10.0,4.0,5900.0,127.5,19.0,190.5,24.0,8.0,8.0,36.0,36.0
"Eladrin, Winter",MPMotM,117.0,fey,generic,N,10.0,4.0,5900.0,165.0,19.0,206.3,21.0,7.0,7.0,53.0,53.0
"Eladrin, Winter",MToF,197.0,fey,legacy,N,10.0,4.0,5900.0,127.5,19.0,213.0,21.0,8.0,8.0,52.0,52.0
Elder Brain,MPMotM,120.0,aberration,legendary,LL,14.0,5.0,11500.0,210.0,10.0,370.0,14.0,7.0,7.0,91.833336,91.833336
Elder Brain,VGtM,174.0,aberration,legacy,LL,14.0,5.0,11500.0,210.0,10.0,330.0,14.0,7.0,7.0,138.33333,138.33333
Elder Brain Dragon,FToD,194.0,aberration,legendary,L,22.0,7.0,41000.0,350.0,17.0,470.0,19.0,15.0,15.0,150.83333,150.83333
Elder Tempest,MPMotM,121.0,elemental,legendary,L,23.0,7.0,50000.0,264.0,19.0,399.0,21.0,16.0,16.0,139.66667,139.66667
Elder Tempest,MToF,200.0,elemental,legacy,L,23.0,7.0,50000.0,264.0,19.0,480.0,21.0,16.0,16.0,132.66667,132.66667
Elephant,MM,322.0,beast,generic,N,4.0,2.0,1100.0,76.0,12.0,76.0,12.0,8.0,8.0,28.333334,28.333334
Elizar Dryflagon,PotA,202.0,humanoid,unique,N,5.0,3.0,1800.0,71.5,14.0,71.5,14.0,7.0,7.0,56.0,56.0
Elk,MM,322.0,beast,generic,N,0.25,2.0,50.0,13.0,10.0,13.0,10.0,5.0,5.0,9.833333,9.833333
"Elk, Giant",MM,325.0,beast,generic,N,2.0,2.0,450.0,42.5,14.0,42.5,14.0,6.0,6.0,22.0,22.0
Elkhorn,WBtW,224.0,humanoid,unique,N,2.0,2.0,450.0,52.5,18.0,64.5,18.0,2.0,3.0,12.333333,12.333333
Emerald Dragon Wyrmling,FToD,197.0,dragon,generic,N,2.0,2.0,450.0,39.0,16.0,39.0,21.0,4.0,4.0,19.0,19.0
"Emerald Dragon, Adult",FToD,196.0,dragon,legendary,L,14.0,5.0,11500.0,207.0,18.0,297.0,21.0,11.0,11.0,89.5,89.5
"Emerald Dragon, Adult",FToD,196.0,dragon,legendary,LL,15.0,5.0,13000.0,207.0,18.0,297.0,24.0,11.0,14.0,96.833336,96.833336
"Emerald Dragon, Ancient",FToD,195.0,dragon,legendary,L,21.0,7.0,33000.0,332.5,20.0,422.5,24.0,14.0,14.0,117.0,117.0
"Emerald Dragon, Ancient",FToD,195.0,dragon,legendary,LL,22.0,7.0,41000.0,332.5,20.0,422.5,27.0,14.0,17.0,124.333336,124.333336
"Emerald Dragon, Young",FToD,197.0,dragon,generic,N,8.0,3.0,3900.0,142.5,17.0,142.5,20.0,8.0,8.0,45.333332,45.333332
Emerald Greatwyrm,FToD,201.0,dragon,legendary,L,26.0,8.0,90000.0,507.0,21.0,627.0,23.0,17.0,17.0,173.83333,173.83333
Empyrean,MM,130.0,celestial,legendary,L,23.0,7.0,50000.0,313.5,22.0,503.8,26.0,17.0,17.0,146.66667,146.66667
Endelyn Moongrave,WBtW,217.0,fey,unique,N,6.0,3.0,2300.0,114.0,17.0,114.0,19.0,6.0,6.0,34.0,34.0
Erinyes,MM,73.0,fiend,generic,N,12.0,4.0,8400.0,153.0,18.0,191.3,23.0,8.0,8.0,66.0,66.0
Eternal Flame Guardian,PotA,200.0,humanoid,generic,N,2.0,2.0,450.0,45.5,17.0,45.5,17.0,4.0,4.0,17.333334,17.333334
Eternal Flame Priest,PotA,200.0,humanoid,generic,N,3.0,2.0,700.0,52.0,15.0,52.0,15.0,5.0,5.0,46.666668,46.666668
Ettercap,MM,131.0,monstrosity,generic,N,2.0,2.0,450.0,44.0,13.0,44.0,13.0,4.0,4.0,17.0,17.0
Ettin,MM,132.0,giant,generic,N,4.0,2.0,1100.0,85.0,12.0,85.0,12.0,7.0,7.0,28.0,28.0
Expeditious Messenger,ERftLW,293.0,construct,generic,N,0.125,2.0,25.0,7.0,13.0,7.0,15.0,5.0,5.0,5.5,5.5
Eyedrake,FToD,199.0,aberration,generic,N,8.0,3.0,3900.0,119.0,16.0,119.0,18.0,6.0,6.0,70.333336,70.333336
Ezmerelda d'Avenir,CoS,230.0,humanoid,unique,N,8.0,3.0,3900.0,82.5,17.0,82.5,22.0,8.0,8.0,58.0,58.0
Faerie Dragon,MM,133.0,dragon,generic,N,2.0,2.0,450.0,14.0,15.0,14.0,21.0,7.0,11.0,1.0,1.0
Faerie Dragon (Younger),MM,133.0,dragon,generic,N,1.0,2.0,200.0,14.0,15.0,14.0,21.0,7.0,11.0,1.0,1.0
Fastieth,ERftLW,289.0,beast,generic,N,0.25,2.0,50.0,9.0,14.0,9.0,15.0,6.0,6.0,8.5,8.5
Fathomer,PotA,207.0,humanoid,generic,N,2.0,2.0,450.0,52.0,13.0,82.0,13.0,4.0,4.0,13.333333,13.333333
Feathergale Knight,PotA,189.0,humanoid,generic,N,1.0,2.0,200.0,33.0,16.0,33.0,16.0,4.0,4.0,14.0,14.0
Felidar,GGtR,199.0,celestial,generic,N,5.0,3.0,1800.0,93.5,17.0,93.5,19.0,7.0,7.0,35.666668,35.666668
Fire Elemental,MM,125.0,elemental,generic,N,5.0,3.0,1800.0,102.0,13.0,153.0,13.0,8.0,8.0,35.0,35.0
Fire Elemental Myrmidon,MPMotM,123.0,elemental,generic,N,7.0,3.0,2900.0,123.5,18.0,185.3,20.0,7.0,7.0,29.5,29.5
Fire Elemental Myrmidon,PotA,213.0,elemental,generic,N,7.0,3.0,2900.0,123.5,18.0,185.3,18.0,7.0,7.0,26.0,26.0
Fire Giant,MM,154.0,giant,generic,N,9.0,4.0,5000.0,162.5,18.0,162.5,20.0,11.0,11.0,56.0,56.0
Fire Giant Dreadnought,MPMotM,124.0,giant,generic,N,14.0,5.0,11500.0,187.5,21.0,187.5,21.0,13.0,13.0,81.333336,81.333336
Fire Giant Dreadnought,VGtM,147.0,giant,legacy,N,14.0,5.0,11500.0,187.5,21.0,187.5,23.0,13.0,13.0,72.0,72.0
Firefist,GGtR,231.0,humanoid,generic,N,7.0,3.0,2900.0,117.0,18.0,117.0,18.0,6.0,6.0,48.0,48.0
Firenewt Warlock of Imix,MPMotM,125.0,elemental,generic,N,1.0,2.0,200.0,33.0,13.0,38.0,13.0,4.0,4.0,16.5,16.5
Firenewt Warlock of Imix,VGtM,143.0,humanoid,legacy,N,1.0,2.0,200.0,33.0,13.0,38.0,13.0,4.0,4.0,18.0,18.0
Firenewt Warrior,MPMotM,125.0,elemental,generic,N,0.5,2.0,100.0,27.5,13.0,27.5,13.0,3.0,3.0,9.0,9.0
Firenewt Warrior,VGtM,142.0,humanoid,legacy,N,0.5,2.0,100.0,22.0,16.0,22.0,16.0,3.0,3.0,9.0,9.0
First-Year Student,SaCoC,191.0,humanoid,generic,N,0.5,2.0,100.0,33.0,11.0,33.0,13.0,3.0,3.0,7.5,8.166667
Fist of Bane,BGDiA,232.0,humanoid,generic,N,0.5,2.0,100.0,22.0,18.0,22.0,20.0,5.0,5.0,6.0,6.0
Flail Snail,MPMotM,126.0,elemental,generic,N,3.0,2.0,700.0,52.5,16.0,52.5,18.0,5.0,5.0,27.5,32.166668
Flail Snail,VGtM,144.0,elemental,legacy,N,3.0,2.0,700.0,52.5,16.0,52.5,18.0,5.0,5.0,24.0,24.0
Flameskull,MM,134.0,undead,generic,N,4.0,2.0,1100.0,40.5,13.0,80.0,20.0,5.0,5.0,32.666668,32.666668
Flamewrath,PotA,201.0,humanoid,generic,N,6.0,3.0,2300.0,105.0,15.0,105.0,15.0,6.0,6.0,65.0,65.0
Fleecemane Lion,MOoT,223.0,monstrosity,legendary,L,3.0,2.0,700.0,45.0,15.0,67.5,17.0,6.0,6.0,31.666666,31.666666
Flesh Golem,MM,169.0,construct,generic,N,5.0,3.0,1800.0,93.5,9.0,187.0,11.0,7.0,7.0,26.0,26.0
"Flesh Golem, Damaged",EGtW,248.0,construct,unique,N,1.0,2.0,200.0,5.0,9.0,10.0,11.0,7.0,7.0,13.0,13.0
