Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Dryad,MM,121.0,fey,medium,generic,N,1.0,2,200.0,0.0,1.0,0.0,2.0,2.0,4.0,0,1,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16.0,16.0,22.5,22.5,1.5,5.5,6.0,6.0,8.0,8.0,
Duergar,MM,122.0,humanoid,medium,generic,N,1.0,2,200.0,2.0,0.0,2.0,0.0,0.0,-1.0,2,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,16.0,16.0,26.0,26.0,0.5,0.5,4.0,4.0,11.0,11.0,
Duodrone,MM,225.0,construct,medium,generic,N,0.25,2,50.0,0.0,1.0,1.0,-2.0,0.0,-2.0,0,1,1,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,11.0,11.0,-0.3,-0.3,3.0,3.0,9.0,9.0,
Dust Mephit,MM,215.0,elemental,small,generic,N,0.5,2,100.0,-3.0,2.0,0.0,-1.0,0.0,0.0,-3,2,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,12.0,12.0,17.5,35.0,-0.3,-0.3,4.0,4.0,4.0,4.0,10.0
Earth Elemental,MM,124.0,elemental,large,generic,N,5.0,3,1800.0,5.0,-1.0,5.0,-3.0,0.0,-3.0,5,-1,5,-3,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,-1,17.0,17.0,126.0,189.0,0.5,0.5,8.0,8.0,28.0,28.0,
Efreeti,MM,145.0,elemental,large,generic,N,11.0,4,7200.0,6.0,1.0,7.0,3.0,2.0,3.0,6,1,7,7,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,17.0,17.0,200.0,200.0,5.7,5.7,10.0,10.0,40.0,40.0,
Elephant,MM,322.0,beast,huge,generic,N,4.0,2,1100.0,6.0,-1.0,3.0,-4.0,0.0,-2.0,6,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,12.0,12.0,76.0,76.0,0.3,0.3,8.0,8.0,29.0,29.0,
Elk,MM,322.0,beast,large,generic,N,0.25,2,50.0,3.0,0.0,1.0,-4.0,0.0,-2.0,3,0,1,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,13.0,13.0,-0.3,-0.3,5.0,5.0,9.833333,9.833333,12.0
Empyrean,MM,130.0,celestial,huge,legendary,L,23.0,7,50000.0,10.0,5.0,10.0,5.0,6.0,8.0,17,5,10,12,13,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,22.0,22.0,313.5,504.4,12.0,16.0,17.0,17.0,139.33333,139.33333,23.0
Erinyes,MM,73.0,fiend,medium,generic,N,12.0,4,8400.0,4.0,3.0,4.0,2.0,2.0,4.0,4,7,8,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,18.0,20.0,153.0,191.3,5.8,9.8,8.0,8.0,69.0,69.0,14.0
Ettercap,MM,131.0,monstrosity,medium,generic,N,2.0,2,450.0,2.0,2.0,1.0,-2.0,1.0,-1.0,2,2,1,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,44.0,44.0,0.5,0.5,4.0,4.0,18.0,18.0,11.0
Ettin,MM,132.0,giant,large,generic,N,4.0,2,1100.0,5.0,-1.0,3.0,-2.0,0.0,-1.0,5,-1,3,-2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,12.0,12.0,85.0,85.0,0.7,0.7,7.0,7.0,28.0,28.0,
Faerie Dragon (Older),MM,133.0,dragon,tiny,generic,N,2.0,2,450.0,-4.0,5.0,1.0,2.0,1.0,3.0,-4,5,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,15.0,19.0,14.0,14.0,1.3,9.3,7.0,11.0,1.0,1.0,
Faerie Dragon (Younger),MM,133.0,dragon,tiny,generic,N,1.0,2,200.0,-4.0,5.0,1.0,2.0,1.0,3.0,-4,5,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,15.0,19.0,14.0,14.0,1.3,9.3,7.0,11.0,1.0,1.0,
Fire Elemental,MM,125.0,elemental,large,generic,N,5.0,3,1800.0,0.0,3.0,3.0,-2.0,0.0,-2.0,0,3,3,-2,0,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,13.0,13.0,102.0,153.0,0.3,0.3,6.0,8.0,31.0,36.5,
Fire Giant,MM,154.0,giant,huge,generic,N,9.0,4,5000.0,7.0,-1.0,6.0,0.0,2.0,1.0,7,3,10,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,18.0,18.0,162.5,162.5,4.5,4.5,11.0,11.0,56.0,56.0,
Fire Snake,MM,265.0,elemental,medium,generic,N,1.0,2,200.0,1.0,2.0,0.0,-2.0,0.0,-1.0,1,2,0,-2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,14.0,14.0,22.5,45.0,0.0,0.0,3.0,3.0,15.0,15.0,
Flameskull,MM,134.0,undead,tiny,generic,N,4.0,2,1100.0,-5.0,3.0,2.0,3.0,0.0,0.0,-5,3,2,3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,3,13.0,18.0,40.5,81.0,0.5,4.5,5.0,5.0,32.666668,32.666668,13.0
Flesh Golem,MM,169.0,construct,medium,generic,N,5.0,3,1800.0,4.0,-1.0,4.0,-2.0,0.0,-3.0,4,-1,4,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1,9.0,9.0,93.5,187.0,0.3,4.3,7.0,7.0,26.0,26.0,
Flumph,MM,135.0,aberration,small,generic,N,0.125,2,25.0,-2.0,2.0,0.0,2.0,2.0,0.0,-2,2,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,12.0,12.0,7.0,7.0,0.7,0.7,4.0,4.0,8.666667,8.666667,
Flying Snake,MM,322.0,beast,tiny,generic,N,0.125,2,25.0,-3.0,4.0,0.0,-4.0,1.0,-3.0,-3,4,0,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,14.0,18.0,5.0,5.0,-0.8,-0.8,6.0,6.0,8.5,8.5,
Flying Sword,MM,20.0,construct,small,generic,N,0.25,2,50.0,1.0,2.0,0.0,-5.0,-3.0,-5.0,1,4,0,-5,-3,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,17.0,17.0,17.5,17.5,-1.3,-1.3,3.0,3.0,5.5,5.5,
Fomorian,MM,136.0,giant,huge,generic,N,8.0,3,3900.0,6.0,0.0,5.0,-1.0,2.0,-2.0,6,0,5,-1,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,14.0,14.0,149.5,149.5,1.7,1.7,9.0,9.0,46.0,46.0,14.0
Frost Giant,MM,155.0,giant,huge,generic,N,8.0,3,3900.0,6.0,-1.0,5.0,-1.0,0.0,1.0,6,-1,8,-1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,15.0,15.0,138.0,138.0,3.2,3.2,9.0,9.0,50.0,50.0,
Galeb Duhr,MM,139.0,elemental,medium,generic,N,6.0,3,2300.0,5.0,2.0,5.0,0.0,1.0,0.0,5,2,5,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,16.0,16.0,85.5,128.3,2.2,2.2,8.0,8.0,31.0,31.0,
Gargoyle,MM,140.0,elemental,medium,generic,N,2.0,2,450.0,2.0,0.0,3.0,-2.0,0.0,-2.0,2,0,3,-2,0,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,15.0,15.0,52.5,52.5,0.2,0.2,4.0,4.0,11.0,11.0,
Gas Spore,MM,138.0,plant,large,generic,N,0.5,2,100.0,-3.0,-5.0,-4.0,-5.0,-5.0,-5.0,-3,-5,-4,-5,-5,-5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-5,5.0,5.0,1.5,1.5,-4.5,-4.5,7.0,7.0,7.3333335,7.3333335,15.0
Gelatinous Cube,MM,242.0,ooze,large,generic,N,2.0,2,450.0,2.0,-4.0,5.0,-5.0,-2.0,-5.0,2,-4,5,-5,-2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,6.0,6.0,84.0,84.0,-1.5,-1.5,4.0,4.0,20.0,20.0,12.0
Ghast,MM,148.0,undead,medium,generic,N,2.0,2,450.0,3.0,3.0,0.0,0.0,0.0,-1.0,3,3,0,0,0,-1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,3,13.0,15.0,36.0,36.0,0.8,0.8,5.0,5.0,10.0,14.0,10.0
Ghost,MM,147.0,undead,medium,generic,N,4.0,2,1100.0,-2.0,1.0,0.0,0.0,1.0,3.0,-2,1,0,0,1,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1,11.0,11.0,45.0,180.0,0.5,0.5,5.0,5.0,17.0,17.0,13.0
Ghoul,MM,148.0,undead,medium,generic,N,1.0,2,200.0,1.0,2.0,0.0,-2.0,0.0,-2.0,1,2,0,-2,0,-2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,12.0,12.0,22.5,22.5,-0.2,-0.2,4.0,4.0,7.0,7.0,
Giant Ape,MM,323.0,beast,huge,generic,N,7.0,3,2900.0,6.0,2.0,4.0,-2.0,1.0,-2.0,6,2,4,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,157.5,157.5,1.5,1.5,9.0,9.0,44.0,44.0,
Giant Badger,MM,323.0,beast,medium,generic,N,0.25,2,50.0,1.0,0.0,2.0,-4.0,1.0,-3.0,1,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,13.0,13.0,-0.5,-0.5,3.0,3.0,11.0,11.0,
Giant Bat,MM,323.0,beast,large,generic,N,0.25,2,50.0,2.0,3.0,0.0,-4.0,1.0,-2.0,2,3,0,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,13.0,13.0,22.0,22.0,0.0,0.0,4.0,4.0,5.5,5.5,
Giant Boar,MM,323.0,beast,large,generic,N,2.0,2,450.0,3.0,0.0,3.0,-4.0,-2.0,-3.0,3,0,3,-4,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,42.5,42.5,-0.5,-0.5,5.0,5.0,12.333333,12.333333,13.0
Giant Centipede,MM,323.0,beast,small,generic,N,0.25,2,50.0,-3.0,2.0,1.0,-5.0,-2.0,-4.0,-3,2,1,-5,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,4.5,4.5,-1.8,-1.8,4.0,4.0,15.0,15.0,11.0
Giant Constrictor Snake,MM,324.0,beast,huge,generic,N,2.0,2,450.0,4.0,2.0,1.0,-5.0,0.0,-4.0,4,2,1,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,60.0,60.0,-0.3,-0.3,6.0,6.0,13.0,13.0,
Giant Crab,MM,324.0,beast,medium,generic,N,0.125,2,25.0,1.0,2.0,0.0,-5.0,-1.0,-4.0,1,2,0,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,15.0,15.0,13.5,13.5,-1.2,-1.2,3.0,3.0,4.5,4.5,
Giant Crocodile,MM,132.0,beast,huge,generic,N,5.0,3,1800.0,5.0,-1.0,3.0,-4.0,0.0,-2.0,5,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,14.0,14.0,85.5,85.5,0.2,0.2,8.0,8.0,39.0,39.0,
Giant Eagle,MM,324.0,beast,large,generic,N,1.0,2,200.0,3.0,3.0,1.0,-1.0,2.0,0.0,3,3,1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,13.0,13.0,26.0,26.0,1.3,1.3,5.0,5.0,16.5,16.5,
Giant Elk,MM,325.0,beast,huge,generic,N,2.0,2,450.0,4.0,3.0,2.0,-2.0,2.0,0.0,4,3,2,-2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,14.0,14.0,42.5,42.5,1.5,1.5,6.0,6.0,22.0,22.0,
Giant Frog,MM,325.0,beast,medium,generic,N,0.25,2,50.0,1.0,1.0,0.0,-4.0,0.0,-4.0,1,1,0,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,18.0,18.0,-1.0,-1.0,3.0,3.0,6.1666665,6.1666665,
Giant Goat,MM,326.0,beast,large,generic,N,0.5,2,100.0,3.0,0.0,1.0,-4.0,1.0,-2.0,3,0,1,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,11.0,11.0,19.5,19.5,-0.2,-0.2,5.0,5.0,9.666667,9.666667,
Giant Hyena,MM,326.0,beast,large,generic,N,1.0,2,200.0,3.0,2.0,2.0,-4.0,1.0,-2.0,3,2,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,45.0,45.0,0.3,0.3,5.0,5.0,12.0,12.0,
Giant Lizard,MM,326.0,beast,large,generic,N,0.25,2,50.0,2.0,1.0,1.0,-4.0,0.0,-3.0,2,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,12.0,19.5,19.5,-0.5,-0.5,4.0,4.0,6.5,6.5,
Giant Octopus,MM,326.0,beast,large,generic,N,1.0,2,200.0,3.0,1.0,1.0,-3.0,0.0,-3.0,3,1,1,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,52.0,52.0,-0.2,-0.2,5.0,5.0,10.0,10.0,
Giant Owl,MM,327.0,beast,large,generic,N,0.25,2,50.0,1.0,2.0,1.0,-1.0,1.0,0.0,1,2,1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,16.0,19.5,19.5,0.7,0.7,3.0,3.0,8.0,8.0,
Giant Poisonous Snake,MM,327.0,beast,medium,generic,N,0.25,2,50.0,0.0,4.0,1.0,-4.0,0.0,-4.0,0,4,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,14.0,14.0,11.0,11.0,-0.5,-0.5,6.0,6.0,17.0,17.0,10.0
Giant Rat,MM,327.0,beast,small,generic,N,0.125,2,25.0,-2.0,2.0,0.0,-4.0,0.0,-3.0,-2,2,0,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,7.0,7.0,-1.2,-1.2,4.0,5.0,4.5,4.5,
Giant Scorpion,MM,327.0,beast,large,generic,N,3.0,2,700.0,2.0,1.0,2.0,-5.0,-1.0,-4.0,2,1,2,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,52.5,52.5,-0.8,-0.8,4.0,4.0,41.0,41.0,12.0
Giant Sea Horse,MM,328.0,beast,large,generic,N,0.5,2,100.0,1.0,2.0,0.0,-4.0,1.0,-3.0,1,2,0,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,16.5,16.5,-0.5,-0.5,3.0,3.0,6.3333335,6.3333335,
Giant Shark,MM,135.0,beast,huge,generic,N,5.0,3,1800.0,6.0,0.0,5.0,-5.0,0.0,-3.0,6,0,5,-5,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,126.5,126.5,0.5,0.5,9.0,13.0,22.0,22.0,
Giant Spider,MM,328.0,beast,large,generic,N,1.0,2,200.0,2.0,3.0,1.0,-4.0,0.0,-3.0,2,3,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,14.0,14.0,26.0,26.0,-0.2,-0.2,5.0,5.0,16.5,16.5,11.0
Giant Toad,MM,329.0,beast,large,generic,N,1.0,2,200.0,2.0,1.0,1.0,-4.0,0.0,-4.0,2,1,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,39.0,39.0,-0.7,-0.7,4.0,4.0,16.5,16.5,
Giant Vulture,MM,329.0,beast,large,generic,N,1.0,2,200.0,2.0,0.0,2.0,-2.0,1.0,-2.0,2,0,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,22.5,22.5,0.2,0.2,4.0,5.0,16.0,16.0,
Giant Wasp,MM,329.0,beast,medium,generic,N,0.5,2,100.0,0.0,2.0,0.0,-5.0,0.0,-4.0,0,2,0,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,13.5,13.5,-1.2,-1.2,4.0,4.0,15.0,15.0,11.0
Giant Weasel,MM,329.0,beast,medium,generic,N,0.125,2,25.0,0.0,3.0,0.0,-3.0,1.0,-3.0,0,3,0,-3,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,13.0,13.0,9.0,9.0,-0.3,-0.3,5.0,5.0,5.5,5.5,
Giant Wolf Spider,MM,330.0,beast,medium,generic,N,0.25,2,50.0,1.0,3.0,1.0,-4.0,1.0,-3.0,1,3,1,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,13.0,13.0,11.0,11.0,-0.2,-0.2,3.0,3.0,12.0,12.0,11.0
