Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Camel,MM (2024),351.0,Beast,Large,generic,N,0.125,2,19.0,2.0,-1.0,3.0,-4.0,0.0,-3.0,2,-1,5,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,10.0,10.0,17.0,17.0,-0.2,-0.2,4.0,4.0,4.5,4.5,
Carrion Crawler,MM (2024),66.0,Monstrosity,Large,generic,N,2.0,2,300.0,2.0,1.0,3.0,-5.0,1.0,-3.0,2,1,3,-5,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,51.0,51.0,-0.2,-0.2,4.0,7.0,10.5,12.599999,12.0
Cat,MM (2024),351.0,Beast,Tiny,generic,N,0.0,2,7.0,-4.0,2.0,0.0,-4.0,1.0,-2.0,-4,4,0,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,2.5,2.5,-0.8,-0.8,4.0,4.0,1.0,1.0,
Centaur Trooper,MM (2024),67.0,Fey,Large,generic,N,2.0,2,300.0,4.0,2.0,2.0,-1.0,1.0,0.0,4,2,2,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,16.0,45.0,45.0,1.3,1.3,6.0,6.0,24.0,24.0,14.0
Centaur Warden,MM (2024),67.0,Fey,Large,generic,N,7.0,3,2600.0,4.0,2.0,2.0,-1.0,4.0,0.0,4,2,5,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,16.0,105.0,105.0,2.8,2.8,7.0,8.0,61.333332,61.333332,
Chain Devil,MM (2024),68.0,Fiend,Medium,generic,N,8.0,3,3500.0,4.0,2.0,4.0,0.0,1.0,2.0,4,2,7,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,15.0,17.0,85.0,127.5,3.2,7.2,7.0,10.0,31.0,31.0,15.0
Chasme,MM (2024),69.0,Fiend,Large,generic,N,6.0,3,2000.0,2.0,2.0,1.0,0.0,2.0,0.0,2,5,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,5.0,15.0,15.0,78.0,117.0,2.2,6.2,5.0,5.0,37.0,51.8,12.0
Chimera,MM (2024),70.0,Monstrosity,Large,generic,N,6.0,3,2000.0,4.0,0.0,4.0,-4.0,2.0,0.0,4,0,4,-4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,14.0,114.0,114.0,1.0,1.0,7.0,9.0,51.0,51.0,15.0
Chuul,MM (2024),71.0,Aberration,Large,generic,N,4.0,2,1000.0,4.0,0.0,3.0,-3.0,0.0,-3.0,4,0,3,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,16.0,76.5,76.5,0.2,0.2,6.0,9.0,19.0,22.800001,13.0
Clay Golem,MM (2024),72.0,Construct,Large,generic,N,9.0,4,4500.0,5.0,-1.0,4.0,-4.0,-1.0,-5.0,5,-1,4,-4,-1,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,14.0,14.0,123.5,185.3,-0.3,3.7,9.0,9.0,39.666668,39.666668,
Cloaker,MM (2024),73.0,Aberration,Large,generic,N,8.0,3,3500.0,3.0,2.0,1.0,1.0,2.0,-2.0,3,2,1,1,2,-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,14.0,14.0,91.0,242.0,1.2,1.2,6.0,6.0,30.5,60.833332,
Cloud Giant,MM (2024),74.0,Giant,Huge,generic,N,9.0,4,4500.0,8.0,0.0,6.0,1.0,3.0,3.0,8,0,10,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,14.0,14.0,200.0,200.0,4.8,4.8,12.0,12.0,57.0,57.0,15.0
Cockatrice,MM (2024),75.0,Monstrosity,Small,generic,N,0.5,2,75.0,-2.0,1.0,1.0,-4.0,1.0,-3.0,-2,1,1,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,12.0,22.5,22.5,-1.0,-1.0,3.0,6.0,3.5,3.5,11.0
Cockatrice Regent,MM (2024),75.0,Monstrosity,Large,generic,N,8.0,3,3500.0,4.0,2.0,3.0,-4.0,3.0,-3.0,4,2,3,-4,6,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,19.0,136.0,136.0,1.3,1.3,7.0,9.0,62.5,62.5,14.0
Colossus,MM (2024),76.0,Construct,Gargantuan,generic,L,25.0,8,75000.0,10.0,0.0,10.0,-4.0,0.0,-1.0,10,8,10,-4,8,-1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,16.0,23.0,23.0,553.5,673.5,5.2,9.2,18.0,18.0,203.33333,203.33333,26.0
Commoner,MM (2024),77.0,Humanoid,Medium,generic,N,0.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,10.0,4.5,4.5,0.0,0.0,2.0,2.0,2.5,2.5,
Constrictor Snake,MM (2024),351.0,Beast,Large,generic,N,0.25,2,37.0,2.0,2.0,1.0,-5.0,0.0,-4.0,2,2,1,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,13.0,13.0,13.0,13.0,-0.7,-0.7,4.0,4.0,7.5,7.5,12.0
Copper Dragon Wyrmling,MM (2024),78.0,Dragon,Medium,generic,N,1.0,2,150.0,2.0,1.0,1.0,2.0,0.0,1.0,2,3,1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,16.0,16.0,22.0,22.0,1.8,1.8,4.0,4.0,17.0,17.0,11.0
Couatl,MM (2024),82.0,Celestial,Medium,generic,N,4.0,2,1000.0,3.0,5.0,3.0,4.0,5.0,4.0,3,5,5,4,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,19.0,19.0,60.0,120.0,4.7,7.2,7.0,9.5,11.5,11.5,15.0
Crab,MM (2024),351.0,Beast,Tiny,generic,N,0.0,2,7.0,-2.0,0.0,1.0,-5.0,-1.0,-4.0,-2,0,1,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,11.0,3.5,3.5,-1.8,-1.8,2.0,2.0,1.0,1.0,
Crawling Claw,MM (2024),83.0,Undead,Tiny,generic,N,0.0,2,7.0,1.0,2.0,0.0,-3.0,0.0,-3.0,1,2,0,-3,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,12.0,12.0,2.5,2.5,-0.5,-0.5,3.0,3.0,2.0,2.0,
Crocodile,MM (2024),352.0,Beast,Large,generic,N,0.5,2,75.0,2.0,0.0,1.0,-4.0,0.0,-3.0,2,0,3,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,12.0,13.0,13.0,-0.3,-0.3,4.0,6.0,6.5,6.5,
Cultist,MM (2024),84.0,Humanoid,Medium,generic,N,0.125,2,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,9.0,9.0,0.5,0.5,3.0,3.0,4.5,4.5,
Cultist Fanatic,MM (2024),85.0,Humanoid,Medium,generic,N,2.0,2,300.0,0.0,2.0,1.0,0.0,2.0,1.0,0,2,1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,13.0,13.0,44.0,44.0,1.3,1.3,4.0,4.0,20.0,20.0,
Cultist Hierophant,MM (2024),85.0,Humanoid,Medium,generic,N,10.0,4,5700.0,2.0,4.0,4.0,1.0,3.0,5.0,2,4,4,1,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,16.0,16.0,144.5,144.5,4.5,4.5,9.0,9.0,93.0,93.0,17.0
Cyclops Oracle,MM (2024),88.0,Giant,Huge,generic,N,10.0,4,5700.0,6.0,0.0,5.0,3.0,4.0,0.0,6,0,9,3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,16.0,18.0,207.0,207.0,4.3,4.3,10.0,10.0,67.5,67.5,
Cyclops Sentry,MM (2024),88.0,Giant,Huge,generic,N,6.0,3,2000.0,6.0,0.0,5.0,-1.0,-2.0,0.0,6,0,5,-1,-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,14.0,138.0,138.0,1.3,1.3,9.0,10.0,45.0,45.0,
Dao,MM (2024),89.0,Elemental,Large,generic,N,11.0,4,6800.0,6.0,1.0,7.0,1.0,1.0,4.0,6,5,7,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,22.0,200.0,200.0,4.7,8.7,10.0,10.0,72.0,72.0,16.0
Darkmantle,MM (2024),90.0,Aberration,Small,generic,N,0.5,2,75.0,3.0,1.0,1.0,-4.0,0.0,-3.0,3,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,11.0,22.5,22.5,-0.3,-0.3,5.0,9.0,6.5,6.5,
Death Cultist,MM (2024),86.0,Humanoid,Medium,generic,N,8.0,3,3500.0,4.0,1.0,4.0,1.0,3.0,2.0,4,1,7,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,127.5,127.5,3.5,3.5,7.0,7.0,70.833336,70.833336,14.0
Death Dog,MM (2024),91.0,Monstrosity,Medium,generic,N,1.0,2,150.0,2.0,2.0,2.0,-4.0,1.0,-2.0,2,2,2,-4,1,-2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,14.0,39.0,39.0,0.2,0.2,4.0,4.0,9.0,9.0,12.0
Death Knight,MM (2024),92.0,Undead,Medium,generic,L,17.0,6,18000.0,5.0,0.0,5.0,1.0,3.0,4.0,5,6,5,1,9,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,20.0,22.0,199.5,289.5,5.0,9.0,11.0,11.0,174.16667,174.16667,18.0
Death Knight Aspirant,MM (2024),93.0,Undead,Medium,generic,N,11.0,4,6800.0,5.0,0.0,4.0,0.0,1.0,3.0,5,4,4,0,5,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,20.0,22.0,178.5,178.5,3.5,7.5,9.0,9.0,77.0,77.0,15.0
Death Slaad,MM (2024),287.0,Aberration,Medium,generic,N,10.0,4,5700.0,5.0,2.0,4.0,2.0,0.0,4.0,5,2,4,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,10.0,18.0,20.0,178.5,312.8,2.8,6.8,9.0,9.0,44.0,52.8,16.0
Death Tyrant,MM (2024),95.0,Undead,Large,generic,L,14.0,5,11500.0,4.0,2.0,2.0,4.0,2.0,4.0,4,2,7,4,7,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,19.0,21.0,195.0,285.0,4.7,4.7,9.0,9.0,123.0,127.920006,17.0
Death Tyrant,MM (2024),95.0,Undead,Large,generic,LL,15.0,5,13000.0,4.0,2.0,2.0,4.0,2.0,4.0,4,2,7,4,7,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,19.0,21.0,195.0,315.0,4.7,4.7,9.0,9.0,149.0,154.96,17.0
Deer,MM (2024),352.0,Beast,Medium,generic,N,0.0,2,7.0,0.0,3.0,0.0,-4.0,2.0,-3.0,0,3,0,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,13.0,4.5,4.5,-0.3,-0.3,2.0,2.0,2.5,2.5,
Demilich,MM (2024),96.0,Undead,Tiny,generic,L,18.0,6,20000.0,-5.0,5.0,0.0,5.0,3.0,5.0,-5,11,6,11,9,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,20.0,20.0,180.0,337.5,6.2,6.2,11.0,11.0,169.16667,169.16667,19.0
Demilich,MM (2024),96.0,Undead,Tiny,generic,LL,19.0,6,22000.0,-5.0,5.0,0.0,5.0,3.0,5.0,-5,11,6,11,9,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,20.0,20.0,180.0,375.0,6.2,6.2,11.0,11.0,193.66667,193.66667,19.0
Deva,MM (2024),97.0,Celestial,Medium,generic,N,10.0,4,5700.0,4.0,4.0,4.0,3.0,5.0,5.0,4,4,4,3,9,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,17.0,17.0,229.5,257.5,5.5,9.5,8.0,8.0,51.0,51.0,
Dire Wolf,MM (2024),352.0,Beast,Large,generic,N,1.0,2,150.0,3.0,2.0,2.0,-4.0,1.0,-2.0,3,2,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,14.0,22.5,22.5,0.3,0.3,5.0,6.0,8.5,8.5,
Dire Worg,MM (2024),335.0,Fey,Huge,generic,N,10.0,4,5700.0,6.0,2.0,4.0,-2.0,3.0,-1.0,6,6,4,-2,7,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,18.0,147.0,147.0,3.3,7.3,10.0,10.0,68.0,68.0,16.0
Displacer Beast,MM (2024),98.0,Monstrosity,Large,generic,N,3.0,2,600.0,4.0,2.0,3.0,-2.0,1.0,-1.0,4,2,3,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,13.0,17.0,76.5,76.5,1.2,3.2,6.0,6.0,20.5,20.5,
Djinni,MM (2024),99.0,Elemental,Large,generic,N,11.0,4,6800.0,5.0,2.0,6.0,2.0,3.0,5.0,5,6,6,2,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,17.0,21.0,218.5,218.5,5.2,9.2,9.0,9.0,66.0,66.0,17.0
Doppelganger,MM (2024),100.0,Monstrosity,Medium,generic,N,3.0,2,600.0,0.0,4.0,2.0,0.0,1.0,2.0,0,4,2,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,14.0,14.0,52.0,52.0,1.5,1.5,6.0,8.0,22.0,22.0,
Dracolich,MM (2024),102.0,or,Huge,generic,L,17.0,6,18000.0,7.0,0.0,6.0,4.0,2.0,5.0,7,6,6,4,8,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,20.0,20.0,225.0,315.0,6.0,10.0,13.0,13.0,147.16667,147.16667,20.0
Dracolich,MM (2024),102.0,or,Huge,generic,LL,18.0,6,20000.0,7.0,0.0,6.0,4.0,2.0,5.0,7,6,6,4,8,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,20.0,20.0,225.0,345.0,6.0,10.0,13.0,13.0,169.66667,169.66667,20.0
Draft Horse,MM (2024),352.0,Beast,Large,generic,N,0.25,2,37.0,4.0,0.0,2.0,-4.0,0.0,-2.0,4,0,2,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,10.0,15.0,15.0,0.0,0.0,6.0,6.0,6.5,6.5,
Dragon Turtle,MM (2024),103.0,Dragon,Gargantuan,generic,N,17.0,6,18000.0,7.0,0.0,5.0,0.0,1.0,1.0,7,0,11,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,20.0,20.0,356.5,356.5,4.3,4.3,13.0,13.0,98.333336,98.333336,19.0
Dretch,MM (2024),103.0,Fiend,Small,generic,N,0.25,2,37.0,1.0,0.0,1.0,-3.0,-1.0,-4.0,1,0,1,-3,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,11.0,11.0,18.0,36.0,-1.0,-1.0,3.0,3.0,4.5,4.5,
Drider,MM (2024),105.0,Monstrosity,Large,generic,N,6.0,3,2000.0,3.0,4.0,4.0,1.0,3.0,1.0,3,4,4,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,19.0,19.0,123.5,123.5,2.7,2.7,7.0,9.0,39.0,39.0,14.0
Druid,MM (2024),106.0,Humanoid,Medium,generic,N,2.0,2,300.0,0.0,1.0,1.0,1.0,3.0,0.0,0,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,44.0,44.0,1.0,1.0,5.0,5.0,21.0,21.0,13.0
Dryad,MM (2024),107.0,Fey,Medium,generic,N,1.0,2,150.0,0.0,1.0,0.0,2.0,2.0,4.0,0,1,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,22.5,22.5,1.5,5.5,6.0,6.0,8.5,10.2,
Dust Mephit,MM (2024),206.0,Elemental,Small,generic,N,0.5,2,75.0,-3.0,2.0,0.0,-1.0,0.0,0.0,-3,2,0,-1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,12.0,17.5,17.5,-0.3,-0.3,4.0,4.0,4.5,6.1666665,10.0
Eagle,MM (2024),353.0,Beast,Small,generic,N,0.0,2,7.0,-2.0,2.0,1.0,-4.0,2.0,-2.0,-2,2,1,-4,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,4.5,4.5,-0.5,-0.5,4.0,4.0,4.5,4.5,
Earth Elemental,MM (2024),108.0,Elemental,Large,generic,N,5.0,3,1400.0,5.0,-1.0,5.0,-3.0,0.0,-3.0,5,-1,5,-3,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,17.0,17.0,147.0,147.0,0.5,0.5,8.0,8.0,28.0,28.0,
Efreeti,MM (2024),109.0,Elemental,Large,generic,N,11.0,4,6800.0,6.0,1.0,7.0,3.0,2.0,4.0,6,1,7,3,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,212.5,212.5,5.2,9.2,10.0,10.0,78.0,78.0,
