Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,D-CR DMG,O-CR DMG,CR DMG,XP DMG,eHP,D-eCR,eDPR,O-eCR,eCR,eXP
MToF,196.0,fey,generic,N,10.0,4,5900.0,127.5,19.0,190.5,24.0,8.0,8.0,36.0,12.0,6.0,9.0,5000.0,342.1,13.0,48.2,6.0,8.0,4126.0
MToF,197.0,fey,generic,N,10.0,4,5900.0,127.5,19.0,213.0,21.0,8.0,8.0,52.0,12.0,8.0,10.0,5900.0,330.4,13.0,69.7,8.0,10.0,5757.0
VGtM,174.0,aberration,legendary,LL,14.0,5,11500.0,210.0,10.0,330.0,14.0,7.0,7.0,138.33333,16.0,19.0,17.0,18000.0,363.8,14.0,176.6,19.0,16.0,16059.0
MToF,200.0,elemental,legendary,L,23.0,7,50000.0,264.0,19.0,480.0,21.0,16.0,16.0,132.66667,23.0,23.0,23.0,50000.0,744.6,23.0,262.7,22.0,23.0,48899.0
MM,322.0,beast,generic,N,4.0,2,1100.0,76.0,12.0,76.0,12.0,8.0,8.0,28.333334,1.0,5.0,3.0,700.0,76.0,1.0,38.0,4.0,3.0,721.0
PotA,202.0,humanoid,unique,N,5.0,3,1800.0,71.5,14.0,71.0,14.0,7.0,7.0,56.0,1.0,8.0,4.0,1100.0,78.3,1.0,71.5,8.0,4.0,1399.0
MM,325.0,beast,generic,N,2.0,2,450.0,42.5,14.0,42.0,14.0,6.0,6.0,22.0,0.25,4.0,2.0,450.0,46.3,0.25,26.7,3.0,1.0,310.0
MM,130.0,celestial,legendary,L,23.0,7,50000.0,313.5,22.0,503.8,26.0,17.0,17.0,146.66667,26.0,24.0,25.0,75000.0,997.4,27.0,304.9,23.0,25.0,76028.0
VGtM,213.0,humanoid,generic,N,5.0,3,1800.0,40.5,12.0,70.5,15.0,6.0,6.0,67.333336,2.0,10.0,6.0,2300.0,81.6,1.0,81.8,10.0,5.0,1670.0
MM,73.0,fiend,generic,N,12.0,4,8400.0,153.0,18.0,191.3,23.0,8.0,8.0,66.0,12.0,10.0,11.0,7200.0,327.1,12.0,88.4,10.0,11.0,7233.0
PotA,200.0,humanoid,generic,N,2.0,2,450.0,45.5,17.0,45.0,17.0,4.0,4.0,17.333334,1.0,2.0,1.0,200.0,57.4,0.5,19.1,2.0,1.0,274.0
PotA,200.0,humanoid,generic,N,3.0,2,700.0,52.0,12.0,52.0,15.0,5.0,5.0,46.666668,1.0,7.0,4.0,1100.0,60.2,0.5,54.0,6.0,3.0,813.0
MM,131.0,monstrosity,generic,N,2.0,2,450.0,44.0,13.0,44.0,13.0,4.0,4.0,17.0,0.25,2.0,1.0,200.0,46.2,0.25,18.7,2.0,1.0,216.0
MM,132.0,giant,generic,N,4.0,2,1100.0,85.0,12.0,85.0,12.0,7.0,7.0,28.0,1.0,5.0,3.0,700.0,85.0,1.0,35.7,4.0,3.0,759.0
VGtM,214.0,humanoid,generic,N,9.0,4,5000.0,66.0,12.0,99.0,20.0,7.0,7.0,102.0,5.0,15.0,10.0,5900.0,146.3,4.0,130.2,15.0,9.0,4760.0
CoS,230.0,humanoid,unique,N,8.0,3,3900.0,82.5,17.0,82.0,22.0,8.0,8.0,58.0,5.0,9.0,7.0,2900.0,133.6,4.0,77.7,9.0,7.0,2595.0
PotA,207.0,humanoid,generic,N,2.0,2,450.0,52.0,10.0,82.0,13.0,4.0,4.0,13.333333,1.0,1.0,1.0,200.0,86.1,1.0,14.7,1.0,1.0,316.0
PotA,189.0,humanoid,generic,N,1.0,2,200.0,33.0,16.0,33.0,16.0,4.0,4.0,14.0,0.5,1.0,0.5,100.0,40.1,0.25,15.4,2.0,0.5,155.0
GGtR,199.0,celestial,generic,N,5.0,3,1800.0,93.5,17.0,93.0,19.0,7.0,7.0,35.666668,5.0,5.0,5.0,1800.0,130.9,4.0,45.5,5.0,5.0,1489.0
MM,125.0,elemental,generic,N,5.0,3,1800.0,102.0,13.0,153.0,13.0,8.0,8.0,35.0,5.0,6.0,5.0,1800.0,160.7,5.0,46.9,6.0,5.0,1884.0
PotA,213.0,elemental,generic,N,7.0,3,2900.0,123.5,18.0,184.5,18.0,7.0,7.0,26.0,9.0,4.0,6.0,2300.0,247.2,9.0,33.2,4.0,6.0,2051.0
MM,154.0,giant,generic,N,9.0,4,5000.0,162.5,18.0,162.0,20.0,11.0,11.0,56.0,9.0,10.0,9.0,5000.0,239.3,9.0,86.9,10.0,10.0,5198.0
VGtM,147.0,giant,generic,N,14.0,5,11500.0,187.5,21.0,187.0,23.0,13.0,13.0,72.0,11.0,13.0,12.0,8400.0,319.8,12.0,123.1,14.0,13.0,9846.0
GGtR,231.0,humanoid,generic,N,7.0,3,2900.0,117.0,18.0,117.0,18.0,6.0,6.0,48.0,6.0,7.0,6.0,2300.0,156.8,5.0,58.3,7.0,6.0,2287.0
VGtM,143.0,humanoid,generic,N,1.0,2,200.0,33.0,10.0,38.0,13.0,4.0,4.0,18.0,0.25,2.0,1.0,200.0,39.9,0.25,19.8,2.0,1.0,198.0
VGtM,144.0,elemental,generic,N,3.0,2,700.0,52.5,16.0,52.0,18.0,5.0,5.0,24.0,2.0,3.0,2.0,450.0,69.7,0.5,27.8,3.0,2.0,484.0
MM,134.0,undead,generic,N,4.0,2,1100.0,40.5,13.0,80.0,20.0,5.0,5.0,34.666668,4.0,5.0,4.0,1100.0,118.2,3.0,40.1,5.0,4.0,1186.0
PotA,201.0,humanoid,generic,N,6.0,3,2300.0,105.0,12.0,105.0,15.0,6.0,6.0,65.0,4.0,10.0,7.0,2900.0,121.6,3.0,79.0,9.0,6.0,2401.0
MOoT,223.0,monstrosity,legendary,L,3.0,2,700.0,45.0,15.0,67.5,17.0,6.0,6.0,31.666666,2.0,4.0,3.0,700.0,86.1,1.0,38.5,4.0,3.0,829.0
MM,169.0,construct,generic,N,5.0,3,1800.0,93.5,9.0,186.0,11.0,7.0,7.0,26.0,6.0,4.0,5.0,1800.0,177.1,6.0,33.2,4.0,5.0,1470.0
BGDiA,236.0,construct,generic,N,8.0,3,3900.0,210.0,12.0,420.0,14.0,8.0,8.0,32.0,19.0,5.0,12.0,8400.0,463.1,18.0,42.9,5.0,9.0,4964.0
GGtR,242.0,humanoid,generic,N,5.0,3,1800.0,55.0,12.0,55.0,15.0,8.0,8.0,63.0,1.0,10.0,5.0,1800.0,63.7,0.5,84.4,10.0,4.0,1344.0
GGtR,208.0,elemental,generic,N,7.0,3,2900.0,60.0,16.0,120.0,16.0,7.0,7.0,46.0,5.0,7.0,6.0,2300.0,145.9,4.0,58.7,7.0,6.0,2141.0
GGtR,203.0,aberration,generic,N,3.0,2,700.0,49.5,16.0,49.0,16.0,7.0,7.0,22.0,0.5,4.0,2.0,450.0,59.6,0.5,28.1,3.0,2.0,418.0
MM,136.0,giant,generic,N,8.0,3,3900.0,149.5,14.0,149.0,14.0,9.0,9.0,46.0,6.0,8.0,7.0,2900.0,164.3,5.0,64.7,8.0,7.0,2658.0
OotA,238.0,fiend,unique,LL,23.0,7,50000.0,350.0,18.0,550.0,22.0,16.0,16.0,269.0,25.0,29.0,27.0,105000.0,895.9,26.0,532.6,30.0,28.0,119288.0
MToF,146.0,fiend,unique,LL,23.0,7,50000.0,337.5,18.0,533.8,22.0,16.0,16.0,222.0,24.0,27.0,25.0,75000.0,869.4,25.0,439.5,27.0,26.0,95538.0
VGtM,145.0,monstrosity,generic,N,10.0,4,5900.0,184.0,14.0,184.0,14.0,10.0,10.0,47.666668,7.0,9.0,8.0,3900.0,202.9,7.0,70.4,8.0,8.0,3572.0
IDRotF,288.0,humanoid,generic,N,5.0,3,1800.0,67.5,13.0,67.0,13.0,6.0,6.0,48.666668,0.5,7.0,4.0,1100.0,70.4,0.5,59.2,7.0,4.0,1040.0
MM,155.0,giant,generic,N,8.0,3,3900.0,138.0,15.0,138.0,17.0,9.0,9.0,50.0,6.0,8.0,7.0,2900.0,176.1,6.0,70.4,8.0,7.0,3098.0
VGtM,148.0,giant,generic,N,12.0,4,8400.0,189.0,15.0,273.8,17.0,11.0,11.0,60.0,14.0,11.0,12.0,8400.0,349.4,13.0,93.1,11.0,12.0,8130.0
IDRotF,288.0,undead,generic,N,6.0,3,2300.0,102.0,14.0,102.0,14.0,9.0,9.0,50.0,3.0,8.0,5.0,1800.0,112.5,3.0,70.4,8.0,5.0,1978.0
HotDQ,90.0,humanoid,unique,N,2.0,2,450.0,44.0,16.0,44.0,16.0,6.0,6.0,40.0,0.5,6.0,3.0,700.0,53.5,0.25,48.6,6.0,3.0,650.0
MM,139.0,elemental,generic,N,6.0,3,2300.0,85.5,16.0,127.5,16.0,8.0,8.0,31.0,5.0,5.0,5.0,1800.0,155.0,5.0,41.5,5.0,5.0,1610.0
IDRotF,301.0,construct,generic,N,3.0,2,700.0,68.0,14.0,68.0,16.0,6.0,7.0,24.0,1.0,4.0,2.0,450.0,82.7,1.0,30.6,4.0,3.0,633.0
GGtR,243.0,humanoid,generic,N,5.0,3,1800.0,52.0,13.0,78.0,13.0,7.0,7.0,59.0,1.0,9.0,5.0,1800.0,81.9,1.0,75.3,9.0,5.0,1542.0
GGtR,209.0,elemental,generic,N,1.0,2,200.0,22.5,12.0,44.0,12.0,4.0,4.0,14.666667,0.25,2.0,1.0,200.0,44.0,0.25,16.2,2.0,0.5,178.0
PotA,208.0,humanoid,unique,LL,9.0,4,5000.0,112.5,16.0,152.0,16.0,7.0,7.0,84.666664,6.0,13.0,9.0,5000.0,184.8,6.0,108.1,13.0,9.0,4991.0
PotA,208.0,humanoid,unique,L,9.0,4,5000.0,112.5,16.0,152.0,16.0,7.0,7.0,48.666668,6.0,7.0,6.0,2300.0,184.8,6.0,62.1,7.0,7.0,2869.0
MM,140.0,elemental,generic,N,2.0,2,450.0,52.5,15.0,52.0,15.0,4.0,4.0,10.0,1.0,1.0,1.0,200.0,60.2,0.5,11.0,1.0,0.5,166.0
VGtM,125.0,aberration,generic,N,6.0,3,2300.0,67.5,15.0,88.0,21.0,6.0,6.0,48.666668,6.0,7.0,6.0,2300.0,136.5,4.0,59.2,7.0,6.0,2019.0
MM,242.0,ooze,generic,N,2.0,2,450.0,84.0,6.0,84.0,6.0,4.0,4.0,20.0,0.125,2.0,1.0,200.0,62.7,0.5,22.1,2.0,1.0,346.0
MM,143.0,elemental,generic,N,11.0,4,7200.0,187.5,18.0,187.0,20.0,10.0,10.0,40.0,10.0,8.0,9.0,5000.0,276.3,10.0,59.1,7.0,8.0,4082.0
MM,144.0,elemental,generic,N,11.0,4,7200.0,161.0,17.0,161.0,19.0,9.0,9.0,45.0,9.0,8.0,8.0,3900.0,226.5,8.0,63.3,8.0,8.0,3586.0
MM,145.0,elemental,generic,N,11.0,4,7200.0,200.0,17.0,200.0,21.0,10.0,10.0,40.0,11.0,8.0,9.0,5000.0,310.3,12.0,59.1,7.0,9.0,4584.0
MM,146.0,elemental,generic,N,11.0,4,7200.0,229.5,17.0,286.3,21.0,10.0,10.0,42.0,16.0,8.0,12.0,8400.0,444.1,17.0,62.1,7.0,11.0,6889.0
MToF,172.0,fiend,unique,LL,22.0,7,41000.0,300.0,19.0,480.0,23.0,16.0,16.0,122.666664,24.0,22.0,23.0,50000.0,821.0,25.0,242.9,21.0,23.0,49847.0
PotA,209.0,humanoid,unique,N,7.0,3,2900.0,102.0,15.0,102.0,17.0,7.0,8.0,56.333332,5.0,8.0,6.0,2300.0,130.2,4.0,75.5,9.0,6.0,2457.0
MM,148.0,undead,generic,N,2.0,2,450.0,36.0,13.0,36.0,14.0,5.0,5.0,10.0,0.25,2.0,1.0,200.0,39.7,0.25,11.6,1.0,0.5,115.0
MM,147.0,undead,generic,N,4.0,2,1100.0,45.0,11.0,180.0,13.0,5.0,5.0,17.0,7.0,3.0,5.0,1800.0,189.0,7.0,19.7,2.0,3.0,930.0
GGtR,245.0,undead,unique,L,8.0,3,3900.0,110.0,14.0,235.5,14.0,8.0,8.0,54.0,10.0,8.0,9.0,5000.0,259.6,10.0,72.4,9.0,9.0,4697.0
MOoT,222.0,undead,generic,N,5.0,3,1800.0,55.0,12.0,82.5,16.0,6.0,6.0,38.0,2.0,5.0,3.0,700.0,100.3,2.0,46.2,5.0,4.0,1158.0
MM,148.0,undead,generic,N,1.0,2,200.0,22.5,12.0,22.0,12.0,4.0,4.0,7.0,0.125,0.5,0.25,50.0,22.0,0.125,7.7,0.5,0.25,42.0
ToA,221.0,elemental,generic,N,10.0,4,5900.0,147.0,17.0,183.8,17.0,8.0,8.0,47.0,8.0,8.0,8.0,3900.0,234.5,9.0,63.0,7.0,8.0,3693.0
TftYP,236.0,beast,generic,N,4.0,2,1100.0,66.5,14.0,66.0,14.0,7.0,7.0,39.333332,0.5,6.0,3.0,700.0,72.8,1.0,50.2,6.0,3.0,913.0
MM,157.0,aberration,generic,N,2.0,2,450.0,67.5,9.0,67.0,9.0,2.0,2.0,17.0,0.125,2.0,1.0,200.0,57.9,0.5,17.0,2.0,1.0,246.0
BGDiA,65.0,undead,unique,N,6.0,3,2300.0,136.0,11.0,249.0,11.0,7.0,7.0,22.0,9.0,4.0,6.0,2300.0,237.1,9.0,28.1,3.0,5.0,1665.0
MToF,204.0,humanoid,generic,N,3.0,2,700.0,60.0,16.0,60.0,16.0,4.0,4.0,22.666666,1.0,3.0,2.0,450.0,72.9,1.0,25.0,3.0,2.0,456.0
CM,27.0,aberration,generic,N,2.0,2,450.0,39.0,12.0,39.0,12.0,4.0,4.0,16.0,0.25,2.0,1.0,200.0,39.0,0.25,17.6,2.0,0.5,172.0
VGtM,152.0,monstrosity,generic,N,4.0,2,1100.0,59.5,13.0,59.0,13.0,6.0,6.0,52.0,0.5,8.0,4.0,1100.0,62.0,0.5,63.2,8.0,4.0,979.0
ToA,240.0,undead,generic,N,3.0,2,700.0,59.5,11.0,66.0,11.0,6.0,6.0,37.0,0.25,5.0,3.0,700.0,62.9,0.5,45.0,5.0,3.0,707.0
MToF,204.0,humanoid,generic,N,10.0,4,5900.0,123.5,17.0,123.0,21.0,7.0,7.0,94.666664,7.0,15.0,11.0,7200.0,190.8,7.0,120.8,14.0,10.0,5764.0
MToF,205.0,humanoid,generic,N,12.0,4,8400.0,180.0,18.0,180.0,21.0,8.0,8.0,84.0,10.0,13.0,11.0,7200.0,279.2,10.0,112.6,13.0,12.0,7858.0
MM,160.0,humanoid,generic,N,8.0,3,3900.0,91.0,18.0,91.0,20.0,9.0,9.0,46.0,5.0,8.0,6.0,2300.0,134.4,4.0,64.7,8.0,6.0,2176.0
MToF,206.0,humanoid,legendary,L,14.0,5,11500.0,187.0,18.0,187.0,21.0,12.0,12.0,93.0,10.0,17.0,13.0,10000.0,290.1,11.0,151.5,17.0,14.0,10987.0
MM,160.0,humanoid,generic,N,3.0,2,700.0,49.5,17.0,49.0,19.0,4.0,4.0,32.0,2.0,4.0,3.0,700.0,68.9,0.5,35.3,4.0,3.0,608.0
MToF,207.0,humanoid,legendary,LL,16.0,5,15000.0,144.5,20.0,144.0,27.0,10.0,10.0,229.33333,11.0,24.0,17.0,18000.0,299.4,11.0,338.8,24.0,20.0,25359.0
MToF,208.0,humanoid,generic,N,10.0,4,5900.0,112.5,18.0,127.0,25.0,8.0,8.0,73.666664,9.0,11.0,10.0,5900.0,239.5,9.0,98.7,11.0,10.0,5910.0
MM,161.0,humanoid,generic,N,2.0,2,450.0,38.5,14.0,38.0,19.0,4.0,4.0,30.0,2.0,4.0,3.0,700.0,53.5,0.25,33.1,4.0,2.0,442.0
MM,161.0,humanoid,generic,N,6.0,3,2300.0,84.5,17.0,84.0,24.0,7.0,7.0,48.0,6.0,7.0,6.0,2300.0,150.9,5.0,61.3,7.0,6.0,2310.0
MM,58.0,fiend,generic,N,9.0,4,5000.0,157.5,17.0,235.5,21.0,9.0,9.0,46.0,13.0,8.0,10.0,5900.0,365.3,14.0,64.7,8.0,10.0,5912.0
MM,399.0,humanoid,generic,N,5.0,3,1800.0,112.5,16.0,112.0,19.0,7.0,7.0,33.0,6.0,5.0,5.0,1800.0,157.6,5.0,42.1,5.0,5.0,1659.0
GGtR,215.0,undead,generic,N,8.0,3,3900.0,136.0,16.0,204.0,16.0,8.0,8.0,33.0,9.0,6.0,7.0,2900.0,248.0,9.0,44.2,5.0,7.0,2741.0
MToF,224.0,humanoid,generic,N,9.0,4,5000.0,104.0,14.0,179.0,17.0,8.0,8.0,73.0,8.0,11.0,9.0,5000.0,228.5,8.0,97.8,11.0,10.0,5587.0
MM,163.0,fiend,generic,N,4.0,2,1100.0,65.0,14.0,65.0,16.0,5.0,5.0,29.0,1.0,4.0,2.0,450.0,79.0,1.0,33.6,4.0,3.0,663.0
VGtM,154.0,humanoid,generic,N,1.0,2,200.0,22.0,14.0,22.0,14.0,4.0,4.0,16.0,0.125,2.0,1.0,200.0,24.3,0.125,17.6,2.0,0.5,107.0
VGtM,153.0,humanoid,generic,N,9.0,4,5000.0,127.5,16.0,187.0,16.0,9.0,9.0,52.0,8.0,9.0,8.0,3900.0,227.3,8.0,73.2,9.0,8.0,4158.0
MM,163.0,humanoid,generic,N,2.0,2,450.0,49.5,15.0,49.0,15.0,5.0,5.0,16.0,0.5,3.0,2.0,450.0,56.7,0.5,18.5,2.0,1.0,263.0
IDRotF,290.0,undead,generic,N,8.0,3,3900.0,93.5,17.0,225.0,17.0,8.0,8.0,41.0,11.0,7.0,9.0,5000.0,287.2,11.0,54.9,7.0,8.0,3944.0
IDRotF,304.0,aberration,generic,N,5.0,3,1800.0,58.5,16.0,88.0,20.0,7.0,7.0,45.333332,5.0,7.0,6.0,2300.0,130.0,4.0,57.9,7.0,5.0,1881.0
MM,166.0,humanoid,generic,N,1.0,2,200.0,21.0,17.0,36.0,21.0,8.0,8.0,10.0,3.0,3.0,3.0,700.0,55.8,0.5,13.4,1.0,1.0,187.0
VGtM,182.0,humanoid,generic,N,1.0,2,200.0,7.0,13.0,46.0,17.0,8.0,8.0,5.0,1.0,1.0,1.0,200.0,58.7,0.5,6.7,0.5,0.5,98.0
MM,115.0,dragon,generic,N,3.0,2,700.0,60.0,17.0,60.0,19.0,6.0,6.0,20.666666,3.0,4.0,3.0,700.0,84.4,1.0,25.1,3.0,2.0,530.0
MM,114.0,dragon,legendary,L,17.0,6,18000.0,256.5,19.0,346.0,21.0,14.0,14.0,127.666664,20.0,22.0,21.0,33000.0,536.8,20.0,229.3,21.0,21.0,30766.0
MM,113.0,dragon,legendary,LL,24.0,7,62000.0,546.0,22.0,636.0,26.0,17.0,21.0,141.0,29.0,26.0,27.0,105000.0,1259.2,30.0,356.3,25.0,27.0,112166.0
MM,115.0,dragon,generic,N,10.0,4,5900.0,178.5,18.0,178.0,20.0,10.0,10.0,65.333336,10.0,11.0,10.0,5900.0,263.0,10.0,96.5,11.0,11.0,6346.0
MOoT,221.0,construct,generic,N,5.0,3,1800.0,76.0,16.0,114.0,18.0,7.0,7.0,38.666668,5.0,6.0,5.0,1800.0,152.8,5.0,49.3,6.0,5.0,1885.0
GGtR,236.0,humanoid,generic,N,5.0,3,1800.0,88.0,14.0,93.0,14.0,6.0,6.0,37.333332,2.0,5.0,3.0,700.0,102.5,2.0,45.4,5.0,4.0,1163.0
IDRotF,292.0,humanoid,generic,N,3.0,2,700.0,67.5,12.0,76.0,12.0,6.0,6.0,20.0,1.0,3.0,2.0,450.0,76.0,1.0,24.3,3.0,2.0,462.0
IDRotF,293.0,humanoid,generic,N,8.0,3,3900.0,161.5,10.0,344.0,12.0,8.0,8.0,32.0,16.0,5.0,10.0,5900.0,344.0,13.0,42.9,5.0,8.0,3688.0
MM,171.0,monstrosity,generic,N,5.0,3,1800.0,114.0,19.0,114.0,19.0,8.0,8.0,23.333334,6.0,5.0,5.0,1800.0,160.4,5.0,31.3,4.0,4.0,1254.0
MM,59.0,fiend,generic,N,17.0,6,18000.0,310.5,19.0,310.0,23.0,13.0,13.0,83.0,18.0,15.0,16.0,15000.0,530.2,20.0,142.0,16.0,18.0,18817.0
IDRotF,176.0,humanoid,unique,N,2.0,2,450.0,59.5,9.0,118.0,9.0,5.0,5.0,13.0,2.0,2.0,2.0,450.0,101.9,2.0,15.0,1.0,2.0,384.0
WDotMM,244.0,ooze,unique,N,8.0,3,3900.0,152.0,8.0,152.0,8.0,7.0,7.0,84.0,3.0,13.0,8.0,3900.0,125.1,4.0,107.2,12.0,8.0,3352.0
MToF,209.0,monstrosity,generic,N,12.0,4,8400.0,189.0,19.0,189.0,19.0,8.0,8.0,77.0,9.0,12.0,10.0,5900.0,265.9,10.0,103.2,12.0,11.0,6860.0
OotA,248.0,fiend,unique,LL,24.0,7,62000.0,378.0,20.0,585.0,29.0,13.0,15.0,170.0,30.0,24.0,27.0,105000.0,1340.8,30.0,320.6,24.0,27.0,107454.0
MToF,149.0,fiend,unique,LL,24.0,7,62000.0,346.5,20.0,545.0,29.0,13.0,15.0,150.0,29.0,23.0,26.0,90000.0,1249.1,30.0,282.8,23.0,26.0,88330.0
MM,94.0,dragon,legendary,L,15.0,5,13000.0,207.0,19.0,297.0,21.0,11.0,11.0,115.666664,17.0,18.0,17.0,18000.0,460.7,18.0,179.4,19.0,19.0,20669.0
MM,93.0,dragon,legendary,LL,22.0,7,41000.0,385.0,21.0,490.0,23.0,15.0,15.0,175.0,24.0,24.0,24.0,62000.0,838.1,25.0,330.0,24.0,24.0,69138.0
MM,94.0,dragon,generic,N,8.0,3,3900.0,136.0,18.0,136.0,22.0,7.0,7.0,52.666668,8.0,8.0,8.0,3900.0,221.5,8.0,67.2,8.0,8.0,3723.0
MM,172.0,aberration,generic,N,3.0,2,700.0,55.0,12.0,55.0,12.0,4.0,4.0,14.0,0.5,1.0,0.5,100.0,55.0,0.5,15.4,2.0,1.0,212.0
MM,173.0,monstrosity,generic,N,2.0,2,450.0,27.0,14.0,27.0,14.0,4.0,4.0,14.0,0.125,1.0,0.5,100.0,29.8,0.125,15.4,2.0,0.5,115.0
MM,173.0,monstrosity,generic,N,7.0,3,2900.0,75.0,18.0,112.5,18.0,7.0,7.0,46.0,5.0,7.0,6.0,2300.0,150.8,5.0,58.7,7.0,6.0,2213.0
MM,174.0,monstrosity,generic,N,2.0,2,450.0,59.5,12.0,59.0,12.0,6.0,6.0,19.0,0.5,3.0,2.0,450.0,59.0,0.5,23.1,3.0,1.0,341.0
WDH,197.0,humanoid,generic,N,2.0,2,450.0,58.5,17.0,58.0,17.0,4.0,4.0,11.0,2.0,1.0,1.0,200.0,74.0,1.0,12.1,1.0,1.0,224.0
OotA,,humanoid,unique,N,2.0,2,450.0,33.0,18.0,33.0,18.0,4.0,4.0,44.0,1.0,5.0,3.0,700.0,44.2,0.25,48.5,6.0,2.0,536.0
VGtM,157.0,humanoid,generic,N,2.0,2,450.0,49.5,13.0,49.0,14.0,5.0,5.0,11.0,0.25,2.0,1.0,200.0,54.0,0.5,12.7,1.0,0.5,172.0
VGtM,157.0,humanoid,generic,N,1.0,2,200.0,27.5,13.0,27.0,16.0,5.0,5.0,17.333334,0.25,3.0,2.0,450.0,32.8,0.125,20.1,2.0,0.5,165.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,13.0,0.5,2.0,1.0,200.0,57.3,0.5,15.0,1.0,1.0,216.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,13.0,0.5,2.0,1.0,200.0,57.3,0.5,15.0,1.0,1.0,216.0
HotDQ,91.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,13.0,0.5,2.0,1.0,200.0,57.3,0.5,15.0,1.0,1.0,216.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,13.0,0.5,2.0,1.0,200.0,57.3,0.5,15.0,1.0,1.0,216.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,13.0,0.5,2.0,1.0,200.0,57.3,0.5,15.0,1.0,1.0,216.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,13.0,0.5,2.0,1.0,200.0,57.3,0.5,15.0,1.0,1.0,216.0
GGtR,201.0,giant,generic,N,8.0,3,3900.0,137.5,19.0,137.0,19.0,10.0,10.0,51.0,7.0,9.0,8.0,3900.0,192.8,7.0,75.4,9.0,8.0,3631.0
BR,,monstrosity,generic,N,4.0,2,1100.0,66.5,14.0,66.0,14.0,9.0,9.0,26.0,0.5,5.0,3.0,700.0,72.8,1.0,36.6,4.0,3.0,666.0
IDRotF,305.0,humanoid,unique,N,5.0,3,1800.0,76.5,13.0,106.0,13.0,8.0,8.0,33.0,3.0,6.0,4.0,1100.0,111.3,3.0,44.2,5.0,4.0,1231.0
VGtM,159.0,fey,generic,N,6.0,3,2300.0,75.0,17.0,112.5,17.0,8.0,8.0,45.0,5.0,8.0,6.0,2300.0,143.6,4.0,60.3,7.0,6.0,2165.0
VGtM,160.0,fey,generic,N,7.0,3,2900.0,91.0,17.0,91.0,17.0,6.0,6.0,72.0,4.0,10.0,7.0,2900.0,116.1,3.0,87.5,10.0,7.0,2541.0
MM,177.0,fey,generic,N,3.0,2,700.0,82.5,17.0,82.0,17.0,6.0,6.0,13.0,3.0,2.0,2.0,450.0,104.7,2.0,15.8,2.0,2.0,413.0
MM,179.0,fey,generic,N,2.0,2,450.0,52.5,14.0,52.0,14.0,5.0,5.0,10.0,0.5,2.0,1.0,200.0,57.3,0.5,11.6,1.0,0.5,166.0
WDotMM,310.0,humanoid,unique,LL,23.0,7,50000.0,246.5,14.0,336.0,22.0,14.0,14.0,250.0,19.0,27.0,23.0,50000.0,547.3,20.0,449.0,27.0,24.0,61430.0
MM,238.0,giant,generic,N,1.0,2,200.0,30.0,12.0,30.0,12.0,5.0,5.0,14.0,0.125,2.0,1.0,200.0,30.0,0.125,16.2,2.0,0.5,122.0
MM,180.0,humanoid,generic,N,5.0,3,1800.0,65.0,18.0,65.0,18.0,5.0,5.0,29.333334,2.0,4.0,3.0,700.0,87.1,1.0,34.0,4.0,3.0,739.0
MM,181.0,monstrosity,generic,N,1.0,2,200.0,38.5,11.0,38.0,11.0,3.0,3.0,9.0,0.125,0.5,0.25,50.0,36.2,0.25,9.5,0.5,0.5,86.0
GoS,237.0,monstrosity,generic,N,5.0,3,1800.0,88.0,14.0,148.0,16.0,6.0,6.0,26.0,6.0,4.0,5.0,1800.0,179.9,6.0,31.6,4.0,4.0,1421.0
MM,182.0,fiend,generic,N,3.0,2,700.0,45.5,15.0,45.0,15.0,9.0,9.0,23.333334,0.5,5.0,3.0,700.0,52.1,0.25,32.8,4.0,2.0,428.0
PotA,198.0,humanoid,unique,N,5.0,3,1800.0,78.0,16.0,88.0,18.0,7.0,7.0,36.0,4.0,5.0,4.0,1100.0,117.9,3.0,45.9,5.0,4.0,1355.0
MToF,165.0,construct,generic,N,16.0,5,15000.0,216.0,18.0,270.0,22.0,11.0,11.0,86.0,16.0,14.0,15.0,13000.0,439.8,17.0,133.4,15.0,16.0,14669.0
BGDiA,236.0,fiend,generic,N,5.0,3,1800.0,52.0,19.0,82.0,15.0,7.0,7.0,26.0,2.0,4.0,3.0,700.0,94.9,2.0,33.2,4.0,3.0,787.0
MM,183.0,construct,generic,N,4.0,2,1100.0,60.0,20.0,120.0,22.0,6.0,6.0,16.0,8.0,3.0,5.0,1800.0,195.5,7.0,19.4,2.0,4.0,950.0
MM,60.0,fiend,generic,N,8.0,3,3900.0,136.5,16.0,170.0,21.0,7.0,7.0,37.0,10.0,5.0,7.0,2900.0,263.7,10.0,47.2,6.0,7.0,3113.0
